s,kg,C,kW,m
Time,"null","null","null","null"
 0.0000000E+000, 1.4215082E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E-002
 1.5000000E+000, 1.4214867E+001, 9.6651285E+001, 0.0000000E+000, 4.9999785E-002
 2.5000000E+000, 1.4210588E+001, 1.8650380E+002, 3.5203721E-006, 4.9995506E-002
 3.6738334E+000, 1.4207093E+001, 2.2541578E+002, 3.1624876E-003, 4.9992012E-002
 4.8046021E+000, 1.4202955E+001, 2.6140672E+002, 4.3470248E-002, 4.9987873E-002
 6.0485729E+000, 1.4198979E+001, 2.9143646E+002, 3.1478851E-001, 4.9983888E-002
 7.2370432E+000, 1.4195159E+001, 3.1696198E+002, 1.4090210E+000, 4.9980035E-002
 8.4381769E+000, 1.4191500E+001, 3.3781110E+002, 4.5927603E+000, 4.9976271E-002
 9.6193149E+000, 1.4187659E+001, 3.5621122E+002, 1.1813639E+001, 4.9972150E-002
 1.0815959E+001, 1.4183201E+001, 3.7322002E+002, 2.5176666E+001, 4.9967049E-002
 1.2035713E+001, 1.4177487E+001, 3.9030738E+002, 4.6339424E+001, 4.9959932E-002
 1.3222305E+001, 1.4170169E+001, 4.0775238E+002, 7.1529195E+001, 4.9949704E-002
 1.4424538E+001, 1.4161174E+001, 4.1824665E+002, 9.3655234E+001, 4.9936385E-002
 1.5604109E+001, 1.4150688E+001, 4.2893568E+002, 1.1257521E+002, 4.9921115E-002
 1.6803985E+001, 1.4138702E+001, 4.4507540E+002, 1.3059644E+002, 4.9902073E-002
 1.8012835E+001, 1.4124906E+001, 4.4611340E+002, 1.5100083E+002, 4.9877122E-002
 1.9205644E+001, 1.4109250E+001, 4.5671662E+002, 1.7568315E+002, 4.9852739E-002
 2.0425140E+001, 1.4091515E+001, 4.5154705E+002, 1.9285891E+002, 4.9823188E-002
 2.1621305E+001, 1.4072681E+001, 4.5724030E+002, 2.0570792E+002, 4.9797895E-002
 2.2821708E+001, 1.4053289E+001, 4.6036714E+002, 2.0939836E+002, 4.9768351E-002
 2.4011359E+001, 1.4033499E+001, 4.6998544E+002, 2.1671993E+002, 4.9737658E-002
 2.5215510E+001, 1.4012789E+001, 4.5612367E+002, 2.3006413E+002, 4.9708546E-002
 2.6413617E+001, 1.3990761E+001, 4.5527116E+002, 2.4425560E+002, 4.9685796E-002
 2.7609188E+001, 1.3968865E+001, 4.7606638E+002, 2.3201533E+002, 4.9660821E-002
 2.8822241E+001, 1.3948164E+001, 4.8434668E+002, 2.1933446E+002, 4.9625263E-002
 3.0003751E+001, 1.3927914E+001, 4.9581683E+002, 2.2196130E+002, 4.9588681E-002
 3.1215086E+001, 1.3907305E+001, 4.8919684E+002, 2.2056738E+002, 4.9547526E-002
 3.2406962E+001, 1.3886895E+001, 5.0292505E+002, 2.2776776E+002, 4.9511786E-002
 3.3602478E+001, 1.3865097E+001, 5.0262406E+002, 2.4447116E+002, 4.9471662E-002
 3.4817598E+001, 1.3842321E+001, 5.1224668E+002, 2.4593386E+002, 4.9430750E-002
 3.6002443E+001, 1.3820230E+001, 5.0845564E+002, 2.4212223E+002, 4.9390047E-002
 3.7204167E+001, 1.3798584E+001, 4.9256849E+002, 2.3280781E+002, 4.9355713E-002
 3.8415769E+001, 1.3777017E+001, 4.9652025E+002, 2.3525102E+002, 4.9327483E-002
 3.9602891E+001, 1.3755307E+001, 5.1282855E+002, 2.3800354E+002, 4.9296519E-002
 4.0809699E+001, 1.3733721E+001, 5.0800964E+002, 2.3558141E+002, 4.9262182E-002
 4.2011640E+001, 1.3712053E+001, 5.1358161E+002, 2.3968452E+002, 4.9229291E-002
 4.3205139E+001, 1.3689648E+001, 5.1413677E+002, 2.5171286E+002, 4.9196102E-002
 4.4419304E+001, 1.3666380E+001, 5.2525372E+002, 2.5707518E+002, 4.9162752E-002
 4.5604577E+001, 1.3643028E+001, 5.2994319E+002, 2.5531748E+002, 4.9125934E-002
 4.6818250E+001, 1.3620771E+001, 5.2935901E+002, 2.3173023E+002, 4.9088111E-002
 4.8026044E+001, 1.3599774E+001, 5.2337623E+002, 2.2368729E+002, 4.9051716E-002
 4.9202371E+001, 1.3579657E+001, 5.2290778E+002, 2.1867847E+002, 4.9019099E-002
 5.0410124E+001, 1.3559439E+001, 5.3040772E+002, 2.2616446E+002, 4.8987687E-002
 5.1621321E+001, 1.3538322E+001, 5.2277003E+002, 2.2795802E+002, 4.8954956E-002
 5.2805751E+001, 1.3517310E+001, 5.1893981E+002, 2.3394133E+002, 4.8925201E-002
 5.4023117E+001, 1.3495628E+001, 5.2596712E+002, 2.3778868E+002, 4.8896956E-002
 5.5210218E+001, 1.3473864E+001, 5.1851728E+002, 2.3946828E+002, 4.8868087E-002
 5.6418926E+001, 1.3452078E+001, 5.1710425E+002, 2.4005847E+002, 4.8840971E-002
 5.7612392E+001, 1.3430408E+001, 5.1827712E+002, 2.3684977E+002, 4.8815022E-002
 5.8817008E+001, 1.3408934E+001, 5.1455823E+002, 2.3301027E+002, 4.8789628E-002
 6.0021722E+001, 1.3387878E+001, 5.3480410E+002, 2.2773059E+002, 4.8764376E-002
 6.1205933E+001, 1.3367330E+001, 5.2262952E+002, 2.2777162E+002, 4.8736177E-002
 6.2416972E+001, 1.3346432E+001, 5.2353040E+002, 2.3222111E+002, 4.8708713E-002
 6.3600557E+001, 1.3325236E+001, 5.3473597E+002, 2.3230015E+002, 4.8682419E-002
 6.4817779E+001, 1.3304199E+001, 5.5198250E+002, 2.3202752E+002, 4.8653979E-002
 6.6025066E+001, 1.3282765E+001, 5.5887497E+002, 2.3459002E+002, 4.8620539E-002
 6.7216573E+001, 1.3261515E+001, 5.6196153E+002, 2.3198789E+002, 4.8584522E-002
 6.8418169E+001, 1.3240702E+001, 5.5209935E+002, 2.2691458E+002, 4.8548228E-002
 6.9625135E+001, 1.3220090E+001, 5.3493334E+002, 2.2013899E+002, 4.8514750E-002
 7.0804994E+001, 1.3200399E+001, 5.3663160E+002, 2.1283467E+002, 4.8486287E-002
 7.2011246E+001, 1.3181167E+001, 5.3150592E+002, 2.1135335E+002, 4.8460243E-002
 7.3200355E+001, 1.3161764E+001, 5.3810322E+002, 2.1395048E+002, 4.8435060E-002
 7.4410690E+001, 1.3142123E+001, 5.3659912E+002, 2.1685861E+002, 4.8409589E-002
 7.5605833E+001, 1.3122141E+001, 5.3433305E+002, 2.2166738E+002, 4.8384331E-002
 7.6812211E+001, 1.3101644E+001, 5.3026682E+002, 2.2610948E+002, 4.8359715E-002
 7.8006378E+001, 1.3080924E+001, 5.2855299E+002, 2.2725557E+002, 4.8335993E-002
 7.9200905E+001, 1.3060638E+001, 5.2878140E+002, 2.2251485E+002, 4.8313073E-002
 8.0418465E+001, 1.3040513E+001, 5.2791494E+002, 2.1653698E+002, 4.8290613E-002
 8.1612257E+001, 1.3020792E+001, 5.3388113E+002, 2.1520733E+002, 4.8268246E-002
 8.2812882E+001, 1.3001371E+001, 5.3620247E+002, 2.1366679E+002, 4.8245872E-002
 8.4006443E+001, 1.2981844E+001, 5.4727916E+002, 2.1695069E+002, 4.8222389E-002
 8.5219977E+001, 1.2962194E+001, 5.4735134E+002, 2.1628761E+002, 4.8197600E-002
 8.6422140E+001, 1.2942236E+001, 5.3982367E+002, 2.1929557E+002, 4.8171280E-002
 8.7609549E+001, 1.2922337E+001, 5.3463686E+002, 2.1971580E+002, 4.8146104E-002
 8.8804836E+001, 1.2902597E+001, 5.3275815E+002, 2.1787248E+002, 4.8122291E-002
 9.0002685E+001, 1.2882730E+001, 5.3683460E+002, 2.2013114E+002, 4.8099525E-002
 9.1221409E+001, 1.2862694E+001, 5.3269394E+002, 2.1900161E+002, 4.8076883E-002
 9.2405868E+001, 1.2843047E+001, 5.3620765E+002, 2.1424427E+002, 4.8054755E-002
 9.3601721E+001, 1.2823863E+001, 5.3731697E+002, 2.1059038E+002, 4.8032962E-002
 9.4805022E+001, 1.2804850E+001, 5.4290185E+002, 2.0646426E+002, 4.8010813E-002
 9.6018224E+001, 1.2785936E+001, 5.4006260E+002, 2.0701579E+002, 4.7988161E-002
 9.7216485E+001, 1.2767085E+001, 5.4951294E+002, 2.0676353E+002, 4.7965071E-002
 9.8426076E+001, 1.2748279E+001, 5.4900807E+002, 2.0636008E+002, 4.7941457E-002
 9.9605417E+001, 1.2729503E+001, 5.4823375E+002, 2.0741532E+002, 4.7917474E-002
 1.0080470E+002, 1.2710717E+001, 5.5049531E+002, 2.0958527E+002, 4.7893659E-002
 1.0200907E+002, 1.2691559E+001, 5.5569356E+002, 2.1153397E+002, 4.7869434E-002
 1.0321372E+002, 1.2672366E+001, 5.7202664E+002, 2.0967942E+002, 4.7844763E-002
 1.0441214E+002, 1.2653377E+001, 5.6357921E+002, 2.0930617E+002, 4.7818313E-002
 1.0560302E+002, 1.2634457E+001, 5.7242291E+002, 2.0893117E+002, 4.7791227E-002
 1.0682483E+002, 1.2615396E+001, 5.7167169E+002, 2.0682861E+002, 4.7763799E-002
 1.0800376E+002, 1.2596661E+001, 5.7121582E+002, 2.0561592E+002, 4.7735827E-002
 1.0920809E+002, 1.2578217E+001, 5.6467958E+002, 2.0306899E+002, 4.7708351E-002
 1.1041077E+002, 1.2559613E+001, 5.5434558E+002, 2.0496990E+002, 4.7681064E-002
 1.1161295E+002, 1.2540974E+001, 5.5380757E+002, 2.0405705E+002, 4.7655589E-002
 1.1280733E+002, 1.2522473E+001, 5.5121265E+002, 2.0185641E+002, 4.7631655E-002
 1.1402132E+002, 1.2504202E+001, 5.5798902E+002, 2.0032365E+002, 4.7608688E-002
 1.1521870E+002, 1.2486053E+001, 5.5096688E+002, 1.9806915E+002, 4.7586046E-002
 1.1641487E+002, 1.2468209E+001, 5.5885162E+002, 1.9514285E+002, 4.7563927E-002
 1.1761707E+002, 1.2450405E+001, 5.5295102E+002, 1.9412355E+002, 4.7541716E-002
 1.1881099E+002, 1.2432844E+001, 5.5431485E+002, 1.9217783E+002, 4.7519712E-002
 1.2002108E+002, 1.2415388E+001, 5.6379360E+002, 1.9160281E+002, 4.7497872E-002
 1.2120735E+002, 1.2398007E+001, 5.7440030E+002, 1.9150207E+002, 4.7475890E-002
 1.2241995E+002, 1.2380619E+001, 5.6577530E+002, 1.9130426E+002, 4.7452718E-002
 1.2361088E+002, 1.2363159E+001, 5.5775656E+002, 1.8955536E+002, 4.7428762E-002
 1.2481601E+002, 1.2345903E+001, 5.5272593E+002, 1.8847132E+002, 4.7405340E-002
 1.2602052E+002, 1.2328788E+001, 5.5068326E+002, 1.8586651E+002, 4.7382765E-002
 1.2721764E+002, 1.2311787E+001, 5.5642536E+002, 1.8665339E+002, 4.7361231E-002
 1.2842528E+002, 1.2294707E+001, 5.5886668E+002, 1.8758871E+002, 4.7340257E-002
 1.2962168E+002, 1.2277554E+001, 5.5524890E+002, 1.8742696E+002, 4.7319271E-002
 1.3082594E+002, 1.2260463E+001, 5.5860338E+002, 1.8705832E+002, 4.7298280E-002
 1.3201476E+002, 1.2243462E+001, 5.5632808E+002, 1.8518879E+002, 4.7277380E-002
 1.3320060E+002, 1.2226706E+001, 5.5522486E+002, 1.8487295E+002, 4.7256769E-002
 1.3440016E+002, 1.2210019E+001, 5.5970973E+002, 1.8120395E+002, 4.7236110E-002
 1.3562174E+002, 1.2193335E+001, 5.6269145E+002, 1.7926221E+002, 4.7215274E-002
 1.3680380E+002, 1.2176936E+001, 5.6209474E+002, 1.8009033E+002, 4.7194426E-002
 1.3802383E+002, 1.2160580E+001, 5.6236550E+002, 1.7675006E+002, 4.7173354E-002
 1.3921461E+002, 1.2144195E+001, 5.5763922E+002, 1.7941836E+002, 4.7152085E-002
 1.4042015E+002, 1.2127958E+001, 5.5294617E+002, 1.7675841E+002, 4.7131080E-002
 1.4161312E+002, 1.2111841E+001, 5.5749938E+002, 1.7751928E+002, 4.7110544E-002
 1.4282089E+002, 1.2095778E+001, 5.6083200E+002, 1.7666067E+002, 4.7090416E-002
 1.4401631E+002, 1.2079546E+001, 5.5969230E+002, 1.7768060E+002, 4.7070251E-002
 1.4521250E+002, 1.2063313E+001, 5.6066211E+002, 1.8109814E+002, 4.7050185E-002
 1.4641259E+002, 1.2046835E+001, 5.6276241E+002, 1.8101674E+002, 4.7030012E-002
 1.4761470E+002, 1.2030223E+001, 5.5599003E+002, 1.8298746E+002, 4.7009786E-002
 1.4881165E+002, 1.2013603E+001, 5.6479699E+002, 1.8281763E+002, 4.6989645E-002
 1.5000642E+002, 1.1997070E+001, 5.6356339E+002, 1.8334156E+002, 4.6969715E-002
 1.5120107E+002, 1.1980589E+001, 5.7208977E+002, 1.8215776E+002, 4.6949683E-002
 1.5241564E+002, 1.1963948E+001, 5.7684038E+002, 1.8289881E+002, 4.6929184E-002
 1.5362249E+002, 1.1947190E+001, 5.7585321E+002, 1.8287516E+002, 4.6908058E-002
 1.5481691E+002, 1.1930523E+001, 5.7960293E+002, 1.8323764E+002, 4.6886523E-002
 1.5602061E+002, 1.1913935E+001, 5.7501026E+002, 1.8319828E+002, 4.6864677E-002
 1.5720934E+002, 1.1897395E+001, 5.7143788E+002, 1.8324976E+002, 4.6842584E-002
 1.5842941E+002, 1.1880851E+001, 5.6684684E+002, 1.7921063E+002, 4.6820459E-002
 1.5960186E+002, 1.1864545E+001, 5.6570602E+002, 1.8101321E+002, 4.6798891E-002
 1.6082342E+002, 1.1848344E+001, 5.7096272E+002, 1.7727268E+002, 4.6777832E-002
 1.6201774E+002, 1.1832096E+001, 5.7222122E+002, 1.7750148E+002, 4.6757052E-002
 1.6320930E+002, 1.1816126E+001, 5.7430179E+002, 1.7821020E+002, 4.6736674E-002
 1.6441145E+002, 1.1800062E+001, 5.7213342E+002, 1.7754689E+002, 4.6716113E-002
 1.6561357E+002, 1.1783890E+001, 5.7100899E+002, 1.7776318E+002, 4.6695443E-002
 1.6681855E+002, 1.1767665E+001, 5.7351477E+002, 1.7928277E+002, 4.6674883E-002
 1.6800838E+002, 1.1751499E+001, 5.7497784E+002, 1.7801948E+002, 4.6654516E-002
 1.6921347E+002, 1.1735339E+001, 5.6945174E+002, 1.7914095E+002, 4.6634162E-002
 1.7042108E+002, 1.1719022E+001, 5.7462738E+002, 1.7823592E+002, 4.6613702E-002
 1.7161278E+002, 1.1702804E+001, 5.8144590E+002, 1.7950951E+002, 4.6593531E-002
 1.7282518E+002, 1.1686636E+001, 5.7964266E+002, 1.7776885E+002, 4.6573295E-002
 1.7400950E+002, 1.1670646E+001, 5.8400532E+002, 1.7557132E+002, 4.6552888E-002
 1.7521752E+002, 1.1654801E+001, 5.8642953E+002, 1.7603197E+002, 4.6532311E-002
 1.7640144E+002, 1.1639045E+001, 5.7792292E+002, 1.7350855E+002, 4.6511486E-002
 1.7761944E+002, 1.1623265E+001, 5.7628275E+002, 1.7352485E+002, 4.6490334E-002
 1.7881271E+002, 1.1607464E+001, 5.8333537E+002, 1.7359939E+002, 4.6469238E-002
 1.8001855E+002, 1.1591741E+001, 5.8201165E+002, 1.7288997E+002, 4.6448473E-002
 1.8122320E+002, 1.1575971E+001, 5.9194122E+002, 1.7315374E+002, 4.6427688E-002
 1.8242264E+002, 1.1560275E+001, 5.9844196E+002, 1.7251125E+002, 4.6406922E-002
 1.8360561E+002, 1.1544748E+001, 5.9719424E+002, 1.7261375E+002, 4.6385959E-002
 1.8481911E+002, 1.1529227E+001, 5.9390089E+002, 1.7242172E+002, 4.6364429E-002
 1.8601853E+002, 1.1513567E+001, 5.8837299E+002, 1.7209548E+002, 4.6342287E-002
 1.8721674E+002, 1.1498035E+001, 5.8094763E+002, 1.7137712E+002, 4.6320227E-002
 1.8841903E+002, 1.1482497E+001, 5.8210676E+002, 1.7021414E+002, 4.6298429E-002
 1.8961932E+002, 1.1466987E+001, 5.9324948E+002, 1.7207456E+002, 4.6277138E-002
 1.9082201E+002, 1.1451531E+001, 5.8065670E+002, 1.6934296E+002, 4.6256263E-002
 1.9202593E+002, 1.1436078E+001, 5.9106123E+002, 1.6911853E+002, 4.6235464E-002
 1.9320905E+002, 1.1420836E+001, 5.9081415E+002, 1.6923857E+002, 4.6215106E-002
 1.9440347E+002, 1.1405733E+001, 6.0137046E+002, 1.6752662E+002, 4.6194896E-002
 1.9560373E+002, 1.1390588E+001, 5.9671969E+002, 1.6693154E+002, 4.6174388E-002
 1.9681113E+002, 1.1375421E+001, 5.9598294E+002, 1.6676623E+002, 4.6153479E-002
 1.9800247E+002, 1.1360358E+001, 6.0070296E+002, 1.6618963E+002, 4.6132432E-002
 1.9921604E+002, 1.1345293E+001, 6.1679393E+002, 1.6474561E+002, 4.6111208E-002
 2.0041780E+002, 1.1330217E+001, 6.0366342E+002, 1.6535825E+002, 4.6089699E-002
 2.0160808E+002, 1.1315273E+001, 5.9677362E+002, 1.6531973E+002, 4.6067879E-002
 2.0280333E+002, 1.1300387E+001, 5.9626830E+002, 1.6449660E+002, 4.6045944E-002
 2.0401284E+002, 1.1285414E+001, 5.9998670E+002, 1.6503767E+002, 4.6024040E-002
 2.0522115E+002, 1.1270404E+001, 5.9945627E+002, 1.6298603E+002, 4.6002310E-002
 2.0640132E+002, 1.1255603E+001, 5.8906005E+002, 1.6282641E+002, 4.5981041E-002
