s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 2.0417471E+001, 3.8211392E+000,-1.1223211E+000,-2.9434585E+000,-1.7094497E-001, 4.9444438E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7621614E-001,-3.6614091E-001, 2.6758341E-004, 2.9371791E-004
 2.1609484E+001, 3.9918460E+000,-1.1520301E+000,-2.6249538E+000,-1.1426472E-001, 5.4346198E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9410685E-001, 1.5494365E-001, 2.7493704E-004, 3.0072337E-004
 2.2805733E+001, 3.8535204E+000,-1.1205091E+000,-2.5652760E+000,-1.4138890E-001, 5.1622401E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3325556E-001, 7.7968845E-002, 2.7148115E-004, 2.9698021E-004
 2.4003204E+001, 3.8800092E+000,-1.1279383E+000,-2.8688756E+000,-1.5373840E-001, 5.2366703E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3946396E-001,-2.1817640E-001, 2.7107782E-004, 2.9634825E-004
 2.5214766E+001, 4.0679084E+000,-1.1825159E+000,-2.8073970E+000,-1.2558427E-001, 5.4622580E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2904807E-002, 7.0337977E-003, 2.7898239E-004, 3.0403655E-004
 2.6402946E+001, 4.1153538E+000,-1.1993351E+000,-2.8684926E+000,-1.4371869E-001, 5.7053995E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2991528E-002,-3.9138516E-002, 2.8505597E-004, 3.0992623E-004
 2.7606602E+001, 3.9182788E+000,-1.1259754E+000,-2.8084218E+000,-1.2028795E-001, 5.3162802E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7098757E-002,-8.3243488E-002, 2.7570246E-004, 3.0041918E-004
 2.8816154E+001, 4.0570777E+000,-1.1690487E+000,-2.8892672E+000,-1.4563728E-001, 5.6954350E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7196382E-002,-8.9921047E-002, 2.7635210E-004, 3.0091257E-004
 3.0016743E+001, 3.9737969E+000,-1.1364101E+000,-2.8219431E+000,-1.2876317E-001, 5.6371103E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7809670E-003,-5.6948456E-002, 2.7568264E-004, 3.0008142E-004
 3.1219654E+001, 3.8048255E+000,-1.1148773E+000,-2.6528077E+000,-1.1582728E-001, 5.7508129E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6289763E-002,-2.1178629E-002, 2.6398473E-004, 2.8821414E-004
 3.2414162E+001, 3.6858481E+000,-1.0652755E+000,-2.6523203E+000,-1.1467307E-001, 5.3833953E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3982096E-002,-9.2586792E-002, 2.5344242E-004, 2.7748896E-004
 3.3608761E+001, 3.6670539E+000,-1.0557038E+000,-2.6344572E+000,-1.3888911E-001, 5.3895658E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4003981E-002,-1.0810058E-001, 2.5550928E-004, 2.7933512E-004
 3.4805454E+001, 3.6203022E+000,-1.0508973E+000,-2.6029532E+000,-1.6510800E-001, 5.9143767E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0146846E-002,-1.3951246E-001, 2.5137636E-004, 2.7496915E-004
 3.6006653E+001, 3.4080049E+000,-9.9164924E-001,-2.4678631E+000,-1.6509706E-001, 5.5916369E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1507977E-002,-1.6068808E-001, 2.3989358E-004, 2.6325980E-004
 3.7210308E+001, 3.4300370E+000,-9.9196782E-001,-2.4181284E+000,-1.2781631E-001, 5.5705138E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5101534E-002,-5.2170442E-002, 2.3853681E-004, 2.6165586E-004
 3.8401623E+001, 3.3831262E+000,-9.7541409E-001,-2.3210220E+000,-1.3638071E-001, 5.2598240E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2022987E-002, 2.9076885E-003, 2.3706930E-004, 2.5993054E-004
 3.9612888E+001, 3.3957162E+000,-9.9144952E-001,-2.4038359E+000,-7.9301911E-002, 5.3928675E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5897496E-002,-2.4942426E-002, 2.3444161E-004, 2.5705342E-004
 4.0816833E+001, 3.3859797E+000,-9.7000689E-001,-2.4657533E+000,-1.2422514E-001, 5.4097939E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0469633E-002,-1.1990763E-001, 2.3710728E-004, 2.5947747E-004
 4.2016975E+001, 3.4472334E+000,-1.0063663E+000,-2.3492441E+000,-1.1953973E-001, 5.5646848E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3442124E-002, 2.7730102E-002, 2.4110281E-004, 2.6324565E-004
 4.3217064E+001, 3.4781142E+000,-9.9715858E-001,-2.5329828E+000,-1.6764618E-001, 5.9857538E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2497150E-002,-1.5981575E-001, 2.4279658E-004, 2.6473390E-004
 4.4405762E+001, 3.4450269E+000,-9.8829640E-001,-2.3239479E+000,-1.2797836E-001, 5.6526962E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3079230E-001, 6.1331179E-002, 2.3921664E-004, 2.6097168E-004
 4.5608883E+001, 3.4364524E+000,-9.7421447E-001,-2.5293688E+000,-1.1497407E-001, 5.9939412E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4005726E-002,-1.2216553E-001, 2.3782071E-004, 2.5940779E-004
 4.6801617E+001, 3.3548628E+000,-9.9413400E-001,-2.3753395E+000,-9.2977484E-002, 5.8280891E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2455415E-002,-4.9307213E-002, 2.3654135E-004, 2.5797288E-004
 4.8000237E+001, 3.4001260E+000,-9.7797163E-001,-2.4311760E+000,-1.0395326E-001, 5.2820579E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4210121E-003,-6.0154261E-002, 2.3686804E-004, 2.5815338E-004
 4.9212852E+001, 3.4194387E+000,-9.7637140E-001,-2.4280117E+000,-1.2604851E-001, 5.7790364E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8104402E-003,-5.3202590E-002, 2.3949114E-004, 2.6064062E-004
 5.0402981E+001, 3.3697998E+000,-9.5180271E-001,-2.3950756E+000,-1.0674952E-001, 5.3889662E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8662066E-002,-2.9938410E-002, 2.3247154E-004, 2.5349436E-004
 5.1611439E+001, 3.3196610E+000,-9.6286955E-001,-2.4263801E+000,-1.1393304E-001, 5.6126192E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.9365925E-002,-1.2739557E-001, 2.3035849E-004, 2.5125662E-004
 5.2811825E+001, 3.2904522E+000,-9.7427700E-001,-2.3429355E+000,-5.8727382E-002, 4.7569930E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8854749E-003,-3.7917804E-002, 2.3180893E-004, 2.5257146E-004
 5.4016479E+001, 3.4415861E+000,-9.7515536E-001,-2.4402104E+000,-8.3283085E-002, 4.9831413E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0165324E-002,-7.2313184E-003, 2.3584920E-004, 2.5647525E-004
 5.5217548E+001, 3.4169694E+000,-9.8993893E-001,-2.4776496E+000,-8.0602203E-002, 5.4280462E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0248589E-002,-7.6940824E-002, 2.3813212E-004, 2.5863190E-004
 5.6417709E+001, 3.4063599E+000,-9.7812759E-001,-2.4102240E+000,-1.0273590E-001, 5.8733669E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5278862E-002,-2.5993840E-002, 2.3550905E-004, 2.5589854E-004
 5.7608128E+001, 3.3326320E+000,-9.6331055E-001,-2.3301997E+000,-9.3940783E-002, 5.7174250E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7698451E-002, 2.3552621E-003, 2.3167115E-004, 2.5196131E-004
 5.8805233E+001, 3.2143963E+000,-9.3663268E-001,-2.3548652E+000,-1.1194531E-001, 5.5066863E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4314258E-002,-1.3398002E-001, 2.2471122E-004, 2.4490444E-004
 6.0003174E+001, 3.1616959E+000,-9.1397191E-001,-2.3199854E+000,-8.4777212E-002, 5.7286281E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4217691E-002,-9.9752291E-002, 2.1766683E-004, 2.3775610E-004
 6.1209553E+001, 3.0669021E+000,-8.8777224E-001,-2.2215985E+000,-7.3089799E-002, 5.2713442E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2448511E-002,-6.2844983E-002, 2.1346983E-004, 2.3343955E-004
 6.2424519E+001, 3.0597028E+000,-8.9421502E-001,-2.2189702E+000,-8.1642655E-002, 5.4381320E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8788070E-002,-8.0743745E-002, 2.1443915E-004, 2.3427479E-004
 6.3600731E+001, 3.0825975E+000,-8.8755373E-001,-2.1911070E+000,-7.9590788E-002, 5.3395357E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8638831E-002,-2.2258620E-002, 2.1226562E-004, 2.3196262E-004
 6.4807030E+001, 3.0053631E+000,-8.5217391E-001,-2.1720951E+000,-8.2124055E-002, 5.9535685E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7728065E-003,-4.1494312E-002, 2.1057163E-004, 2.3013201E-004
 6.6001564E+001, 2.9974361E+000,-8.6815984E-001,-2.0403758E+000,-1.0212181E-001, 5.3879912E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7423486E-002, 4.0658598E-002, 2.0738730E-004, 2.2681121E-004
 6.7213936E+001, 2.9542921E+000,-8.5181931E-001,-2.0869904E+000,-8.7319137E-002, 5.2730703E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8862327E-002,-1.9105964E-002, 2.0567168E-004, 2.2495989E-004
 6.8407799E+001, 2.9786272E+000,-8.5569070E-001,-2.2170676E+000,-8.8714532E-002, 5.1212388E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8002844E-002,-1.3163321E-001, 2.0683578E-004, 2.2598839E-004
 6.9620689E+001, 3.0205067E+000,-8.6263499E-001,-2.2326335E+000,-7.6284434E-002, 5.4051017E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4120133E-002,-9.6995227E-002, 2.0963737E-004, 2.2865703E-004
 7.0812675E+001, 3.0046376E+000,-8.7917870E-001,-2.1827305E+000,-5.4615051E-002, 5.1586433E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9830242E-002,-6.0300182E-002, 2.1022539E-004, 2.2912097E-004
 7.2009705E+001, 3.0982735E+000,-8.7523720E-001,-2.1935807E+000,-5.5523331E-002, 5.1316492E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4434032E-002, 2.5248796E-002, 2.1121952E-004, 2.3000322E-004
 7.3217484E+001, 3.0300307E+000,-8.8344444E-001,-2.0922312E+000,-8.3908580E-002, 5.7251735E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8891085E-002, 2.7698149E-002, 2.1124482E-004, 2.2992496E-004
 7.4417976E+001, 2.9718715E+000,-8.5722695E-001,-2.2440006E+000,-9.4996753E-002, 5.6743758E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1259376E-001,-1.6760909E-001, 2.0716595E-004, 2.2575000E-004
 7.5615326E+001, 2.9323290E+000,-8.3107045E-001,-2.0914940E+000,-5.1611026E-002, 5.1737817E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6901051E-002, 9.8913145E-003, 2.0332443E-004, 2.2181590E-004
 7.6802788E+001, 2.9379303E+000,-8.2861318E-001,-2.0517951E+000,-7.6301313E-002, 5.4535870E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6229026E-002, 3.5756530E-002, 2.0244762E-004, 2.2084416E-004
 7.8018700E+001, 2.8692914E+000,-8.5130843E-001,-2.2326679E+000,-9.2856967E-002, 4.9621841E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1611216E-001,-2.5792007E-001, 2.0177694E-004, 2.2007545E-004
 7.9207100E+001, 2.9056136E+000,-8.2343865E-001,-1.9122094E+000,-8.6850329E-002, 5.2613526E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7237412E-001, 1.3572871E-001, 2.0098992E-004, 2.1919057E-004
 8.0400993E+001, 2.8633908E+000,-8.2752972E-001,-2.0977922E+000,-8.6548899E-002, 5.0532125E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5726438E-002,-9.7947905E-002, 1.9893468E-004, 2.1703931E-004
 8.1617752E+001, 2.8681403E+000,-8.2463931E-001,-1.9765477E+000,-7.0763711E-002, 4.8788236E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3427403E-002, 4.4977804E-002, 1.9883460E-004, 2.1684462E-004
 8.2816978E+001, 2.8586152E+000,-8.4234008E-001,-2.1731481E+000,-7.7859365E-002, 4.9779565E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3833759E-001,-1.8495277E-001, 1.9889106E-004, 2.1680714E-004
 8.4010406E+001, 2.8949788E+000,-8.0246838E-001,-1.8777418E+000,-9.1207047E-002, 5.5586303E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1672182E-001, 1.7914789E-001, 1.9934280E-004, 2.1716708E-004
 8.5208260E+001, 2.8711714E+000,-8.2331935E-001,-2.1864487E+000,-7.9809325E-002, 5.0575137E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2349210E-001,-1.6783082E-001, 1.9869891E-004, 2.1643393E-004
 8.6409508E+001, 2.7825395E+000,-8.2213985E-001,-2.0507102E+000,-6.1210366E-002, 4.9298002E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7531523E-002,-1.0222295E-001, 1.9805240E-004, 2.1570062E-004
 8.7603302E+001, 2.8775639E+000,-8.1833808E-001,-2.0388961E+000,-6.3089603E-002, 5.1743367E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0068556E-002, 8.9834288E-003, 1.9745292E-004, 2.1501742E-004
 8.8810455E+001, 2.8525092E+000,-8.0972404E-001,-2.0237471E+000,-8.3215534E-002, 5.3667115E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7326711E-002,-1.0510355E-002, 1.9777118E-004, 2.1525364E-004
 9.0001114E+001, 2.8068129E+000,-8.0284545E-001,-2.0671021E+000,-1.1151387E-001, 5.4802258E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7570498E-002,-1.1984627E-001, 1.9666225E-004, 2.1406591E-004
 9.1202202E+001, 2.7837531E+000,-7.8978009E-001,-1.9443342E+000,-9.7004019E-002, 5.3181498E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6002104E-002, 5.8163084E-003, 1.9266936E-004, 2.0999822E-004
 9.2400040E+001, 2.7195131E+000,-7.8276323E-001,-1.9876884E+000,-7.8713936E-002, 5.3246756E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0309906E-002,-7.6405726E-002, 1.8892225E-004, 2.0617770E-004
 9.3604149E+001, 2.6685377E+000,-7.7944489E-001,-1.7871066E+000,-1.1526864E-001, 5.4376067E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6588931E-002, 4.1093656E-002, 1.8613720E-004, 2.0331576E-004
 9.4807510E+001, 2.6006656E+000,-7.4466836E-001,-2.0482757E+000,-1.0496656E-001, 5.1618977E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1425171E-001,-2.4562608E-001, 1.8326771E-004, 2.0036419E-004
 9.6007446E+001, 2.5922135E+000,-7.4360079E-001,-1.7614607E+000,-9.1153036E-002, 5.0648973E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0110660E-001, 4.6647967E-002, 1.8088749E-004, 1.9789633E-004
 9.7207573E+001, 2.5678119E+000,-7.4941943E-001,-1.9502748E+000,-8.0992048E-002, 5.1562495E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2538839E-001,-1.6131191E-001, 1.7922987E-004, 1.9614670E-004
 9.8407089E+001, 2.5642599E+000,-7.3080569E-001,-1.7241225E+000,-6.9203654E-002, 5.0951320E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5064460E-001, 9.1079342E-002, 1.7829820E-004, 1.9511983E-004
 9.9602089E+001, 2.5526445E+000,-7.5238913E-001,-1.9594865E+000,-6.9314102E-002, 5.0456100E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4290856E-001,-1.7808906E-001, 1.7816581E-004, 1.9489129E-004
 1.0081203E+002, 2.5904741E+000,-7.3688805E-001,-1.7433927E+000,-5.1089955E-002, 4.5069752E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3043966E-001, 1.0417316E-001, 1.7857464E-004, 1.9520391E-004
 1.0200782E+002, 2.5754516E+000,-7.2329477E-001,-1.8960713E+000,-6.8199282E-002, 5.3862992E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1707922E-002,-5.8250779E-002, 1.7981920E-004, 1.9635418E-004
 1.0322145E+002, 2.5457539E+000,-7.3724621E-001,-1.8810392E+000,-1.5732847E-001, 5.0417805E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8155980E-002,-1.7944220E-001, 1.8030078E-004, 1.9674417E-004
 1.0440548E+002, 2.5736174E+000,-7.4401198E-001,-1.7286656E+000,-6.9020516E-002, 4.7557139E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0582104E-001, 7.9476487E-002, 1.7820782E-004, 1.9456504E-004
 1.0560912E+002, 2.5083796E+000,-7.4684446E-001,-1.9893450E+000,-4.2414679E-002, 5.0888564E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9197341E-001,-2.1933593E-001, 1.7601442E-004, 1.9229098E-004
 1.0682382E+002, 2.5392174E+000,-6.9823776E-001,-1.7589368E+000,-4.6094648E-002, 5.0591620E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2065349E-001, 8.6539796E-002, 1.7509604E-004, 1.9129273E-004
 1.0800172E+002, 2.5203277E+000,-7.2876644E-001,-1.7930660E+000,-7.8440863E-002, 4.9803337E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4902472E-002,-3.0142263E-002, 1.7532524E-004, 1.9144375E-004
 1.0921445E+002, 2.5188995E+000,-7.1422190E-001,-1.7973522E+000,-8.0221914E-002, 5.3145251E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5877897E-002,-1.9751274E-002, 1.7533415E-004, 1.9137566E-004
 1.1041942E+002, 2.5155683E+000,-7.2878792E-001,-1.9107782E+000,-9.4521484E-002, 5.2191273E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.4924799E-002,-1.6632807E-001, 1.7455183E-004, 1.9051727E-004
 1.1160332E+002, 2.5166106E+000,-7.3466262E-001,-1.7973076E+000,-4.0917015E-002, 4.5767132E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2207605E-002,-1.0509502E-002, 1.7359794E-004, 1.8949090E-004
 1.1281892E+002, 2.4853724E+000,-6.9338750E-001,-1.7943285E+000,-7.6107860E-002, 5.4580444E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3893366E-002,-2.3871008E-002, 1.7378718E-004, 1.8960952E-004
 1.1400680E+002, 2.4831189E+000,-7.1180800E-001,-1.8649122E+000,-5.8292008E-002, 5.2483227E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2173789E-002,-9.9410015E-002, 1.7353015E-004, 1.8928338E-004
 1.1520142E+002, 2.4554471E+000,-7.1051946E-001,-1.6900150E+000,-6.4745570E-002, 4.8619795E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9257520E-002, 3.8786848E-002, 1.7153329E-004, 1.8722000E-004
 1.1640208E+002, 2.4371738E+000,-6.9603359E-001,-1.9409614E+000,-6.5032957E-002, 5.0289553E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6381712E-001,-2.1456457E-001, 1.7000504E-004, 1.8562628E-004
 1.1760242E+002, 2.4538701E+000,-7.0678046E-001,-1.5980159E+000,-4.5158578E-002, 4.4038595E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6877348E-001, 1.4795377E-001, 1.6983107E-004, 1.8538705E-004
 1.1882162E+002, 2.4400054E+000,-6.8392036E-001,-1.8573963E+000,-8.2317050E-002, 5.2372450E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2366839E-002,-1.3125580E-001, 1.7051937E-004, 1.8600955E-004
 1.2000828E+002, 2.4601654E+000,-6.8981887E-001,-1.7097749E+000,-7.4997282E-002, 5.3422923E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3461088E-002, 3.8997289E-002, 1.7078754E-004, 1.8621259E-004
 1.2121930E+002, 2.4458856E+000,-7.1967129E-001,-1.8149794E+000,-7.3895825E-002, 4.7989076E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0560239E-002,-1.1467190E-001, 1.6954349E-004, 1.8490557E-004
 1.2240524E+002, 2.4318516E+000,-6.7666028E-001,-1.7292876E+000,-5.2433403E-002, 5.2712352E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5154723E-002, 2.6182662E-002, 1.6804549E-004, 1.8334677E-004
 1.2363043E+002, 2.3971999E+000,-6.9330526E-001,-1.7565343E+000,-7.2272784E-002, 4.9799876E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4562630E-002,-7.5112625E-002, 1.6773914E-004, 1.8298053E-004
 1.2480236E+002, 2.4115152E+000,-6.7966928E-001,-1.7595885E+000,-7.5628223E-002, 5.2598392E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3451981E-003,-5.0772357E-002, 1.6768463E-004, 1.8286713E-004
 1.2601579E+002, 2.4023399E+000,-6.8621188E-001,-1.6913902E+000,-5.0177588E-002, 5.0297657E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1267093E-002, 2.4857826E-002, 1.6722991E-004, 1.8235518E-004
