Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.200E+00, 2.651E+01, 1.197E+01, 1.876E+01, 5.292E+00, 2.206E+03, 6.049E+00, 0.000E+00, 9.085E+00, 6.169E+00, 1.367E-01, 0.000E+00, 0.000E+00, 2.291E+03
