Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.109E+00, 2.485E+01, 1.143E+01, 1.773E+01, 4.980E+00, 2.013E+03, 5.625E+00, 0.000E+00, 8.481E+00, 5.682E+00, 1.332E-01, 0.000E+00, 0.000E+00, 2.093E+03
