s,kg,C,kW,m
 2.0762219E+002, 1.0035875E+001, 7.0761540E+002, 1.9640188E+002, 4.4383082E-002
 2.0882049E+002, 1.0017951E+001, 7.1614888E+002, 1.9756568E+002, 4.4358682E-002
 2.1001007E+002, 1.0000186E+001, 7.2300615E+002, 1.9575073E+002, 4.4334638E-002
 2.1121273E+002, 9.9823998E+000, 7.2193814E+002, 1.9566009E+002, 4.4310682E-002
 2.1240615E+002, 9.9646079E+000, 7.1463720E+002, 1.9482119E+002, 4.4286687E-002
 2.1361929E+002, 9.9468024E+000, 7.2009050E+002, 1.9508128E+002, 4.4262517E-002
 2.1481875E+002, 9.9290325E+000, 7.2318258E+002, 1.9598263E+002, 4.4238258E-002
 2.1600884E+002, 9.9114804E+000, 7.2235165E+002, 1.9392893E+002, 4.4214211E-002
 2.1721569E+002, 9.8939496E+000, 7.2721757E+002, 1.9396868E+002, 4.4190095E-002
 2.1841389E+002, 9.8763853E+000, 7.1995280E+002, 1.9302309E+002, 4.4165846E-002
 2.1961929E+002, 9.8588719E+000, 7.2289699E+002, 1.9292847E+002, 4.4141601E-002
 2.2081414E+002, 9.8414102E+000, 7.2022288E+002, 1.9299588E+002, 4.4117398E-002
 2.2200447E+002, 9.8240558E+000, 7.2932400E+002, 1.9167477E+002, 4.4093367E-002
 2.2322419E+002, 9.8065382E+000, 7.2312260E+002, 1.9155347E+002, 4.4069157E-002
 2.2442397E+002, 9.7889868E+000, 7.2693768E+002, 1.9203822E+002, 4.4044915E-002
 2.2560432E+002, 9.7717495E+000, 7.1129072E+002, 1.9063352E+002, 4.4021082E-002
 2.2681177E+002, 9.7545222E+000, 7.1111708E+002, 1.9137553E+002, 4.3997205E-002
 2.2802572E+002, 9.7371026E+000, 7.1336039E+002, 1.9031186E+002, 4.3973084E-002
 2.2920813E+002, 9.7199367E+000, 7.0732980E+002, 1.9013747E+002, 4.3949442E-002
 2.3041787E+002, 9.7028599E+000, 7.0515597E+002, 1.8906459E+002, 4.3926096E-002
 2.3162049E+002, 9.6856747E+000, 7.0504272E+002, 1.8703067E+002, 4.3902803E-002
 2.3280897E+002, 9.6686707E+000, 6.9748752E+002, 1.8849175E+002, 4.3879995E-002
 2.3402503E+002, 9.6516072E+000, 6.9849782E+002, 1.8544688E+002, 4.3857364E-002
 2.3520197E+002, 9.6346485E+000, 6.9676699E+002, 1.8748933E+002, 4.3835142E-002
 2.3641347E+002, 9.6177795E+000, 6.9928806E+002, 1.8758031E+002, 4.3813311E-002
 2.3760686E+002, 9.6008379E+000, 7.1898640E+002, 1.8538768E+002, 4.3791636E-002
 2.3881957E+002, 9.5839489E+000, 7.1816190E+002, 1.8540833E+002, 4.3770245E-002
 2.4000903E+002, 9.5671118E+000, 7.2370107E+002, 1.8449192E+002, 4.3749010E-002
 2.4120079E+002, 9.5505086E+000, 7.2430004E+002, 1.8534519E+002, 4.3727999E-002
 2.4242193E+002, 9.5337358E+000, 7.2935060E+002, 1.8312606E+002, 4.3706583E-002
 2.4362856E+002, 9.5169008E+000, 7.1726498E+002, 1.8375472E+002, 4.3684827E-002
 2.4480568E+002, 9.5004096E+000, 7.1669723E+002, 1.8420884E+002, 4.3663223E-002
 2.4601777E+002, 9.4839556E+000, 7.1760199E+002, 1.8165477E+002, 4.3641415E-002
 2.4722673E+002, 9.4672747E+000, 7.0906191E+002, 1.8251118E+002, 4.3619126E-002
 2.4840283E+002, 9.4509032E+000, 7.1398861E+002, 1.8239844E+002, 4.3597161E-002
 2.4960876E+002, 9.4345750E+000, 7.1246755E+002, 1.8146859E+002, 4.3575267E-002
 2.5081455E+002, 9.4180607E+000, 7.1509339E+002, 1.8259251E+002, 4.3553213E-002
 2.5201214E+002, 9.4016060E+000, 7.0905198E+002, 1.8050369E+002, 4.3531345E-002
 2.5321855E+002, 9.3851608E+000, 7.1285679E+002, 1.8195003E+002, 4.3509593E-002
 2.5441333E+002, 9.3687264E+000, 7.1193182E+002, 1.8141197E+002, 4.3487962E-002
 2.5560155E+002, 9.3524435E+000, 7.0977840E+002, 1.8177486E+002, 4.3466634E-002
 2.5681644E+002, 9.3360155E+000, 7.1547490E+002, 1.8094433E+002, 4.3445222E-002
 2.5800337E+002, 9.3196004E+000, 7.0307772E+002, 1.8115792E+002, 4.3423918E-002
 2.5921892E+002, 9.3032042E+000, 7.0429881E+002, 1.8043430E+002, 4.3402700E-002
 2.6040795E+002, 9.2868139E+000, 7.0667851E+002, 1.8028675E+002, 4.3381554E-002
 2.6160071E+002, 9.2705919E+000, 7.0669713E+002, 1.7948398E+002, 4.3360717E-002
 2.6280662E+002, 9.2543155E+000, 6.9890852E+002, 1.7852716E+002, 4.3339914E-002
 2.6401385E+002, 9.2379741E+000, 6.9806397E+002, 1.7947800E+002, 4.3319109E-002
 2.6520491E+002, 9.2217624E+000, 7.0384454E+002, 1.7871068E+002, 4.3298542E-002
 2.6641947E+002, 9.2055857E+000, 7.0085840E+002, 1.7852334E+002, 4.3278108E-002
 2.6762118E+002, 9.1893844E+000, 7.1991483E+002, 1.7646389E+002, 4.3257743E-002
 2.6880823E+002, 9.1734112E+000, 7.0809233E+002, 1.7736898E+002, 4.3237763E-002
 2.7000172E+002, 9.1575272E+000, 7.0092978E+002, 1.7646492E+002, 4.3217920E-002
 2.7121840E+002, 9.1415246E+000, 6.9957468E+002, 1.7462950E+002, 4.3197882E-002
 2.7241841E+002, 9.1254860E+000, 6.9625858E+002, 1.7385541E+002, 4.3177730E-002
 2.7360640E+002, 9.1097352E+000, 7.0209709E+002, 1.7521864E+002, 4.3157905E-002
 2.7481200E+002, 9.0939950E+000, 7.0097302E+002, 1.7444506E+002, 4.3138110E-002
 2.7600725E+002, 9.0782500E+000, 7.0056222E+002, 1.7260097E+002, 4.3118358E-002
 2.7721425E+002, 9.0625170E+000, 6.9625216E+002, 1.7106255E+002, 4.3098670E-002
 2.7841985E+002, 9.0468068E+000, 6.9695405E+002, 1.7191327E+002, 4.3079046E-002
 2.7961619E+002, 9.0311971E+000, 6.9705844E+002, 1.7288898E+002, 4.3059585E-002
 2.8080394E+002, 9.0157300E+000, 7.0518863E+002, 1.7221758E+002, 4.3040345E-002
 2.8202056E+002, 9.0001694E+000, 7.1085197E+002, 1.7124861E+002, 4.3021048E-002
 2.8320846E+002, 8.9846394E+000, 7.0859309E+002, 1.7091964E+002, 4.3001848E-002
 2.8440338E+002, 8.9692708E+000, 7.1062098E+002, 1.7099944E+002, 4.2982874E-002
 2.8561513E+002, 8.9537610E+000, 7.1744880E+002, 1.7077513E+002, 4.2963714E-002
 2.8682461E+002, 8.9381464E+000, 7.1141704E+002, 1.7048727E+002, 4.2944388E-002
 2.8802457E+002, 8.9226117E+000, 7.1392113E+002, 1.6959968E+002, 4.2925087E-002
 2.8921523E+002, 8.9072040E+000, 7.2390709E+002, 1.7083107E+002, 4.2905853E-002
 2.9042427E+002, 8.8917695E+000, 7.2879180E+002, 1.6910565E+002, 4.2886491E-002
 2.9161312E+002, 8.8763640E+000, 7.1568251E+002, 1.7063620E+002, 4.2867045E-002
 2.9281411E+002, 8.8610397E+000, 7.1004210E+002, 1.6921876E+002, 4.2847532E-002
 2.9403205E+002, 8.8455582E+000, 7.0765103E+002, 1.6773730E+002, 4.2827624E-002
 2.9521615E+002, 8.8302607E+000, 7.1702941E+002, 1.6959450E+002, 4.2807790E-002
 2.9640577E+002, 8.8151269E+000, 7.1049382E+002, 1.6840700E+002, 4.2788074E-002
 2.9761343E+002, 8.7999185E+000, 7.1632578E+002, 1.6788458E+002, 4.2768217E-002
 2.9881518E+002, 8.7846625E+000, 7.0785796E+002, 1.6664672E+002, 4.2748284E-002
 3.0002034E+002, 8.7694320E+000, 7.1632361E+002, 1.6766515E+002, 4.2728380E-002
 3.0121384E+002, 8.7542990E+000, 7.2549210E+002, 1.6557802E+002, 4.2708623E-002
 3.0241597E+002, 8.7392564E+000, 7.3004357E+002, 1.6784622E+002, 4.2689022E-002
 3.0362498E+002, 8.7241237E+000, 7.2637828E+002, 1.6605930E+002, 4.2669319E-002
 3.0482201E+002, 8.7090385E+000, 7.2572945E+002, 1.6520727E+002, 4.2649636E-002
 3.0600912E+002, 8.6941372E+000, 7.2405609E+002, 1.6685426E+002, 4.2630101E-002
 3.0722623E+002, 8.6791194E+000, 7.2686466E+002, 1.6481635E+002, 4.2610306E-002
 3.0841583E+002, 8.6641099E+000, 7.2859116E+002, 1.6590826E+002, 4.2590428E-002
 3.0961801E+002, 8.6491960E+000, 7.3459764E+002, 1.6485587E+002, 4.2570599E-002
 3.1081434E+002, 8.6343001E+000, 7.4043362E+002, 1.6547629E+002, 4.2550745E-002
 3.1202470E+002, 8.6193252E+000, 7.3269176E+002, 1.6432035E+002, 4.2530728E-002
 3.1321313E+002, 8.6044129E+000, 7.4109056E+002, 1.6528563E+002, 4.2510717E-002
 3.1442322E+002, 8.5895237E+000, 7.3922864E+002, 1.6445490E+002, 4.2490648E-002
 3.1560303E+002, 8.5746758E+000, 7.3656165E+002, 1.6431516E+002, 4.2470534E-002
 3.1682193E+002, 8.5598038E+000, 7.3671581E+002, 1.6459596E+002, 4.2450279E-002
 3.1801309E+002, 8.5448654E+000, 7.3484562E+002, 1.6408872E+002, 4.2429838E-002
 3.1921781E+002, 8.5300189E+000, 7.3518239E+002, 1.6452638E+002, 4.2409435E-002
 3.2042834E+002, 8.5150671E+000, 7.2866661E+002, 1.6443598E+002, 4.2388819E-002
 3.2160130E+002, 8.5003318E+000, 7.3670584E+002, 1.6376796E+002, 4.2368455E-002
 3.2280128E+002, 8.4856460E+000, 7.2675090E+002, 1.6396711E+002, 4.2348148E-002
 3.2401098E+002, 8.4708023E+000, 7.2629462E+002, 1.6388097E+002, 4.2327613E-002
 3.2522470E+002, 8.4558656E+000, 7.2326919E+002, 1.6171490E+002, 4.2306958E-002
 3.2640829E+002, 8.4411285E+000, 7.2613083E+002, 1.6275001E+002, 4.2286603E-002
 3.2761715E+002, 8.4264498E+000, 7.3235401E+002, 1.6277885E+002, 4.2266388E-002
 3.2881197E+002, 8.4117435E+000, 7.2649400E+002, 1.6203241E+002, 4.2246204E-002
 3.3001421E+002, 8.3971160E+000, 7.3319920E+002, 1.6193937E+002, 4.2226202E-002
 3.3121766E+002, 8.3824844E+000, 7.3384973E+002, 1.6153284E+002, 4.2206257E-002
 3.3241251E+002, 8.3678946E+000, 7.4336217E+002, 1.6044669E+002, 4.2186428E-002
 3.3360545E+002, 8.3534258E+000, 7.3650385E+002, 1.6111224E+002, 4.2166812E-002
