Time,Mass,Temp1,HRR,Thickness,Temp2
 0.0000000E+000, 1.2656410E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E-002, 2.0000000E+001
 1.5000000E+000, 1.2656402E+001, 7.6400660E+001, 0.0000000E+000, 4.9999992E-002, 3.1924873E+001
 2.5000000E+000, 1.2655164E+001, 1.5072364E+002, 0.0000000E+000, 4.9998754E-002, 7.4345280E+001
 3.6423912E+000, 1.2648630E+001, 1.6820289E+002, 2.2053358E-006, 4.9992221E-002, 9.5857506E+001
 4.8247480E+000, 1.2640643E+001, 1.9367942E+002, 4.5448951E-005, 4.9984235E-002, 1.1405065E+002
 6.0454327E+000, 1.2632053E+001, 2.1848748E+002, 4.0185353E-004, 4.9975640E-002, 1.3343854E+002
 7.2761604E+000, 1.2623731E+001, 2.4165292E+002, 2.4765452E-003, 4.9967316E-002, 1.5457544E+002
 8.4098475E+000, 1.2616088E+001, 2.6163600E+002, 1.0695464E-002, 4.9959673E-002, 1.7512320E+002
 9.6150864E+000, 1.2608823E+001, 2.7950048E+002, 3.6838192E-002, 4.9952412E-002, 1.9347625E+002
 1.0803794E+001, 1.2601648E+001, 2.9630382E+002, 1.0977123E-001, 4.9945242E-002, 2.1089467E+002
 1.2019847E+001, 1.2594692E+001, 3.1213137E+002, 2.8080304E-001, 4.9938297E-002, 2.2721965E+002
 1.3202974E+001, 1.2587968E+001, 3.2662080E+002, 6.4507189E-001, 4.9931589E-002, 2.4238042E+002
 1.4438216E+001, 1.2581379E+001, 3.4063835E+002, 1.3572588E+000, 4.9925035E-002, 2.5684739E+002
 1.5627395E+001, 1.2574953E+001, 3.5251537E+002, 2.6631873E+000, 4.9918672E-002, 2.7015502E+002
 1.6847384E+001, 1.2568640E+001, 3.6477164E+002, 4.8783556E+000, 4.9912485E-002, 2.8260968E+002
 1.8055328E+001, 1.2562336E+001, 3.7591685E+002, 8.4059112E+000, 4.9906419E-002, 2.9457256E+002
 1.9228190E+001, 1.2556141E+001, 3.8645956E+002, 1.3874148E+001, 4.9900618E-002, 3.0568911E+002
 2.0434121E+001, 1.2549835E+001, 3.9779487E+002, 2.2047590E+001, 4.9894950E-002, 3.1657346E+002
 2.1607791E+001, 1.2543304E+001, 4.0836156E+002, 3.3774559E+001, 4.9889406E-002, 3.2725656E+002
 2.2825623E+001, 1.2536343E+001, 4.1928799E+002, 5.0366696E+001, 4.9883934E-002, 3.3777476E+002
 2.4003240E+001, 1.2528828E+001, 4.2981596E+002, 7.2354979E+001, 4.9878568E-002, 3.4755275E+002
 2.5214388E+001, 1.2520531E+001, 4.4312356E+002, 9.9999853E+001, 4.9873289E-002, 3.5891075E+002
 2.6409058E+001, 1.2511133E+001, 4.4803778E+002, 1.3658816E+002, 4.9868055E-002, 3.6684424E+002
 2.7615780E+001, 1.2500457E+001, 4.6206733E+002, 1.7926888E+002, 4.9862910E-002, 3.7608723E+002
 2.8806524E+001, 1.2488256E+001, 4.7509082E+002, 2.2984829E+002, 4.9857855E-002, 3.8623270E+002
 3.0000802E+001, 1.2474532E+001, 4.8253237E+002, 2.7524935E+002, 4.9852895E-002, 3.9396026E+002
 3.1212064E+001, 1.2459255E+001, 4.9539844E+002, 3.1328898E+002, 4.9847959E-002, 4.0219785E+002
 3.2416757E+001, 1.2442767E+001, 5.1405578E+002, 3.4997105E+002, 4.9843078E-002, 4.1367100E+002
 3.3602673E+001, 1.2425195E+001, 5.2038500E+002, 3.9196776E+002, 4.9838306E-002, 4.2209933E+002
 3.4807971E+001, 1.2406365E+001, 5.3809921E+002, 4.2610309E+002, 4.9833599E-002, 4.3065740E+002
 3.6005325E+001, 1.2386062E+001, 5.4659372E+002, 4.8301008E+002, 4.9828920E-002, 4.4050615E+002
 3.7211294E+001, 1.2364923E+001, 5.5009998E+002, 4.9560397E+002, 4.9824290E-002, 4.4560934E+002
 3.8407816E+001, 1.2342969E+001, 5.6745422E+002, 5.3588159E+002, 4.9819714E-002, 4.5538804E+002
 3.9607824E+001, 1.2319821E+001, 5.7314577E+002, 5.7137506E+002, 4.9815203E-002, 4.6316580E+002
 4.0814969E+001, 1.2295750E+001, 5.7626451E+002, 5.7203571E+002, 4.9810720E-002, 4.6973439E+002
 4.2017099E+001, 1.2271330E+001, 5.8524379E+002, 6.1463560E+002, 4.9806288E-002, 4.7641339E+002
 4.3206070E+001, 1.2246781E+001, 5.8990843E+002, 6.1615993E+002, 4.9801938E-002, 4.8353364E+002
 4.4403335E+001, 1.2222726E+001, 6.1070437E+002, 5.6886467E+002, 4.9797644E-002, 4.9469316E+002
 4.5604760E+001, 1.2199347E+001, 6.0859521E+002, 5.9375135E+002, 4.9793386E-002, 5.0395836E+002
 4.6800480E+001, 1.2175759E+001, 6.1202851E+002, 5.7903997E+002, 4.9789176E-002, 5.0837667E+002
 4.8012943E+001, 1.2151916E+001, 6.0949780E+002, 5.9952220E+002, 4.9784994E-002, 5.1379721E+002
 4.9207605E+001, 1.2128230E+001, 6.0917791E+002, 5.9632452E+002, 4.9780853E-002, 5.1665223E+002
 5.0411903E+001, 1.2105110E+001, 6.0146789E+002, 5.3865839E+002, 4.9776765E-002, 5.1720990E+002
 5.1613898E+001, 1.2082823E+001, 6.2540324E+002, 5.5567223E+002, 4.9772714E-002, 5.2599751E+002
 5.2801557E+001, 1.2060889E+001, 6.2306928E+002, 5.3067075E+002, 4.9768726E-002, 5.3365895E+002
 5.4001247E+001, 1.2039047E+001, 6.2413702E+002, 5.5748349E+002, 4.9764791E-002, 5.3574321E+002
 5.5207941E+001, 1.2016929E+001, 6.3006935E+002, 5.6124616E+002, 4.9760863E-002, 5.4115043E+002
 5.6402861E+001, 1.1994670E+001, 6.3376132E+002, 5.6399624E+002, 4.9756985E-002, 5.4726095E+002
 5.7605288E+001, 1.1972381E+001, 6.4453678E+002, 5.6575905E+002, 4.9753150E-002, 5.5507803E+002
 5.8810709E+001, 1.1950237E+001, 6.4453920E+002, 5.5012605E+002, 4.9749336E-002, 5.5950324E+002
 6.0005807E+001, 1.1928783E+001, 6.3751026E+002, 5.3111337E+002, 4.9745570E-002, 5.5863569E+002
 6.1206533E+001, 1.1907807E+001, 6.5149567E+002, 5.1536271E+002, 4.9741843E-002, 5.6568100E+002
 6.2402507E+001, 1.1886969E+001, 6.5663033E+002, 5.2594863E+002, 4.9738148E-002, 5.7235616E+002
 6.3615139E+001, 1.1866238E+001, 6.4988711E+002, 5.1085528E+002, 4.9734455E-002, 5.7286633E+002
 6.4812061E+001, 1.1845978E+001, 6.4582193E+002, 4.8958389E+002, 4.9730792E-002, 5.7369835E+002
 6.6001621E+001, 1.1826426E+001, 6.5799190E+002, 4.8645989E+002, 4.9727186E-002, 5.7613179E+002
 6.7204238E+001, 1.1807073E+001, 6.6406629E+002, 4.7592555E+002, 4.9723596E-002, 5.8414123E+002
 6.8404250E+001, 1.1787916E+001, 6.5561617E+002, 4.5665821E+002, 4.9720009E-002, 5.8416309E+002
 6.9614586E+001, 1.1769137E+001, 6.5541436E+002, 4.5748160E+002, 4.9716433E-002, 5.8363848E+002
 7.0812903E+001, 1.1750687E+001, 6.6178425E+002, 4.4008015E+002, 4.9712876E-002, 5.8680722E+002
 7.2004822E+001, 1.1732662E+001, 6.5647610E+002, 4.3034883E+002, 4.9709364E-002, 5.8717249E+002
 7.3208111E+001, 1.1714735E+001, 6.6120957E+002, 4.5632771E+002, 4.9705860E-002, 5.9071211E+002
 7.4409732E+001, 1.1696602E+001, 6.6679176E+002, 4.3504728E+002, 4.9702352E-002, 5.9472734E+002
 7.5600613E+001, 1.1678494E+001, 6.5887388E+002, 4.5574151E+002, 4.9698875E-002, 5.9218612E+002
 7.6811631E+001, 1.1660493E+001, 6.6340959E+002, 4.4623503E+002, 4.9695395E-002, 5.9616617E+002
 7.8011095E+001, 1.1642411E+001, 6.7078464E+002, 4.3787379E+002, 4.9691912E-002, 5.9814143E+002
 7.9211548E+001, 1.1624267E+001, 6.7027125E+002, 4.5631894E+002, 4.9688448E-002, 6.0266083E+002
 8.0418546E+001, 1.1605943E+001, 6.6623099E+002, 4.4638599E+002, 4.9684978E-002, 6.0203142E+002
 8.1611233E+001, 1.1587766E+001, 6.5639134E+002, 4.4822316E+002, 4.9681522E-002, 5.9756042E+002
 8.2806722E+001, 1.1569977E+001, 6.5343254E+002, 4.2346076E+002, 4.9678083E-002, 5.9403266E+002
 8.4016036E+001, 1.1552224E+001, 6.5119237E+002, 4.3473071E+002, 4.9674585E-002, 5.9152841E+002
 8.5207313E+001, 1.1534676E+001, 6.6692305E+002, 4.2893765E+002, 4.9671103E-002, 5.9470683E+002
 8.6408456E+001, 1.1517384E+001, 6.7973908E+002, 4.2067404E+002, 4.9667644E-002, 6.0857898E+002
 8.7616127E+001, 1.1500068E+001, 6.7195046E+002, 4.2347744E+002, 4.9664161E-002, 6.0776399E+002
 8.8807217E+001, 1.1482962E+001, 6.6705647E+002, 4.0528248E+002, 4.9660688E-002, 6.0615239E+002
 9.0000278E+001, 1.1466146E+001, 6.7215995E+002, 4.0796893E+002, 4.9657234E-002, 6.0589022E+002
 9.1204968E+001, 1.1449328E+001, 6.8288418E+002, 4.0943723E+002, 4.9653751E-002, 6.1502631E+002
 9.2408880E+001, 1.1432459E+001, 6.9490326E+002, 4.0310087E+002, 4.9650239E-002, 6.2069909E+002
 9.3610326E+001, 1.1415666E+001, 6.9049369E+002, 4.0341227E+002, 4.9646720E-002, 6.2393391E+002
 9.4803918E+001, 1.1399053E+001, 6.8985413E+002, 3.9695188E+002, 4.9643207E-002, 6.2538281E+002
 9.6002913E+001, 1.1382487E+001, 7.0161384E+002, 4.0202587E+002, 4.9639681E-002, 6.2942394E+002
 9.7204754E+001, 1.1365742E+001, 6.8811331E+002, 4.0374141E+002, 4.9636126E-002, 6.3043476E+002
 9.8405359E+001, 1.1348908E+001, 6.8148250E+002, 4.0715020E+002, 4.9632549E-002, 6.2201489E+002
 9.9615767E+001, 1.1332124E+001, 6.9297108E+002, 3.9641645E+002, 4.9628947E-002, 6.2745503E+002
 1.0080064E+002, 1.1315561E+001, 6.8617851E+002, 3.9157949E+002, 4.9625346E-002, 6.2837436E+002
 1.0202044E+002, 1.1299075E+001, 6.7614880E+002, 3.8887200E+002, 4.9621719E-002, 6.2297308E+002
 1.0320659E+002, 1.1282702E+001, 6.7350011E+002, 3.8139921E+002, 4.9618074E-002, 6.1939161E+002
 1.0440449E+002, 1.1266599E+001, 6.8232383E+002, 3.8844893E+002, 4.9614450E-002, 6.2182205E+002
