Time,Mass,Temp1,HRR,Thickness,Temp2
 1.2003775E+002, 1.2405836E+001, 2.8751578E+002, 3.2581880E-001, 4.9749500E-002, 2.6402517E+002
 1.2150766E+002, 1.2402898E+001, 2.8873136E+002, 3.5015043E-001, 4.9746576E-002, 2.6518642E+002
 1.2302551E+002, 1.2399978E+001, 2.8990411E+002, 3.7861363E-001, 4.9743670E-002, 2.6646609E+002
 1.2455415E+002, 1.2396981E+001, 2.9101832E+002, 4.0397608E-001, 4.9740688E-002, 2.6770081E+002
 1.2604573E+002, 1.2394028E+001, 2.9173435E+002, 4.4027705E-001, 4.9737751E-002, 2.6872106E+002
 1.2755235E+002, 1.2391077E+001, 2.9313054E+002, 4.6758852E-001, 4.9734817E-002, 2.6985960E+002
 1.2901840E+002, 1.2388156E+001, 2.9433276E+002, 5.0412257E-001, 4.9731914E-002, 2.7118046E+002
 1.3055177E+002, 1.2385203E+001, 2.9544615E+002, 5.3919853E-001, 4.9728981E-002, 2.7233414E+002
 1.3204307E+002, 1.2382193E+001, 2.9633586E+002, 5.6780994E-001, 4.9725992E-002, 2.7347881E+002
 1.3354461E+002, 1.2379220E+001, 2.9736434E+002, 6.1663709E-001, 4.9723041E-002, 2.7447855E+002
 1.3505965E+002, 1.2376230E+001, 2.9875914E+002, 6.6034639E-001, 4.9720076E-002, 2.7577228E+002
 1.3651067E+002, 1.2373280E+001, 3.0004237E+002, 6.9783148E-001, 4.9717153E-002, 2.7699794E+002
 1.3806325E+002, 1.2370271E+001, 3.0112668E+002, 7.5013986E-001, 4.9714173E-002, 2.7829321E+002
 1.3955162E+002, 1.2367232E+001, 3.0150664E+002, 7.9559504E-001, 4.9711165E-002, 2.7913690E+002
 1.4101075E+002, 1.2364261E+001, 3.0233255E+002, 8.3788467E-001, 4.9708226E-002, 2.7999626E+002
 1.4250459E+002, 1.2361269E+001, 3.0363038E+002, 8.9530463E-001, 4.9705270E-002, 2.8103592E+002
 1.4405793E+002, 1.2358194E+001, 3.0430848E+002, 9.5093520E-001, 4.9702232E-002, 2.8212000E+002
 1.4552955E+002, 1.2355124E+001, 3.0554820E+002, 1.0196620E+000, 4.9699202E-002, 2.8309994E+002
 1.4702363E+002, 1.2352099E+001, 3.0689094E+002, 1.0606459E+000, 4.9696220E-002, 2.8439808E+002
 1.4851589E+002, 1.2349045E+001, 3.0780198E+002, 1.1389182E+000, 4.9693211E-002, 2.8543524E+002
 1.5006240E+002, 1.2345927E+001, 3.0872473E+002, 1.2054168E+000, 4.9690142E-002, 2.8646762E+002
 1.5153952E+002, 1.2342811E+001, 3.0991961E+002, 1.2747666E+000, 4.9687078E-002, 2.8766057E+002
 1.5304079E+002, 1.2339743E+001, 3.1015167E+002, 1.3403877E+000, 4.9684063E-002, 2.8840398E+002
 1.5452179E+002, 1.2336645E+001, 3.1126128E+002, 1.4224000E+000, 4.9681023E-002, 2.8930239E+002
 1.5601395E+002, 1.2333557E+001, 3.1215253E+002, 1.4960134E+000, 4.9677994E-002, 2.9006636E+002
 1.5753628E+002, 1.2330383E+001, 3.1284651E+002, 1.5705910E+000, 4.9674886E-002, 2.9041787E+002
 1.5901730E+002, 1.2327233E+001, 3.1426907E+002, 1.6611957E+000, 4.9671803E-002, 2.9160217E+002
 1.6050311E+002, 1.2324104E+001, 3.1465398E+002, 1.7447233E+000, 4.9668745E-002, 2.9253615E+002
 1.6204115E+002, 1.2320909E+001, 3.1566954E+002, 1.8554415E+000, 4.9665627E-002, 2.9334813E+002
 1.6355590E+002, 1.2317686E+001, 3.1616930E+002, 1.9405231E+000, 4.9662485E-002, 2.9424345E+002
 1.6501345E+002, 1.2314533E+001, 3.1766208E+002, 2.0284171E+000, 4.9659416E-002, 2.9520256E+002
 1.6653519E+002, 1.2311371E+001, 3.1812698E+002, 2.1532396E+000, 4.9656341E-002, 2.9621335E+002
 1.6804227E+002, 1.2308160E+001, 3.1910782E+002, 2.2522833E+000, 4.9653224E-002, 2.9698417E+002
 1.6954861E+002, 1.2304936E+001, 3.2037424E+002, 2.3554017E+000, 4.9650099E-002, 2.9813276E+002
 1.7102526E+002, 1.2301756E+001, 3.2082766E+002, 2.4923173E+000, 4.9647021E-002, 2.9902739E+002
 1.7250461E+002, 1.2298602E+001, 3.2183229E+002, 2.5998622E+000, 4.9643974E-002, 2.9978576E+002
 1.7400529E+002, 1.2295407E+001, 3.2270701E+002, 2.7133398E+000, 4.9640892E-002, 3.0086105E+002
 1.7552211E+002, 1.2292167E+001, 3.2327288E+002, 2.8673654E+000, 4.9637772E-002, 3.0156791E+002
 1.7701238E+002, 1.2288948E+001, 3.2392485E+002, 2.9775389E+000, 4.9634678E-002, 3.0234569E+002
 1.7850439E+002, 1.2285744E+001, 3.2498511E+002, 3.1380624E+000, 4.9631604E-002, 3.0329071E+002
 1.8002387E+002, 1.2282501E+001, 3.2566769E+002, 3.2872590E+000, 4.9628499E-002, 3.0401516E+002
 1.8151877E+002, 1.2279258E+001, 3.2699523E+002, 3.4087295E+000, 4.9625402E-002, 3.0512324E+002
 1.8304983E+002, 1.2275993E+001, 3.2767459E+002, 3.5808238E+000, 4.9622289E-002, 3.0612168E+002
 1.8453239E+002, 1.2272757E+001, 3.2774082E+002, 3.7518577E+000, 4.9619210E-002, 3.0664107E+002
 1.8601183E+002, 1.2269572E+001, 3.2926042E+002, 3.9122413E+000, 4.9616187E-002, 3.0746723E+002
 1.8752500E+002, 1.2266356E+001, 3.2989288E+002, 4.0813610E+000, 4.9613143E-002, 3.0854416E+002
 1.8901142E+002, 1.2263126E+001, 3.2995718E+002, 4.2556828E+000, 4.9610093E-002, 3.0904056E+002
 1.9055540E+002, 1.2259872E+001, 3.3116558E+002, 4.4565420E+000, 4.9607028E-002, 3.0979991E+002
 1.9202424E+002, 1.2256637E+001, 3.3177566E+002, 4.6263328E+000, 4.9603989E-002, 3.1065791E+002
 1.9353454E+002, 1.2253436E+001, 3.3255390E+002, 4.8302631E+000, 4.9600991E-002, 3.1142111E+002
 1.9500148E+002, 1.2250257E+001, 3.3294973E+002, 5.0350649E+000, 4.9598022E-002, 3.1207876E+002
 1.9655142E+002, 1.2247015E+001, 3.3388155E+002, 5.2345376E+000, 4.9595004E-002, 3.1279626E+002
 1.9803737E+002, 1.2243778E+001, 3.3509824E+002, 5.4591103E+000, 4.9592001E-002, 3.1383466E+002
 1.9952964E+002, 1.2240598E+001, 3.3564833E+002, 5.6521168E+000, 4.9589059E-002, 3.1464227E+002
 2.0102168E+002, 1.2237424E+001, 3.3696464E+002, 5.9442741E+000, 4.9586135E-002, 3.1552424E+002
 2.0255757E+002, 1.2234210E+001, 3.3819251E+002, 6.1722873E+000, 4.9583184E-002, 3.1669500E+002
 2.0405927E+002, 1.2230988E+001, 3.3919561E+002, 6.4082910E+000, 4.9580237E-002, 3.1776630E+002
 2.0554338E+002, 1.2227825E+001, 3.3980818E+002, 6.7606374E+000, 4.9577358E-002, 3.1867130E+002
 2.0706849E+002, 1.2224653E+001, 3.3977399E+002, 6.9356778E+000, 4.9574483E-002, 3.1914629E+002
 2.0853987E+002, 1.2221500E+001, 3.4042051E+002, 7.2688217E+000, 4.9571637E-002, 3.1961941E+002
 2.1003746E+002, 1.2218381E+001, 3.4174747E+002, 7.5490836E+000, 4.9568835E-002, 3.2060911E+002
 2.1153698E+002, 1.2215239E+001, 3.4230443E+002, 7.8436219E+000, 4.9566026E-002, 3.2143231E+002
 2.1300592E+002, 1.2212148E+001, 3.4276110E+002, 8.1223241E+000, 4.9563276E-002, 3.2209838E+002
 2.1455589E+002, 1.2209005E+001, 3.4395852E+002, 8.4575623E+000, 4.9560495E-002, 3.2289699E+002
 2.1604092E+002, 1.2205851E+001, 3.4500058E+002, 8.7495091E+000, 4.9557718E-002, 3.2392707E+002
 2.1752279E+002, 1.2202787E+001, 3.4535919E+002, 9.0408682E+000, 4.9555036E-002, 3.2457838E+002
 2.1903739E+002, 1.2199705E+001, 3.4662257E+002, 9.4164083E+000, 4.9552354E-002, 3.2554559E+002
 2.2056033E+002, 1.2196598E+001, 3.4761893E+002, 9.7377387E+000, 4.9549666E-002, 3.2648300E+002
 2.2201835E+002, 1.2193561E+001, 3.4835863E+002, 1.0073111E+001, 4.9547054E-002, 3.2735374E+002
 2.2350553E+002, 1.2190571E+001, 3.4814767E+002, 1.0428834E+001, 4.9544500E-002, 3.2785851E+002
 2.2505879E+002, 1.2187495E+001, 3.4862777E+002, 1.0762961E+001, 4.9541891E-002, 3.2816309E+002
 2.2652630E+002, 1.2184465E+001, 3.5087994E+002, 1.1181281E+001, 4.9539338E-002, 3.2937728E+002
 2.2800030E+002, 1.2181527E+001, 3.5172265E+002, 1.1546770E+001, 4.9536882E-002, 3.3060914E+002
 2.2955938E+002, 1.2178517E+001, 3.5251559E+002, 1.1938117E+001, 4.9534386E-002, 3.3139913E+002
 2.3103614E+002, 1.2175525E+001, 3.5279903E+002, 1.2477425E+001, 4.9531927E-002, 3.3216649E+002
 2.3253387E+002, 1.2172605E+001, 3.5319955E+002, 1.2802523E+001, 4.9529550E-002, 3.3269166E+002
 2.3404969E+002, 1.2169677E+001, 3.5453308E+002, 1.3276116E+001, 4.9527187E-002, 3.3339534E+002
 2.3555331E+002, 1.2166753E+001, 3.5522790E+002, 1.3733549E+001, 4.9524854E-002, 3.3447321E+002
 2.3704541E+002, 1.2163884E+001, 3.5493700E+002, 1.4232729E+001, 4.9522588E-002, 3.3484287E+002
 2.3854107E+002, 1.2161048E+001, 3.5538809E+002, 1.4658069E+001, 4.9520373E-002, 3.3512420E+002
 2.4003706E+002, 1.2158233E+001, 3.5647548E+002, 1.5142738E+001, 4.9518201E-002, 3.3583091E+002
 2.4150309E+002, 1.2155473E+001, 3.5761928E+002, 1.5573698E+001, 4.9516098E-002, 3.3687827E+002
 2.4304203E+002, 1.2152709E+001, 3.5776586E+002, 1.6097170E+001, 4.9514019E-002, 3.3747816E+002
 2.4450462E+002, 1.2149989E+001, 3.5815819E+002, 1.6604337E+001, 4.9512003E-002, 3.3791963E+002
 2.4604155E+002, 1.2147295E+001, 3.5899894E+002, 1.7134830E+001, 4.9510038E-002, 3.3853907E+002
 2.4754606E+002, 1.2144603E+001, 3.5915996E+002, 1.7526452E+001, 4.9508109E-002, 3.3919291E+002
 2.4902165E+002, 1.2142017E+001, 3.5970135E+002, 1.8014358E+001, 4.9506285E-002, 3.3946090E+002
 2.5050465E+002, 1.2139491E+001, 3.6114558E+002, 1.8619346E+001, 4.9504540E-002, 3.4060050E+002
 2.5204623E+002, 1.2136954E+001, 3.6119134E+002, 1.9141610E+001, 4.9502827E-002, 3.4106785E+002
 2.5351599E+002, 1.2134483E+001, 3.6156392E+002, 1.9802197E+001, 4.9501199E-002, 3.4144514E+002
 2.5500023E+002, 1.2132118E+001, 3.6330137E+002, 2.0338729E+001, 4.9499682E-002, 3.4256367E+002
 2.5654987E+002, 1.2129738E+001, 3.6422704E+002, 2.0835964E+001, 4.9498203E-002, 3.4339463E+002
 2.5802396E+002, 1.2127431E+001, 3.6668870E+002, 2.1531704E+001, 4.9496818E-002, 3.4472919E+002
 2.5950988E+002, 1.2125233E+001, 3.6758167E+002, 2.2273898E+001, 4.9495552E-002, 3.4625641E+002
 2.6102622E+002, 1.2123070E+001, 3.6684831E+002, 2.2924287E+001, 4.9494363E-002, 3.4671974E+002
 2.6254751E+002, 1.2120944E+001, 3.6739528E+002, 2.3610883E+001, 4.9493256E-002, 3.4677968E+002
 2.6403872E+002, 1.2118911E+001, 3.6927977E+002, 2.4437604E+001, 4.9492261E-002, 3.4809026E+002
 2.6554061E+002, 1.2116960E+001, 3.6889242E+002, 2.5012159E+001, 4.9491374E-002, 3.4857657E+002
 2.6701529E+002, 1.2115088E+001, 3.6906951E+002, 2.5798703E+001, 4.9490592E-002, 3.4895348E+002
 2.6853650E+002, 1.2113279E+001, 3.7090123E+002, 2.6408969E+001, 4.9489906E-002, 3.4962388E+002
 2.7003498E+002, 1.2111530E+001, 3.7182506E+002, 2.7052608E+001, 4.9489314E-002, 3.5088903E+002
 2.7151852E+002, 1.2109871E+001, 3.7170730E+002, 2.7586213E+001, 4.9488823E-002, 3.5128289E+002
 2.7302613E+002, 1.2108272E+001, 3.7253039E+002, 2.8305576E+001, 4.9488419E-002, 3.5191990E+002
 2.7454382E+002, 1.2106699E+001, 3.7448229E+002, 2.9092578E+001, 4.9488091E-002, 3.5309101E+002
 2.7600452E+002, 1.2105185E+001, 3.7434598E+002, 2.9865354E+001, 4.9487837E-002, 3.5377906E+002
 2.7752599E+002, 1.2103705E+001, 3.7347390E+002, 3.0433458E+001, 4.9487645E-002, 3.5375581E+002
 2.7901642E+002, 1.2102234E+001, 3.7686533E+002, 3.0877621E+001, 4.9487500E-002, 3.5481352E+002
 2.8052376E+002, 1.2100788E+001, 3.7878300E+002, 3.1745053E+001, 4.9487396E-002, 3.5650425E+002
 2.8201730E+002, 1.2099334E+001, 3.8077938E+002, 3.2576720E+001, 4.9487323E-002, 3.5840094E+002
 2.8352251E+002, 1.2097874E+001, 3.8253859E+002, 3.3157972E+001, 4.9487273E-002, 3.5964809E+002
 2.8504658E+002, 1.2096387E+001, 3.8278302E+002, 3.3840446E+001, 4.9487239E-002, 3.6076948E+002
 2.8650827E+002, 1.2094900E+001, 3.8219189E+002, 3.4651328E+001, 4.9487217E-002, 3.6140524E+002
 2.8801886E+002, 1.2093401E+001, 3.8223318E+002, 3.5465417E+001, 4.9487203E-002, 3.6109375E+002
 2.8951051E+002, 1.2091845E+001, 3.8555011E+002, 3.6274247E+001, 4.9487194E-002, 3.6280819E+002
 2.9104467E+002, 1.2090242E+001, 3.8516914E+002, 3.7334284E+001, 4.9487188E-002, 3.6372088E+002
 2.9251573E+002, 1.2088610E+001, 3.8511303E+002, 3.8432276E+001, 4.9487185E-002, 3.6385076E+002
 2.9401844E+002, 1.2086953E+001, 3.8538584E+002, 3.9583072E+001, 4.9487183E-002, 3.6467391E+002
 2.9553544E+002, 1.2085217E+001, 3.8622509E+002, 4.0700712E+001, 4.9487181E-002, 3.6481775E+002
 2.9700821E+002, 1.2083450E+001, 3.8608360E+002, 4.1928721E+001, 4.9487181E-002, 3.6533332E+002
 2.9851188E+002, 1.2081637E+001, 3.9003004E+002, 4.3048285E+001, 4.9487180E-002, 3.6675969E+002
 3.0000639E+002, 1.2079754E+001, 3.9183335E+002, 4.4510642E+001, 4.9487180E-002, 3.6884756E+002
 3.0152328E+002, 1.2077809E+001, 3.9259714E+002, 4.5648957E+001, 4.9487180E-002, 3.6990385E+002
 3.0301956E+002, 1.2075818E+001, 3.9399923E+002, 4.6733112E+001, 4.9487180E-002, 3.7095262E+002
 3.0451582E+002, 1.2073799E+001, 3.9694420E+002, 4.7746697E+001, 4.9487180E-002, 3.7298091E+002
 3.0602311E+002, 1.2071726E+001, 3.9566455E+002, 4.8764208E+001, 4.9487180E-002, 3.7351343E+002
 3.0751524E+002, 1.2069599E+001, 3.9453193E+002, 4.9798981E+001, 4.9487180E-002, 3.7352021E+002
 3.0900910E+002, 1.2067447E+001, 3.9592574E+002, 5.1178512E+001, 4.9487180E-002, 3.7375503E+002
 3.1050389E+002, 1.2065231E+001, 3.9953732E+002, 5.2533113E+001, 4.9487180E-002, 3.7558437E+002
 3.1203113E+002, 1.2062944E+001, 3.9740028E+002, 5.3520950E+001, 4.9487179E-002, 3.7638678E+002
 3.1351196E+002, 1.2060632E+001, 3.9797070E+002, 5.3936443E+001, 4.9487179E-002, 3.7580796E+002
 3.1500853E+002, 1.2058309E+001, 3.9901570E+002, 5.5536357E+001, 4.9487179E-002, 3.7716665E+002
 3.1653096E+002, 1.2055874E+001, 3.9891932E+002, 5.6884440E+001, 4.9487179E-002, 3.7736335E+002
 3.1803108E+002, 1.2053390E+001, 4.0246932E+002, 5.7943417E+001, 4.9487179E-002, 3.7854978E+002
 3.1952448E+002, 1.2050891E+001, 4.0347095E+002, 5.8741876E+001, 4.9487179E-002, 3.8048329E+002
 3.2102226E+002, 1.2048359E+001, 4.0131118E+002, 5.9143542E+001, 4.9487179E-002, 3.8029350E+002
 3.2251575E+002, 1.2045830E+001, 3.9935359E+002, 5.9426198E+001, 4.9487179E-002, 3.7966900E+002
 3.2400541E+002, 1.2043280E+001, 3.9967928E+002, 6.0672837E+001, 4.9487179E-002, 3.7917281E+002
 3.2550786E+002, 1.2040640E+001, 4.0127043E+002, 6.2563266E+001, 4.9487179E-002, 3.7990714E+002
 3.2701285E+002, 1.2037925E+001, 4.0151937E+002, 6.3808688E+001, 4.9487179E-002, 3.8038205E+002
 3.2851744E+002, 1.2035150E+001, 4.0415269E+002, 6.5307005E+001, 4.9487179E-002, 3.8160024E+002
 3.3000771E+002, 1.2032304E+001, 4.0808843E+002, 6.7570338E+001, 4.9487179E-002, 3.8336952E+002
 3.3150626E+002, 1.2029391E+001, 4.1199690E+002, 6.8563421E+001, 4.9487179E-002, 3.8680192E+002
 3.3301369E+002, 1.2026420E+001, 4.1414224E+002, 6.9491164E+001, 4.9487179E-002, 3.8823001E+002
 3.3450305E+002, 1.2023418E+001, 4.1361274E+002, 7.0634730E+001, 4.9487179E-002, 3.9017088E+002
 3.3601097E+002, 1.2020379E+001, 4.1077233E+002, 7.2122071E+001, 4.9487179E-002, 3.8908029E+002
 3.3752004E+002, 1.2017239E+001, 4.1544373E+002, 7.3718812E+001, 4.9487179E-002, 3.9069463E+002
 3.3902302E+002, 1.2014006E+001, 4.1828998E+002, 7.6610615E+001, 4.9487179E-002, 3.9242894E+002
 3.4051459E+002, 1.2010694E+001, 4.1738664E+002, 7.8439715E+001, 4.9487179E-002, 3.9417946E+002
 3.4201813E+002, 1.2007300E+001, 4.1918644E+002, 8.0066791E+001, 4.9487179E-002, 3.9457197E+002
 3.4351085E+002, 1.2003854E+001, 4.1415023E+002, 8.0250935E+001, 4.9487179E-002, 3.9395804E+002
 3.4501742E+002, 1.2000420E+001, 4.1218948E+002, 8.0014345E+001, 4.9487179E-002, 3.9238489E+002
 3.4650852E+002, 1.1996966E+001, 4.1279596E+002, 8.1825135E+001, 4.9487179E-002, 3.9170572E+002
