Exported data,,,,,,,,,,,,,,,,,,,,,,,
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,876,16.51032365,0,0,-0.0020145,-0.071048177,0,0,63.07598108,22.83376289,-0.117709494,23.99652108,24.48392779,-0.002881991,-0.10164318,2.4912455,87.86222404,0,0,0.028462997,111.3486427,72.00454461
,,877,16.59404331,9.853525899,-41.67016035,0.047750167,1.684071618,0,0,63.09253326,22.87495004,-0.081128203,24.03611381,24.52608366,-0.001989757,-0.070175534,2.4912455,87.86222404,0,0,0.028607525,111.3771779,71.94131501
,,878,16.73712604,0,0,-0.006045667,-0.213220945,0,0,63.10919885,22.87982172,-0.037337006,24.041168,24.53078873,-0.000915906,-0.032302539,2.4912455,87.86222404,0,0,0.028854715,111.4059091,71.8783586
,,879,16.65422851,8.840254764,-30.77088514,0.053416333,1.883908208,0,0,63.12589452,22.83860948,-0.067128381,23.99844588,24.48543872,-0.001643668,-0.057969523,2.4912455,87.86222404,0,0,0.028711604,111.4346922,71.81557966
,,880,16.66400828,15.68761289,-76.45661727,0.03011875,1.062239896,0,0,63.14255364,22.88192298,-0.093872024,24.04195059,24.5310332,-0.002302778,-0.081215269,2.4912455,87.86222404,0,0,0.028728383,111.4634122,71.75290187
,,881,16.56914228,0,0,-0.041193167,-1.452816769,0,0,63.15917022,22.81148005,-0.035868206,23.96606341,24.45325282,-0.000877094,-0.030933706,2.4912455,87.86222404,0,0,0.028564675,111.4920587,71.69031807
,,882,16.51603316,8.069563593,-54.90228756,0.058032333,2.046707108,0,0,63.17571281,22.81169329,-0.130304998,23.9642206,24.45115621,-0.003186108,-0.112368902,2.4912455,87.86222404,0,0,0.02847292,111.5205775,71.6277923
,,883,16.60420745,47.43214877,-224.4811449,0.009925667,0.350062307,0,0,63.19227293,22.82789914,-0.091067111,23.97891838,24.46684627,-0.002228125,-0.078582388,2.4912455,87.86222404,0,0,0.028625212,111.5491266,71.565428
,,884,16.6297992,0,0,-0.036618583,-1.291478569,0,0,63.20888993,22.83494932,-0.037977781,23.98541887,24.47369141,-0.000929456,-0.032780436,2.4912455,87.86222404,0,0,0.028669407,111.5777739,71.50326915
,,885,16.63837048,6.592524599,-43.75646276,0.0715605,2.523823799,0,0,63.22552401,22.84671884,-0.127891152,23.9959054,24.48358867,-0.003131234,-0.110433602,2.4912455,87.86222404,0,0,0.028684184,111.6064507,71.44127007
,,886,16.59553452,27.55526539,-65.25355765,0.017076583,0.602263643,0,0,63.24214097,22.84685395,-0.045513371,23.99507699,24.48308658,-0.001114308,-0.039299845,2.4912455,87.86222404,0,0,0.028610177,111.6350979,71.37939161
,,887,16.52831647,0,0,-0.021397417,-0.754652489,0,0,63.25870289,22.82842088,-0.085611262,23.97623461,24.46333338,-0.002094337,-0.073863894,2.4912455,87.86222404,0,0,0.028494096,111.66365,71.31759063
,,888,16.43469174,12.18458369,-72.15310841,0.038244167,1.34881028,0,0,63.2751844,22.71412563,-0.113380208,23.8536844,24.33789422,-0.002759436,-0.097320854,2.4912455,87.86222404,0,0,0.028332651,111.6920634,71.25583828
,,889,16.57253261,0,0,-0.02111,-0.744515765,0,0,63.29168801,22.78626689,-0.015066404,23.92757397,24.41196681,-0.000367801,-0.012971735,2.4912455,87.86222404,0,0,0.0285706,111.720515,71.19424973
,,890,16.75788326,19.81600083,-129.5099042,0.02397825,0.845674332,0,0,63.30835322,22.89321806,-0.126616009,24.03916904,24.5262892,-0.003105421,-0.109523202,2.4912455,87.86222404,0,0,0.028890541,111.7492456,71.13298114
,,891,16.59221891,7.575269106,-33.1585729,0.062104167,2.190314124,0,0,63.32502827,22.81236363,-0.084251728,23.95413815,24.44205693,-0.002059286,-0.072627691,2.4912455,87.86222404,0,0,0.028604541,111.7779931,71.07186113
,,892,16.57018245,0,0,-0.032731917,-1.154402083,0,0,63.34160947,22.82699397,-0.038708583,23.96827274,24.45508253,-0.000946622,-0.033385822,2.4912455,87.86222404,0,0,0.02856643,111.8065786,71.01077295
,,893,16.47366234,18.1627404,-104.8808194,0.025717167,0.907003127,0,0,63.35813139,22.8121473,-0.110380195,23.9505523,24.43588285,-0.002697238,-0.095127231,2.4912455,87.86222404,0,0,0.028399717,111.8350617,70.9497552
,,894,16.54133669,35.70281926,-85.54459061,0.013136583,0.463306177,0,0,63.37463889,22.8766539,-0.045867431,24.01361436,24.50025252,-0.001123764,-0.039633337,2.4912455,87.86222404,0,0,0.028516462,111.8635198,70.88885782
,,895,16.57228378,0,0,-0.02153175,-0.759390209,0,0,63.3911957,22.84495445,-0.080710909,23.98001604,24.46824379,-0.001974854,-0.069649933,2.4912455,87.86222404,0,0,0.028570012,111.892063,70.82815162
,,896,16.71931413,6.39611019,-37.59256188,0.074116833,2.613981566,0,0,63.4078415,22.85547266,-0.113819342,23.99358065,24.47950939,-0.002786242,-0.098266264,2.4912455,87.86222404,0,0,0.028824007,111.92076,70.76768024
,,897,16.43429081,50.02849201,-226.7574936,0.00931425,0.328498625,0,0,63.4244183,22.8311973,-0.086373135,23.96725611,24.45292731,-0.002112076,-0.074489525,2.4912455,87.86222404,0,0,0.028331648,111.9493379,70.70726678
,,898,16.21410468,0,-1183.500308,0.001718167,0.060596976,0,0,63.4407425,22.81001777,-0.083235639,23.94502271,24.43004961,-0.002033451,-0.07171654,2.4912455,87.86222404,0,0,0.027951318,111.9774793,70.64670657
,,899,16.28959111,8.348812029,-51.70367444,0.05532225,1.951126825,0,0,63.45699435,22.90192885,-0.116621028,24.03969155,24.52699706,-0.002860364,-0.100880426,2.4912455,87.86222404,0,0,0.028081485,112.0054957,70.58620061
,,900,16.27450009,0,0,-0.0205885,-0.726123298,0,0,63.47327639,22.86532356,-0.0596566,24.00036136,24.48656427,-0.001460785,-0.051519545,2.4912455,87.86222404,0,0,0.02805551,112.0335642,70.52586266
,,901,16.34972836,19.26233509,-100.6981013,0.024066667,0.848792645,0,0,63.48958851,22.85034167,-0.099041188,23.9830183,24.46929083,-0.002423468,-0.085471808,2.4912455,87.86222404,0,0,0.028185509,112.0616847,70.46569202
,,902,16.40319457,14.97006377,-92.89624494,0.031068417,1.095733112,0,0,63.50596497,22.83453512,-0.118043263,23.96345417,24.4498429,-0.002886139,-0.101789492,2.4912455,87.86222404,0,0,0.028277917,112.0899165,70.40572613
,,903,16.33721726,0,0,-0.032692833,-1.153023677,0,0,63.52233517,22.84701166,-0.038657292,23.97590065,24.46249045,-0.000945654,-0.033351683,2.4912455,87.86222404,0,0,0.028163904,112.1181374,70.34588613
,,904,16.24984127,12.81038736,-74.06929847,0.03596675,1.268489455,0,0,63.5386287,22.87569716,-0.108779111,24.00535582,24.4902896,-0.002664032,-0.093956124,2.4912455,87.86222404,0,0,0.028012885,112.1462258,70.2860937
,,905,16.3469736,9.782480741,-50.8331167,0.047380833,1.671045825,0,0,63.55492711,22.92203572,-0.098163533,24.05041312,24.53574511,-0.002408515,-0.084944467,2.4912455,87.86222404,0,0,0.028180563,112.1743225,70.2264388
,,906,16.30855102,0,0,-0.020122417,-0.709685288,0,0,63.57125487,22.8987453,-0.045897015,24.02163222,24.50763811,-0.001124827,-0.039670855,2.4912455,87.86222404,0,0,0.028114247,112.2024699,70.16694798
,,907,16.35836302,17.87316537,-124.1062649,0.025950917,0.915247114,0,0,63.58758833,22.86192926,-0.131621754,23.9846291,24.46914156,-0.003220671,-0.113587901,2.4912455,87.86222404,0,0,0.028200395,112.2306272,70.10759463
,,908,16.37543976,17.52540128,-40.34893715,0.0264935,0.934383156,0,0,63.60395523,22.85569492,-0.04369411,23.97886517,24.46518691,-0.001068985,-0.037701367,2.4912455,87.86222404,0,0,0.028229913,112.2588424,70.04840885
,,909,16.38094826,0,0,-0.009637083,-0.339884437,0,0,63.62033343,22.8633833,-0.069500435,23.98783767,24.47451721,-0.00170099,-0.059991168,2.4912455,87.86222404,0,0,0.028239409,112.287077,69.9893657
,,910,16.28114388,12.42748644,-75.59476156,0.037146333,1.310091463,0,0,63.63666447,22.8439286,-0.114818715,23.96839636,24.4565375,-0.002808068,-0.099036052,2.4912455,87.86222404,0,0,0.028067042,112.3152303,69.93040052
,,911,16.18108303,0,0,-0.013926333,-0.49115939,0,0,63.65289559,22.79426348,-0.027791115,23.91648015,24.40323733,-0.000678193,-0.023918783,2.4912455,87.86222404,0,0,0.027894314,112.3432109,69.87145509
,,912,16.31870256,38.76972321,-248.3071737,0.011934583,0.420913569,0,0,63.66914548,22.82224825,-0.121278248,23.94726428,24.43507139,-0.002963443,-0.104515859,2.4912455,87.86222404,0,0,0.028131983,112.3712241,69.81265952
,,913,16.40620519,8.247692512,-50.2127383,0.056401417,1.989187299,0,0,63.68550793,22.89863515,-0.115525587,24.02774084,24.51465208,-0.00283207,-0.099882541,2.4912455,87.86222404,0,0,0.02828295,112.3994315,69.75411603
,,914,16.43979862,0,0,-0.023845333,-0.840986574,0,0,63.70193093,22.94552252,-0.056324227,24.0734319,24.56328918,-0.001383508,-0.048794113,2.4912455,87.86222404,0,0,0.028340862,112.4277435,69.69576689
,,915,16.36444923,13.08546754,-77.19736307,0.035459,1.250581928,0,0,63.71833306,22.90042663,-0.111668651,24.02560056,24.51306862,-0.002737341,-0.096541627,2.4912455,87.86222404,0,0,0.028210809,112.4560193,69.63752247
,,916,16.25462641,15.18975264,-66.7667549,0.03034175,1.070104747,0,0,63.7346426,22.94313744,-0.082500175,24.0657327,24.55534418,-0.00202582,-0.071447421,2.4912455,87.86222404,0,0,0.028020978,112.4841352,69.57930414
,,917,16.29884244,0,0,-0.016191,-0.571030542,0,0,63.75091933,22.86989613,-0.081714942,23.98761266,24.47430133,-0.001999916,-0.070533826,2.4912455,87.86222404,0,0,0.02809755,112.5121944,69.52117702
,,918,16.31276262,9.318886743,-49.57758716,0.049633833,1.750505514,0,0,63.76722513,22.9036757,-0.100394959,24.02096795,24.51045065,-0.002460726,-0.08678584,2.4912455,87.86222404,0,0,0.02812151,112.540304,69.46320821
,,919,16.38940605,0,0,-0.008175083,-0.288322047,0,0,63.78357622,22.90579511,-0.059428739,24.02377445,24.51232962,-0.001456737,-0.051376767,2.4912455,87.86222404,0,0,0.02825391,112.5684917,69.40541482
,,920,16.40695941,0,-1677.528453,0.00110475,0.038962757,0,0,63.7999744,22.83977608,-0.075819517,23.95517986,24.44290893,-0.00185325,-0.065361133,2.4912455,87.86222404,0,0,0.028284407,112.5967608,69.34779826
,,921,16.38952653,7.775760978,-39.531592,0.05976375,2.10777139,0,0,63.81637264,22.86008334,-0.096568957,23.97693193,24.4649652,-0.002362556,-0.083323559,2.4912455,87.86222404,0,0,0.028254237,112.6250302,69.29030689
,,922,16.26223452,0,0,-0.021399,-0.75470833,0,0,63.83269852,22.87772687,-0.07137642,23.99440104,24.48196888,-0.001747435,-0.061629234,2.4912455,87.86222404,0,0,0.028034289,112.6531744,69.23286174
,,923,16.31638263,0,0,-0.023078667,-0.813947474,0,0,63.84898783,22.93959569,-0.026673181,24.05896495,24.54752659,-0.000654761,-0.023092355,2.4912455,87.86222404,0,0,0.028127671,112.6812554,69.17550144
,,924,16.35400766,7.530291307,-46.82988334,0.061578167,2.171762949,0,0,63.86532303,22.91651692,-0.117588352,24.03553865,24.52367364,-0.002883698,-0.101703406,2.4912455,87.86222404,0,0,0.028192729,112.7094156,69.11831496
,,925,16.45087378,70.68287537,-179.7102129,0.006599167,0.232742,0,0,63.88172547,22.91617852,-0.048360372,24.0336265,24.52292221,-0.001185938,-0.041826114,2.4912455,87.86222404,0,0,0.028360072,112.737692,69.06132483
,,926,16.3695985,30.22063326,-113.7726349,0.0153585,0.541669606,0,0,63.8981357,22.89229566,-0.071335223,24.00773642,24.49529067,-0.001747377,-0.061627178,2.4912455,87.86222404,0,0,0.028219726,112.7659819,69.0044662
,,927,16.31207483,15.44531627,-102.0527857,0.029945167,1.05611789,0,0,63.91447654,22.90271002,-0.124708041,24.01813946,24.50513735,-0.003055988,-0.107779773,2.4912455,87.86222404,0,0,0.028120325,112.7941519,68.94765538
,,928,16.30191494,0,0,-0.045665167,-1.61053702,0,0,63.93078354,22.90384084,-0.027906265,24.01776896,24.50368845,-0.000683806,-0.024116753,2.4912455,87.86222404,0,0,0.02810277,112.8222635,68.89093053
,,929,16.27389409,10.41906484,-70.24836486,0.044287083,1.561934236,0,0,63.94707144,22.80425551,-0.127517461,23.91146783,24.39740529,-0.003111095,-0.109723326,2.4912455,87.86222404,0,0,0.028054621,112.8503422,68.83430725
,,930,16.28016775,11.76380728,-63.84979556,0.039239667,1.383919964,0,0,63.96334847,22.79775459,-0.102726442,23.90516766,24.38948196,-0.002505445,-0.088363007,2.4912455,87.86222404,0,0,0.028065476,112.8784022,68.77779405
,,931,16.3951972,0,0,-0.038951333,-1.373750911,0,0,63.97968615,22.83862067,-0.047045929,23.94588489,24.43177866,-0.001149416,-0.040538045,2.4912455,87.86222404,0,0,0.02826409,112.906567,68.7214674
,,932,16.41692042,6.937722897,-43.03669651,0.067094833,2.366326914,0,0,63.99609221,22.89829228,-0.117883315,24.00916268,24.49489963,-0.00288754,-0.101838893,2.4912455,87.86222404,0,0,0.028301462,112.9348498,68.66533499
,,933,16.37056111,27.07127737,-108.139864,0.01714625,0.604720674,0,0,64.01248595,22.9089796,-0.075668006,24.01731986,24.50432134,-0.001854193,-0.065394411,2.4912455,87.86222404,0,0,0.028221346,112.9631112,68.6093097
,,934,16.30653857,0,0,-0.030766083,-1.085070302,0,0,64.0288245,22.89493691,-0.087266566,24.00091234,24.48729117,-0.002136922,-0.075365797,2.4912455,87.86222404,0,0,0.028110781,112.9912773,68.55334529
,,935,16.33363689,6.258995499,-35.01165375,0.073993333,2.60962592,0,0,64.04514459,22.88797179,-0.105836838,23.991537,24.47757346,-0.002590629,-0.091367319,2.4912455,87.86222404,0,0,0.028157612,113.0194115,68.49748084
,,936,16.35153988,0,0,-0.0251625,-0.887440925,0,0,64.06148718,22.89769977,-0.056729177,23.99985388,24.4870694,-0.001389131,-0.048992427,2.4912455,87.86222404,0,0,0.028188515,113.0475845,68.44175981
,,937,16.18276344,0,0,-0.000617583,-0.021781171,0,0,64.07775433,22.9024598,-0.068458046,24.00613995,24.4926786,-0.001676721,-0.059135251,2.4912455,87.86222404,0,0,0.02789694,113.0756272,68.38607719
,,938,16.02816984,6.007279749,-30.57507602,0.075652,2.668124427,0,0,64.0938598,22.86729945,-0.09458302,23.97038589,24.45540064,-0.002313066,-0.081578107,2.4912455,87.86222404,0,0,0.027629977,113.1033907,68.33034093
,,939,16.06735707,0,0,-0.044359833,-1.564500012,0,0,64.10990756,22.89308935,-0.06700768,23.99618829,24.48071294,-0.001640396,-0.057854122,2.4912455,87.86222404,0,0,0.027697605,113.1310545,68.27466194
,,940,16.06784427,11.37215933,-42.65495073,0.040061667,1.412910583,0,0,64.12597516,22.87817861,-0.069850578,23.98055908,24.4640556,-0.001708828,-0.060267631,2.4912455,87.86222404,0,0,0.027698484,113.1587525,68.21912251
,,941,15.96943336,9.126233475,-40.0064895,0.049614917,1.749838353,0,0,64.1419938,22.79907198,-0.081427778,23.89486493,24.37643143,-0.001984919,-0.07000489,2.4912455,87.86222404,0,0,0.027528686,113.1863661,68.1636491
,,942,16.12081847,0,0,-0.056967167,-2.009140392,0,0,64.15803893,22.84689537,-0.031596822,23.94343434,24.42691661,-0.000771813,-0.027220602,2.4912455,87.86222404,0,0,0.027790073,113.2140255,68.10832158
,,943,16.1233936,7.641506898,-22.58901345,0.05982625,2.109975665,0,0,64.17416103,22.86491132,-0.055284498,23.96076121,24.44475421,-0.001351416,-0.047662269,2.4912455,87.86222404,0,0,0.027794476,113.2418178,68.05319303
,,944,16.05015887,0,-379.2410255,0.00529975,0.186913663,0,0,64.19024781,22.83743083,-0.082321239,23.93131704,24.41511632,-0.002009883,-0.070885329,2.4912455,87.86222404,0,0,0.027668037,113.269549,67.99814386
,,945,16.05445836,0,0,-0.027966667,-0.986339376,0,0,64.20630012,22.8591191,-0.036380607,23.95281441,24.4369437,-0.000889031,-0.031354689,2.4912455,87.86222404,0,0,0.027675409,113.2972208,67.94317473
,,946,15.91785408,5.226686524,-36.4740262,0.086352,3.045496226,0,0,64.22228627,22.84805538,-0.128951149,23.94057443,24.42479286,-0.003149605,-0.111081509,2.4912455,87.86222404,0,0,0.027439467,113.3247782,67.88825187
,,947,15.99771699,0,0,-0.02622225,-0.924816604,0,0,64.23824406,22.8250043,-0.074524768,23.91571023,24.39976327,-0.001818387,-0.064131576,2.4912455,87.86222404,0,0,0.027577479,113.3522867,67.83341506
,,948,16.06955029,0,-342.3911686,0.004411917,0.155601209,0,0,64.25427769,22.81953801,-0.061920072,23.9097889,24.39598741,-0.001510601,-0.05327648,2.4912455,87.86222404,0,0,0.027701579,113.3799262,67.77877394
,,949,16.10529908,7.884689033,-51.15330506,0.057916,2.042604218,0,0,64.27036512,22.8547665,-0.121249642,23.94754174,24.43384373,-0.002962595,-0.104485957,2.4912455,87.86222404,0,0,0.027763244,113.4076586,67.72430465
,,950,16.06162341,0,0,-0.047490083,-1.674898897,0,0,64.28644858,22.91502746,-0.024559497,24.0089971,24.49671108,-0.000601627,-0.021218413,2.4912455,87.86222404,0,0,0.027687646,113.4353841,67.66994587
,,951,16.07002672,8.709522141,-54.52941257,0.05231625,1.845110037,0,0,64.3025144,23.02019299,-0.115930144,24.11814039,24.60770159,-0.002852774,-0.100612766,2.4912455,87.86222404,0,0,0.027701899,113.4630788,67.61568286
,,952,15.8019297,16.256149,-94.14272941,0.02756175,0.972058616,0,0,64.31845038,22.96101372,-0.105718728,24.05613857,24.54379112,-0.002594738,-0.091512251,2.4912455,87.86222404,0,0,0.027238952,113.4905492,67.56139746
,,953,15.73413517,0,0,-0.048421583,-1.707751405,0,0,64.33421841,22.87959716,-0.034637553,23.97142187,24.45870567,-0.00084719,-0.02987902,2.4912455,87.86222404,0,0,0.027122048,113.5177297,67.50704975
,,954,15.87613109,5.86267501,-36.22945848,0.076782667,2.708001223,0,0,64.35002355,22.94467578,-0.11340363,24.04123021,24.53002997,-0.002781794,-0.098109418,2.4912455,87.86222404,0,0,0.027367159,113.5449744,67.45285487
,,955,15.86736045,0,0,-0.001053167,-0.037143495,0,0,64.36589529,22.96260209,-0.095555857,24.06066341,24.55004011,-0.0023459,-0.082736126,2.4912455,87.86222404,0,0,0.027351966,113.5723339,67.39884324
,,956,15.78582032,0,0,-0.00861825,-0.303951823,0,0,64.38172188,22.92283765,-0.062550019,24.01880274,24.50713727,-0.001532922,-0.054063692,2.4912455,87.86222404,0,0,0.027211218,113.5996155,67.34489737
,,957,15.72376007,5.365392689,-20.84073317,0.083093917,2.930588865,0,0,64.39747667,22.91118525,-0.070698543,24.00737167,24.49467952,-0.001731738,-0.061075621,2.4912455,87.86222404,0,0,0.027104051,113.6267731,67.29098921
,,958,15.7745304,0,0,-0.038133,-1.34488961,0,0,64.41322582,22.87581147,-0.079632575,23.97114744,24.45647227,-0.001947532,-0.068686318,2.4912455,87.86222404,0,0,0.027191831,113.6539211,67.2371877
,,959,15.7758791,0,0,-0.00010925,-0.003853072,0,0,64.42900102,22.84604236,-0.046838876,23.9387239,24.42619867,-0.001144096,-0.040350416,2.4912455,87.86222404,0,0,0.027194233,113.6811141,67.18352557
,,960,15.85811426,8.330014094,-40.7185988,0.053978417,1.903731984,0,0,64.44481802,22.8407856,-0.090001101,23.93373309,24.42109569,-0.002197925,-0.077517299,2.4912455,87.86222404,0,0,0.027336293,113.7083794,67.13001877
,,961,15.82518262,0,0,-0.032294583,-1.13897804,0,0,64.46065967,22.88570823,-0.117179946,23.97989812,24.46970961,-0.002867359,-0.101127151,2.4912455,87.86222404,0,0,0.027279299,113.7356872,67.07664898
,,962,15.76503462,9.555778336,-18.65102056,0.046778167,1.649790741,0,0,64.47645478,22.89265441,-0.035645313,23.98639859,24.47616429,-0.000872461,-0.030770281,2.4912455,87.86222404,0,0,0.027175388,113.7629145,67.02334176
,,963,15.56299473,11.55503099,-92.44231397,0.038188833,1.346858762,0,0,64.49211879,22.928136,-0.14399733,24.02435441,24.51617758,-0.003530264,-0.124506741,2.4912455,87.86222404,0,0,0.026826333,113.7899154,66.97000913
,,964,15.49305492,0,0,-0.026576167,-0.937298676,0,0,64.50764682,22.90588328,-0.0869297,24.00129719,24.49128106,-0.00212902,-0.075087102,2.4912455,87.86222404,0,0,0.026705587,113.8166813,66.91664607
,,965,15.47882625,11.32900607,-26.14080611,0.038740083,1.366300463,0,0,64.52313276,22.88484674,-0.041388173,23.97666278,24.46827013,-0.001012697,-0.035716195,2.4912455,87.86222404,0,0,0.026681061,113.8433747,66.86335001
,,966,15.5754681,0,0,-0.0133995,-0.472578825,0,0,64.5386599,22.83731856,-0.157121379,23.92828963,24.4183587,-0.003836646,-0.135312343,2.4912455,87.86222404,0,0,0.026848092,113.8701392,66.81020694
,,967,15.55803841,0,0,-0.01076375,-0.379620159,0,0,64.55422666,22.88973356,-0.050891605,23.983403,24.47576342,-0.001245611,-0.043930694,2.4912455,87.86222404,0,0,0.026817863,113.8969722,66.75721474
,,968,15.50193971,8.066100815,-44.34356159,0.0544925,1.921862876,0,0,64.56975665,22.90280683,-0.098668491,23.99703606,24.49000192,-0.002416392,-0.085222245,2.4912455,87.86222404,0,0,0.02672094,113.9237416,66.70429406
,,969,15.46660293,0,0,-0.004715333,-0.166302227,0,0,64.58524092,22.93050598,-0.114920374,24.02579889,24.51851693,-0.002817677,-0.099374943,2.4912455,87.86222404,0,0,0.026659843,113.950432,66.65143542
,,970,15.41428288,17.75047271,-22.57906823,0.02462225,0.868387176,0,0,64.60068136,22.86917102,-0.022736914,23.95972118,24.45131554,-0.000555947,-0.019607373,2.4912455,87.86222404,0,0,0.026569621,113.9770467,66.59864058
