Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²).Specimen mass (g)
,,412,154.345456043031,15.8425710209482,108.44531668468,0.0974244999999965,9.74244999999965,0.00381035229991558,2.00311823750931,67.0243766771542,23.0368971277424,0.435912072604607,23.3788830686991,24.237068480848,0.0105652307553462,1.05652307553462,3.7522388120286,375.22388120286,0.000371221667643112,0.195152792730219,0.121828181062005,52.0809007255073,162.680525915423,66.785177
,,413,155.493945116296,14.0130714258562,84.2469813898029,0.110963499999998,11.0963499999998,0.00336541497219975,1.77723655997361,67.1792963777339,23.2043909168367,0.382848023426621,23.552476868599,24.4178873793741,0.00934833991944723,0.934833991944722,3.762195597366,376.2195597366,0.00037343822426768,0.197208389022628,0.122825544351451,52.203227588214,162.661734570784,66.697547
,,414,155.021329693483,9.307147938384,57.3242478330763,0.166561583333336,16.6561583333336,0.00224369631843416,1.1844282626293,67.3345540151388,23.1626256249359,0.391682127229211,23.5110687988676,24.3769547260507,0.00954801748246972,0.954801748246972,3.77164377606696,377.164377606696,0.00037371361131757,0.197280246768287,0.12254980625275,52.3259152635161,162.643850278113,66.552338
,,415,154.610861679005,7.93167041653726,40.1552275855067,0.194928500000008,19.4928500000008,0.00191487783593952,1.01046702692661,67.489370110825,23.119808656866,0.321659193527989,23.4700952494473,24.3344460158285,0.00782739828040177,0.782739828040177,3.78033148394839,378.033148394839,0.000373264264242951,0.196968821858273,0.122254805593266,52.4483175694391,162.624988218856,66.371854
,,416,156.157038404349,9.51394869894681,35.1968826932402,0.164134833333331,16.4134833333331,0.00228352465021852,1.2080458331205,67.6447540608667,23.2744116282142,0.235770642739734,23.6301378536441,24.5027727268191,0.00577703447470777,0.577703447470777,3.78713370032595,378.713370032595,0.000374805937876169,0.198282401478258,0.123387915512667,52.5711389299921,162.607581877083,66.178372
,,417,157.119515781606,12.0972677980043,58.5292128701473,0.129880166666664,12.9880166666664,0.00289989750073009,1.53111001090704,67.8013923379597,23.3439506688275,0.309316776181495,23.7040445251173,24.576047947632,0.00760178392244339,0.760178392244339,3.79382310952452,379.382310952452,0.000376639170711066,0.198860823401604,0.12406114417363,52.6948634598352,162.593266997505,66.044961
,,418,156.162382924021,11.0805001799786,48.5855995337436,0.140934416666669,14.0934416666669,0.00265844967224,1.40891899421812,67.9580332873125,23.2066967657273,0.280146006211753,23.5713755459024,24.4421943445906,0.00684738312868855,0.684738312868855,3.80104769305009,380.104769305009,0.000374667053794843,0.198565176580722,0.123442280558728,52.8186151722014,162.57902700314,65.906812
,,419,155.497513284864,9.08364319024195,38.7657087853844,0.171184083333333,17.1184083333333,0.00217544636679699,1.15709316252157,68.113863235417,23.1251208304958,0.272437181239629,23.4896307931636,24.3581742146864,0.00663607232319297,0.663607232319297,3.80778942077603,380.778942077603,0.000372401792140973,0.198075932357522,0.122967681252977,52.9418201531073,162.56291941627,65.757936
,,420,155.901611961704,9.15744964404587,45.7615451051867,0.170245666666669,17.0245666666669,0.00218585369440166,1.16343696477726,68.2695627980402,23.123233271345,0.319956713518334,23.4848982292729,24.3492460853862,0.00779070475412934,0.779070475412934,3.81500280931469,381.500280931469,0.000372132119439211,0.198070101693149,0.123216609049931,53.0649122982587,162.546578090572,65.573385
,,421,156.958641930629,14.6732488009991,123.323745395005,0.106969250000001,10.6969250000001,0.00349781979554465,1.8615131461095,68.4259929249864,23.2491878264466,0.538751532008191,23.6126253266124,24.4859601659456,0.0131918485520947,1.31918485520947,3.8254940859678,382.54940859678,0.000374159160164568,0.199124665104476,0.124012530946801,53.1885268682571,162.532049703056,65.431754
,,422,157.449460734399,12.5259202632535,67.2681999677943,0.125698916666664,12.5698916666664,0.00299144751548045,1.58804372499078,68.5831969763189,23.3056808134309,0.344352521211284,23.6752144442001,24.5548945955886,0.00845553986206828,0.845553986206828,3.83631778017488,383.631778017488,0.000376021711961077,0.199615375850635,0.12438288108077,53.3127245742709,162.5194241145,65.340304
,,423,156.212681608052,10.0325409173733,62.5627348104098,0.155706,15.5706,0.00237888576952689,1.27418542403514,68.7400280474902,23.0598146318428,0.400947780677851,23.4290408493989,24.2959149690782,0.00974139318638965,0.974139318638965,3.84541624669911,384.541624669911,0.000370406787629954,0.198398315634815,0.123465513354683,53.4366487714886,162.505976471608,65.176919
,,424,157.856766593972,13.0823325577248,105.687143404804,0.120664083333336,12.0664083333336,0.00310655641364903,1.6595289375805,68.8970627715912,23.2480947000676,0.520560461585936,23.6228369279475,24.4979079667468,0.0127526422790595,1.27526422790595,3.85666326443184,385.666326443184,0.000374849781976255,0.200245538018296,0.124736019800643,53.5607495380663,162.493072574507,65.043092
,,425,157.536450881021,10.6908926785024,56.612722161929,0.147355749999998,14.7355749999998,0.00253727244889336,1.35710932191002,69.0547593803287,23.2170180610254,0.340954855892825,23.5893529972067,24.4671984854641,0.00834221013371255,0.834221013371255,3.86721069063822,386.721069063822,0.000373881684661012,0.199977861962039,0.12450156074119,53.6853683283372,162.481786777244,64.92253
,,426,156.589838747011,10.5927885496897,47.4681486416174,0.147826833333324,14.7826833333324,0.0025124164283641,1.34126928083425,69.2118225251427,23.0193878411255,0.289222885050469,23.3931809142007,24.2617941407414,0.00701706609788581,0.701706609788581,3.87489032875402,387.489032875402,0.000371402564619684,0.198275590432992,0.123685730438023,53.8094619739268,162.469066960429,64.753161
,,427,157.384623706409,10.0071345657496,45.5644065150461,0.157272416666679,15.7272416666679,0.00236726415487829,1.26608890615359,69.3688097563694,23.1191323214624,0.294032121277054,23.4953960356094,24.3715696621187,0.00716602432660427,0.716602432660427,3.88198187396627,388.198187396627,0.000372305354526112,0.199120861985647,0.124291156237261,53.9334504172644,162.456228937633,64.62574
,,428,157.462258241804,10.03541970803,68.6814447358774,0.156906500000003,15.6906500000003,0.00238027540064955,1.27610062500531,69.5262331973435,23.1481887650109,0.441632172042132,23.5259084971276,24.4016758530491,0.0107765651084501,1.07765651084501,3.8909531686838,389.095316868379,0.000373480682152025,0.2002284827174,0.124501998943337,54.0578469948547,162.444470087251,64.442694
,,429,158.448316896719,16.9455889021048,143.626105594134,0.0935041666666644,9.35041666666644,0.00399234541512815,2.14691395009267,69.6841884849128,23.1809548710667,0.549619186844935,23.5562557144413,24.4344441325823,0.0134296393151579,1.34296393151579,3.9030562708956,390.30562708956,0.000373300931087036,0.200745399808452,0.12518454819368,54.1826902684232,162.434005792337,64.326063
,,430,159.050834231746,15.9336045753623,97.5940929885145,0.099821000000014,9.9821000000014,0.00375215959199883,2.01410544720626,69.842938060477,23.214112792163,0.398083694389357,23.5921852259715,24.4720898984611,0.00974193995620787,0.974193995620787,3.91464206053128,391.464206053128,0.000374544322632968,0.201050019845604,0.125598778022285,54.3080819315312,162.425437349946,64.238623
,,431,158.867073098932,11.0384531219405,71.7225131227359,0.143921499999996,14.3921499999996,0.00218761655691003,1.3969672577417,70.0018970141423,23.214119521823,0.421880367685829,23.5929808049901,24.4676274675114,0.0103224116723936,1.03224116723936,3.92467423634558,392.467423634558,0.000314845056295319,0.201053623185067,0.125462361256391,54.4336125011706,162.417394464367,64.115222
,,432,158.144864836874,8.99547878396663,57.2947011974438,0.175804833333328,17.5804833333328,0.00169034670710119,1.13450510011709,70.1604029831102,23.0275373102589,0.414987293280377,23.4029623165038,24.2722742551398,0.0100726853948994,1.00726853948994,3.93487178487923,393.487178487923,0.000297171121117465,0.199451480041896,0.124792866882017,54.5587401152398,162.408340238681,63.953818
,,433,158.403886370835,9.33027029264394,44.9490405169163,0.169774166666664,16.9774166666664,0.00175480975282802,1.18284927304669,70.3186773587141,23.0856729498259,0.313547756547875,23.4659022724271,24.3381932635846,0.00763118589622556,0.763118589622556,3.94372372052479,394.372372052479,0.000297921363444911,0.200817249623771,0.125150578222533,54.683711837792,162.398792976245,63.774681
,,434,159.311181610693,13.1228320931375,77.8264702204289,0.121400000000002,12.1400000000002,0.00246785449257369,1.66518215230183,70.4775348927049,23.2155580882386,0.385911880659195,23.6044341719451,24.4826188523179,0.00944813348476026,0.944813348476026,3.95226338021528,395.226338021528,0.000299597535398452,0.202153113289447,0.125895538634948,54.8092348962208,162.390633393329,63.623953
,,435,160.039868007317,10.4370537020451,65.1998397762523,0.153338166666669,15.3338166666669,0.00194757046856634,1.31828673785348,70.6372104175139,23.2148813199392,0.408290057664804,23.6095303486904,24.4865720106731,0.00999762389825109,0.999762389825108,3.96198625890679,396.198625890679,0.000298636885104108,0.202143671523436,0.126344137845136,54.9353547344608,162.3843917644,63.513592
,,436,160.025406355336,9.48880684481072,52.818888064662,0.168646499999999,16.8646499999999,0.00193222183897386,1.19476107832761,70.7972430546952,23.1384784608398,0.36498786676066,23.5320251964288,24.4055252714419,0.00890772060599696,0.890772060599696,3.97143893115891,397.143893115891,0.000325862450366503,0.201492274196177,0.126258033712644,55.0616558202397,162.37899783187,63.321906
,,437,158.547077277113,17.5730438920898,105.121343251278,0.0902217499999989,9.02217499999989,0.00400275980954846,2.2268807431744,70.9565292965114,22.9907961105518,0.390967732492812,23.3842395687708,24.2583486110462,0.00948423155048088,0.948423155048088,3.98063490723715,398.063490723715,0.000361135994847124,0.200913077690493,0.125290426161109,55.1874300501766,162.371920586983,63.198363
,,438,157.857458860892,22.008835956183,182.589436254073,0.0717245833333339,7.17245833333339,0.00515470518448826,2.79873818576834,71.1147315645804,22.9298898756115,0.541047321156362,23.3289781655753,24.205186356716,0.0130961512363917,1.30961512363917,3.99192509863059,399.192509863059,0.000369719081563596,0.200738330233325,0.124849260392907,55.3124998934536,162.362400832375,63.125879
,,439,159.176559019524,9.92627836145652,88.0658468980844,0.160358750000003,16.0358750000003,0.0023108868300701,1.25654428236613,71.2732485735206,23.0114289516411,0.581390059250389,23.4164320610349,24.2902830923471,0.0141221291262684,1.41221291262684,4.00553423881192,400.553423881192,0.000370570923461511,0.201497870439882,0.125768175640698,55.4378086114704,162.353641397541,63.028037
,,440,159.43490783136,8.56565968169795,65.6021056998673,0.186132666666667,18.6132666666667,0.00167147710547038,1.08317937875742,71.4325543069461,23.0263904713155,0.502328998639248,23.4316569047298,24.3081623914651,0.0122106948728649,1.22106948728649,4.01870065081149,401.870065081149,0.000311116490913485,0.201615066246463,0.125920178859355,55.5636527887204,162.346714333968,62.819993
,,441,159.781910078543,12.0412455643591,93.8604786042294,0.132695500000001,13.2695500000001,0.00223404032950265,1.51706023913854,71.592162715901,22.9900401851143,0.512989831740259,23.4009809544539,24.2789668878542,0.0124548631386276,1.24548631386276,4.03103342981723,403.103342981723,0.000296447098543521,0.20130706696261,0.126087387204753,55.6896565717525,162.340505024719,62.67558
,,442,160.287959912031,10.5313803459937,71.6490631692824,0.152200333333329,15.2200333333329,0.00194409540847919,1.32314655066514,71.7521976508963,23.0015021291174,0.448941680699071,23.4110847461863,24.290485304026,0.0109050112973855,1.09050112973855,4.04271336703524,404.271336703524,0.000295891969202327,0.201383346060079,0.126409894213176,55.8159052124614,162.335288802933,62.539815
,,443,160.318872084267,12.236906410461,46.3242589230132,0.131012583333329,13.1012583333329,0.00226034201374513,1.54622614804066,71.9125010668944,23.0389638921366,0.24939834102251,23.4528665956612,24.3348083536699,0.00606906083250598,0.606906083250598,4.05120040310018,405.120040310018,0.000296133246437609,0.202575082072349,0.126602947607022,55.9424116333715,162.330702182606,62.378959
,,444,162.56951917329,12.6044379020672,49.4842939596013,0.128978000000005,12.8978000000005,0.00232300965379337,1.59094330651093,72.0739452625232,23.3100083589093,0.259134625888029,23.7340604520424,24.6296119032719,0.00638238526632172,0.638238526632172,4.0574261261496,405.74261261496,0.000299617139126974,0.205196685787175,0.128353438777777,56.0698898265639,162.328705546223,62.273429
,,445,161.800205804032,10.9870785966048,57.4047435686363,0.147264083333335,14.7264083333335,0.0020213588327171,1.38447220770947,72.2361301250119,23.1587988897988,0.34549006349163,23.5801657751645,24.468596448723,0.0084536569406204,0.84536569406204,4.06484414725307,406.484414725307,0.000297673555587824,0.203883030568814,0.127699744752438,56.1979164183291,162.328382303397,62.116643
,,446,161.262256720689,14.1312778498163,91.9562542499032,0.114117249999996,11.4117249999996,0.00260740739874166,1.78022136874091,72.3976613562742,23.075584866506,0.430428274211489,23.4977897979349,24.3798920378156,0.0104937948552994,1.04937948552994,4.07431787315103,407.431787315103,0.000297550161974042,0.203153966991942,0.127268637674048,56.3254006095423,162.326594969225,61.989023
,,447,162.291375546896,10.1745719700766,62.6828680311294,0.159506833333329,15.9506833333329,0.0018671464798623,1.28323074856151,72.559438172408,23.1515836711058,0.408684425696259,23.5795710565893,24.4647095784543,0.00999834578389639,0.999834578389639,4.08456394347063,408.456394347063,0.000297822622372307,0.204684073139004,0.128124411171217,56.4530971339649,162.325365038944,61.87088
,,448,161.173600884946,9.0822836904385,67.5483823651968,0.177459333333338,17.7459333333338,0.00165782830599258,1.14517385104301,72.7211706606239,22.9615838951487,0.493988141815716,23.3893745631559,24.2659486889972,0.0119870909022732,1.19870909022732,4.09555666181371,409.555666181371,0.00029419710596258,0.203221788156864,0.127237410458716,56.5807780447799,162.324041653178,61.676732
,,449,161.146346221003,12.741653491726,104.291710147306,0.126472083333333,12.6472083333333,0.00233974321811554,1.6072412447947,72.8823306341769,22.9671610287761,0.543238419700005,23.3978518530405,24.2802964194061,0.0131899898567259,1.31899898567259,4.10814520219321,410.814520219321,0.000295912199260111,0.203271148648445,0.127227916663278,56.7080107083409,162.321449073891,61.532397
,,450,162.729736805769,12.0969314797835,70.6058050131635,0.134521499999999,13.4521499999999,0.00221922805902401,1.52198808547378,73.0442686756903,23.1331369054099,0.388333081926653,23.5705426321336,24.4583818405462,0.00949799879907819,0.949799879907819,4.11948919652111,411.948919652111,0.000298533887341996,0.204740120240059,0.12840642542467,56.8358278793849,162.32059705709,61.410671
,,451,163.126999088226,10.8777076633621,53.9541142600104,0.149964499999999,14.9964499999999,0.00199309728784647,1.36690337568393,73.2071970436373,23.1610291929133,0.33042200538358,23.5977163304069,24.4874785459653,0.00809120176794526,0.809120176794526,4.12828379680462,412.828379680462,0.000298893838223249,0.204986981282751,0.128685524457251,56.9643738543258,162.321944664384,61.260057
,,452,163.136283663581,10.1295321228219,64.2930985985749,0.161050166666665,16.1050166666665,0.00185318150321011,1.27645947337446,73.3703286850132,23.1270387118997,0.423378290812208,23.5683235197633,24.4566489815831,0.0103544142448168,1.03544142448168,4.13750660481101,413.750660481101,0.000298455189955568,0.2055740109302,0.128783481218381,57.0931083571636,162.32373602879,61.11227
,,453,164.557319274625,11.0657827843864,60.2802198441293,0.148708250000001,14.8708250000001,0.00200214871401459,1.38498485789029,73.5341754864823,23.1448524302436,0.366064550597998,23.5978797411399,24.4879379551832,0.0089641660026358,0.89641660026358,4.14716589493473,414.716589493473,0.000297736031500863,0.205958674493365,0.129716978223881,57.2223585868848,162.327098204155,60.944763
,,454,164.767436007973,15.3067468909431,70.7804676970727,0.107643666666667,10.7643666666667,0.00275014287060134,1.90395510929721,73.6988378641236,23.0313563647269,0.312647081378798,23.4839228454674,24.3695512451094,0.00761906907129451,0.761906907129451,4.1554575124717,415.54575124717,0.000296035462448722,0.204948709133487,0.129709557127421,57.3520718545604,162.332241991462,60.820921
,,455,165.047364340554,12.6319572836246,91.2300598232185,0.13065858333333,13.065858333333,0.00226829764284375,1.56537444577429,73.8637452642979,22.9842593140498,0.490081792870947,23.438633591584,24.3224509608656,0.0119199903739167,1.19199903739167,4.1652270421943,416.52270421943,0.000296372556592297,0.204529607471066,0.12982606924934,57.4818396677488,162.337901679776,60.713764
,,456,165.742719881527,10.0405356529302,87.6025659682969,0.165073583333334,16.5073583333334,0.00179399881240331,1.2461846696694,74.0291403064089,23.0209239816924,0.593552052503061,23.476023080577,24.3632709424536,0.0144608694735815,1.44608694735815,4.17841747211805,417.841747211805,0.00029614181245916,0.205712168917395,0.130428350319521,57.6119668775332,162.344605935107,60.556002
,,457,168.003188308852,10.8091785110866,62.3331130001209,0.155426416666666,15.5426416666666,0.00191555354115082,1.33738111518073,74.1960132605041,23.2371347340192,0.393965950208282,23.6939421430831,24.5914967731735,0.0096882123932872,0.96882123932872,4.19049201305149,419.049201305149,0.000297727622834215,0.207864354450212,0.132121026669386,57.7432415660277,162.354514793226,60.393314
,,458,168.355692338511,9.37512121332351,63.9723658069131,0.179577083333335,17.9577083333335,0.00166209769070996,1.15774238702812,74.3641927008278,23.2400082802317,0.467054412813054,23.6969379805424,24.5966434539114,0.0114879708655386,1.14879708655386,4.2010801046809,420.10801046809,0.000298474655512766,0.207904001113883,0.132344853436406,57.8754745060806,162.36723297124,60.238204
,,459,166.888788480961,8.45383201026091,54.8551974969386,0.197411999999998,19.7411999999998,0.00149731091336633,1.03888536415747,74.5318149412375,22.923348910642,0.446139242496395,23.3811922164503,24.2728574775689,0.0108290742482655,1.08290742482655,4.2122386272378,421.22386272378,0.00029558714202947,0.205088437509052,0.131056044338836,58.0071749549682,162.378681789189,60.036497
,,460,167.058220966476,10.2886629686805,49.9344048660473,0.162371166666664,16.2371166666664,0.00181994827049162,1.2710251692574,74.6987884459613,22.9715857415504,0.333228858345696,23.4365063824248,24.3313487768049,0.00810790757490565,0.810790757490565,4.22170711814939,422.170711814939,0.000295507123952703,0.206377839595018,0.131347670475703,58.1383768123755,162.388670534698,59.856391
,,461,166.517218041525,11.2952696282967,61.332357942388,0.147422083333336,14.7422083333336,0.00199027002058747,1.39266452147818,74.8655761654653,22.8270779535579,0.373994304353842,23.2895263365039,24.1761542311034,0.00904174398361269,0.904174398361269,4.23028194392865,423.028194392865,0.000293409752830885,0.205309505140736,0.130871073421436,58.269486184324,162.398212940272,59.707754
,,462,166.39256988244,11.1962352244605,71.4182735421095,0.148614750000001,14.8614750000001,0.00196988320434031,1.37823864911138,75.0320310594272,22.7760374878394,0.439971809909736,23.2399023953949,24.1238384569907,0.0106138088678923,1.06138088678923,4.2401097203544,424.01097203544,0.000292753699942236,0.204826592278027,0.130728043267434,58.4002857426685,162.406993635124,59.556714
,,463,167.060338502447,10.5558016038042,47.2565148546669,0.158264,15.8264,0.00185348906549372,1.30229557543114,75.1987575136197,22.8216974019385,0.30924319674819,23.2942463009871,24.1848653280124,0.00747900506695901,0.747900506695901,4.24915612732182,424.915612732182,0.000293340593461299,0.206106506950035,0.131327004974375,58.5313132667894,162.416322923585,59.408146
,,464,167.071192484158,10.6251222100262,39.9388232650109,0.157241666666671,15.7241666666671,0.00186377058314323,1.31085063706161,75.365823279113,22.8000535791659,0.259882342099343,23.2760922302261,24.1649628218884,0.00628004713489591,0.628004713489591,4.25603565342275,425.603565342275,0.000293062392777754,0.206120338922635,0.131338500563956,58.6626460195585,162.42634327395,59.242904
,,465,169.866881347917,11.9891294315876,74.1376604132394,0.141684083333332,14.1684083333332,0.00209076822299678,1.47048061581254,75.534292316029,23.0463807109602,0.429971489362805,23.5334351906446,24.4298208508993,0.0105041264561277,1.05041264561277,4.26442774021826,426.442774021826,0.000296228579137758,0.208343698110833,0.133369616285796,58.7950000779834,162.439338314041,59.096442
,,466,169.819958442763,9.92643001443863,72.3180324541168,0.171078583333332,17.1078583333332,0.00173802182131134,1.22359331474919,75.7041357359244,23.0591554171842,0.505915917317689,23.5538575922291,24.4547880748635,0.0123720665417042,1.23720665417042,4.27586583671718,427.586583671718,0.000297338310992361,0.209330610863428,0.133487176303107,58.9284284742779,162.455226901125,58.949982
,,467,170.079313172669,10.960189877679,56.8481398294797,0.155179166666668,15.5179166666668,0.00191676370143503,1.34985688415611,75.8740853717321,23.0485115127448,0.360803174665581,23.5484671281694,24.4500258997595,0.0088216469652889,0.88216469652889,4.28646269347067,428.646269347067,0.000297441793885607,0.209469666402611,0.133669832765513,59.0620069788122,162.471274885936,58.764979
,,468,169.230527473643,14.2529621967647,74.8677398200779,0.118733583333334,11.8733583333334,0.00248178324512818,1.75336536656544,76.0437402920552,22.9065900654684,0.365827248246468,23.4029483384273,24.2992151828905,0.00888931502490561,0.888931502490561,4.29531817446577,429.531817446577,0.000294671017750699,0.20818335286488,0.132969669859525,59.1953267301247,162.486624555674,58.644143
,,469,171.279939445433,11.5566620148887,76.0281475721678,0.148208833333336,14.8208833333336,0.00201058294189335,1.41709861914961,76.2139955255148,23.1093967386312,0.459567457796021,23.6083829297784,24.5188010182544,0.0112680430521657,1.12680430521657,4.30539685350431,430.539685350431,0.000297986152137919,0.210026533062444,0.134488068860093,59.3290555994845,162.503188753763,58.51188
,,470,170.11254974742,10.3102836986046,39.9028503345036,0.164993083333336,16.4993083333336,0.00178749161896775,1.26802016109756,76.3846917701112,22.9262367806165,0.270691702409004,23.4190610688509,24.3217440796566,0.00658369431047837,0.658369431047837,4.31432272218563,431.432272218563,0.000294923753645985,0.20921455610832,0.133667159768341,59.4631332137987,162.520620787471,58.349993
,,471,169.776189757645,11.5455783181292,49.067783244646,0.147048666666665,14.7048666666665,0.00199784419126508,1.41995840200158,76.5546361398637,22.8559081783754,0.297602460062552,23.3485149586551,24.244934335884,0.00721535210241411,0.721535210241411,4.32122224539208,432.122224539208,0.000293780324533271,0.20880298973646,0.133406223932478,59.5966699056491,162.536382462556,58.190285
,,472,171.157172728704,11.3757379422089,79.2592299043955,0.150458083333334,15.0458083333334,0.00195561027111647,1.39432086575621,76.7251028211069,22.9647266798146,0.489443701198582,23.4556474183977,24.364787591889,0.0119251918178914,1.19251918178914,4.33079251735223,433.079251735223,0.000294237373139166,0.209786845013355,0.134393685280588,59.7305698602557,162.553183943023,58.0513
,,473,170.166560184472,10.299407920934,74.3617522400398,0.165219749999999,16.5219749999999,0.001778287209467,1.2700043859229,76.8957646875635,22.8766635126432,0.506069039790282,23.3719846761206,24.2773794653643,0.0122860301146612,1.22860301146612,4.34289812831851,434.289812831851,0.000293808168176332,0.209829807141084,0.133798734987344,59.8646660703896,162.570327035018,57.88692
,,474,172.017349636687,11.7947272809571,77.9558452317148,0.145842583333328,14.5842583333328,0.0020432062507909,1.45046992374412,77.0668566424741,23.0363395800552,0.464832119937858,23.541966638897,24.4588989591475,0.0113692818545264,1.13692818545264,4.3547257843031,435.47257843031,0.000297986477898149,0.211540280726139,0.13518040016157,59.9991556379641,162.588305152899,57.72857
,,475,171.445152574187,11.7036728231497,89.4257869470385,0.146488333333336,14.6488333333336,0.00201551713814465,1.43764316097935,77.2385878935795,22.9329584675972,0.537784903335121,23.4419005756943,24.3588736047701,0.0130998344868937,1.30998344868937,4.36696034247381,436.696034247381,0.000295249746371586,0.210597950579934,0.1346978160964,60.1340947460931,162.607553460167,57.591082
,,476,171.419131926478,11.754474911201,86.2965605286925,0.145833083333336,14.5833083333336,0.00241934440929477,1.44526882550215,77.4100200358298,22.8574138886743,0.518141343150146,23.3712807362862,24.2885337549956,0.0125848935029611,1.25848935029611,4.37980270646874,437.980270646874,0.000352820454852724,0.210768009068527,0.134739611978071,60.2688134601303,162.626092512248,57.434707
,,477,171.417049630301,10.1852028968276,48.5670623723354,0.168300083333335,16.8300083333335,0.00218726538572973,1.25135652749509,77.5814381266082,22.8157465079304,0.337016118227184,23.3348136485683,24.2535600003834,0.00817384064451932,0.817384064451932,4.39018207354248,439.018207354248,0.000368116946690431,0.210603407857135,0.134725122498706,60.4035458273687,162.644524374441,57.293876
,,478,172.132602370587,9.53284094471828,58.6485154679319,0.180567999999998,18.0567999999998,0.00203754842973549,1.16783819163225,77.7532129526086,22.846568336749,0.435922011145917,23.3718998222898,24.2934398131793,0.0105900451410134,1.05900451410134,4.39956401643524,439.956401643524,0.000367916044860474,0.210874206586649,0.13520419033419,60.5385104837851,162.663625423867,57.100919
,,479,173.125512454843,10.4408889100657,81.6063300711681,0.165814916666664,16.5814916666664,0.00223258886780172,1.28567222356797,77.9258420100214,23.002961678526,0.553199495295458,23.5342339513235,24.4605190989842,0.013531546820223,1.3531546820223,4.41162481241586,441.162481241586,0.000370196537065463,0.213183632611567,0.136144563129421,60.6741848605169,162.684430083552,56.940379
,,480,173.997848936097,12.9197928799993,83.8944792137463,0.134675416666669,13.4675416666669,0.00275275333744974,1.5869665776946,78.0994036907168,23.0359978715465,0.461165120209048,23.5673809025206,24.4999533768356,0.0112985239441445,1.12985239441445,4.42403984779805,442.403984779805,0.000370728202701607,0.213725385087097,0.136761179213942,60.8106377316886,162.707091022327,56.773547
,,481,173.964193107748,13.6439650758478,95.5812274343203,0.127502666666668,12.7502666666668,0.00336056943670008,1.66967753770107,78.2733847117388,22.943916776926,0.499250051432335,23.4781129346185,24.4103357549695,0.0121868613811491,1.21868613811491,4.43578254046069,443.578254046069,0.000428481564697762,0.212888338530322,0.136649744098848,60.947343193345,162.730529546234,56.664679
,,482,174.035393306821,12.1602445510234,93.2138334977785,0.143118333333332,14.3118333333332,0.00309582425025322,1.49180690736171,78.447384504946,22.9181297070892,0.547080174488548,23.4523743748597,24.3851068196442,0.0133406084938128,1.33406084938128,4.44854627539817,444.854627539817,0.000443069206989154,0.213504918236761,0.136795176870769,61.0840656538298,162.753909761299,56.511424
,,483,174.606394572411,9.84468008718981,83.9531854214663,0.177361166666669,17.7361166666669,0.00249951146296074,1.20568212541978,78.6217053988857,22.9309092073527,0.610201797449058,23.4692175112604,24.401820797615,0.0148900349117345,1.48900349117345,4.46266159710095,446.266159710095,0.000443316269167431,0.213841188393601,0.137197188821999,61.2210618366762,162.777857968707,56.373427
,,484,174.854830919936,8.568287639536,72.6326279712321,0.204072083333334,20.4072083333334,0.00217300864128873,1.04825533198857,78.7964360116318,22.9378472655537,0.607241914514038,23.4827481036331,24.4092039001067,0.0148222917080643,1.48222917080643,4.47751776041085,447.751776041085,0.000443450400529129,0.213919649464183,0.137361777880909,61.3583413200277,162.802553743041,56.160951
,,485,173.508226976327,13.1782904207861,101.944768710049,0.131662166666666,13.1662166666666,0.00378313755638007,1.60987206974144,78.97061754058,22.728729497398,0.55474263404184,23.2698853566491,24.195488691581,0.0134222691286972,1.34222691286972,4.49164004082923,449.164004082923,0.000498096087471036,0.211959244758307,0.136284078554553,61.4951642482454,162.826015547588,55.989229
,,486,173.548905156803,16.7322016319474,145.864625252366,0.1037215,10.3721499999999,0.00495092499325708,2.04995426180931,79.1441461066465,22.7083972545842,0.625621063285306,23.2576204398159,24.1828458406838,0.0151292977281132,1.51292977281132,4.50591582425763,450.591582425763,0.000513517366688112,0.212624330966253,0.136417491633528,61.6315150333394,162.848037256474,55.886705
,,487,176.128248298717,10.6694548233004,89.5828292347949,0.165077083333331,16.5077083333331,0.00315940031698252,1.30890512939036,79.3189846833743,23.0527239408718,0.602237703584706,23.6169979272152,24.5552081492152,0.0147880721668278,1.47880721668278,4.5208745092051,452.08745092051,0.000521544589409875,0.216070241119796,0.138487009453929,61.7689672838832,162.872658487422,55.759405
,,488,177.239987361945,10.4303400686143,88.6365022545215,0.169927333333334,16.9927333333334,0.00306958366071995,1.27400412110548,79.4956688012046,23.0973081211827,0.612121600353546,23.6673820439407,24.6058372313697,0.0150617644641049,1.50617644641049,4.53579942752057,453.579942752057,0.000521606165909714,0.216488122955132,0.13923156629324,61.9078265717568,162.900960658206,55.567017
,,489,178.038699680074,8.35019253313025,74.3640039013137,0.213215083333333,21.3215083333333,0.00245104111345922,1.01775410064687,79.6733081447256,23.1519767865115,0.642835234263105,23.7248421604945,24.6649941442529,0.0158555272888189,1.58555272888189,4.55125807339703,455.125807339703,0.000522598935259633,0.217000525382263,0.139795648381514,62.0473401790941,162.931100500461,55.41265
