# MLR,HRR
0.000000000000000000e+00 -4.395591681928294747e+00 0.000000000000000000e+00 -4.129901544423773885e+00
1.000000000000000000e+00 -3.822799372993756606e+00 1.000000000000000000e+00 -4.364630781230516732e+00
2.000000000000000000e+00 -3.242941303813211107e+00 2.000000000000000000e+00 -4.373239668551832438e+00
3.000000000000000000e+00 -2.656413495614970088e+00 3.000000000000000000e+00 -4.312168652060790919e+00
4.000000000000000000e+00 -2.063658841418430256e+00 4.000000000000000000e+00 -4.326556455445825122e+00
5.000000000000000000e+00 -1.465173059949790968e+00 5.000000000000000000e+00 -4.421134101416100748e+00
6.000000000000000000e+00 -8.615101160168592287e-01 6.000000000000000000e+00 -4.504835542640648782e+00
7.000000000000000000e+00 -2.532853895712605663e-01 7.000000000000000000e+00 -4.476298135545221157e+00
8.000000000000000000e+00 3.588235419809961968e-01 8.000000000000000000e+00 -4.361890576372388750e+00
9.000000000000000000e+00 9.740778850535320998e-01 9.000000000000000000e+00 -4.296831031926558353e+00
1.000000000000000000e+01 1.591680646051486292e+00 1.000000000000000000e+01 -4.353037821798352525e+00
1.100000000000000000e+01 2.210780434682135365e+00 1.100000000000000000e+01 -4.447558721411041915e+00
1.200000000000000000e+01 2.830474166820124537e+00 1.200000000000000000e+01 -4.402152978553203866e+00
1.300000000000000000e+01 3.449809353224793540e+00 1.300000000000000000e+01 -4.130067889258498326e+00
1.400000000000000000e+01 4.067787487655891709e+00 1.400000000000000000e+01 -3.925529731117421761e+00
1.500000000000000000e+01 4.683368698384015261e+00 1.500000000000000000e+01 -4.503036359965335578e+00
1.600000000000000000e+01 5.295477377825818621e+00 1.600000000000000000e+01 -5.932923277112422511e+00
1.700000000000000000e+01 5.903009017393856084e+00 1.700000000000000000e+01 -5.519153724890202284e+00
1.800000000000000000e+01 6.504838398979984504e+00 1.800000000000000000e+01 2.814779347827425227e+00
1.900000000000000000e+01 7.099828550032384555e+00 1.900000000000000000e+01 2.397252275381470099e+01
2.000000000000000000e+01 7.686840162568216783e+00 2.000000000000000000e+01 5.595426781792775728e+01
2.100000000000000000e+01 8.264741864662312310e+00 2.100000000000000000e+01 9.218692676999489777e+01
