# MLR,HRR
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.789568999999999945e-11 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 6.789568999999999945e-11 2.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 5.989375599999998724e-07 3.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 4.687646599999999104e-05 4.000000000000000000e+00 7.862051600000001113e-06
5.294101200000000063e+00 1.482768800000000033e-03 5.294101200000000063e+00 8.488241900000000409e-03
6.080747099999999961e+00 6.476468500000000586e-03 6.080747099999999961e+00 6.486728700000000958e-02
7.109922900000000823e+00 1.817107400000000234e-02 7.109922900000000823e+00 2.042071500000000039e-01
8.062673599999998331e+00 4.281170999999999588e-02 8.062673599999998331e+00 4.770781800000000183e-01
9.213199599999999378e+00 9.369647500000000129e-02 9.213199599999999378e+00 1.124468599999999929e+00
1.013362099999999977e+01 1.783386799999999994e-01 1.013362099999999977e+01 2.182032799999999551e+00
1.110903799999999997e+01 2.996214700000000564e-01 1.110903799999999997e+01 3.856343899999999714e+00
1.208445500000000017e+01 4.748384500000000230e-01 1.208445500000000017e+01 6.116294100000000178e+00
1.312863900000000150e+01 7.245643499999999682e-01 1.312863900000000150e+01 9.601271300000000508e+00
1.411780499999999883e+01 1.059165299999999865e+00 1.411780499999999883e+01 1.421039599999999936e+01
1.501449700000000043e+01 1.454025499999999971e+00 1.501449700000000043e+01 1.973486700000000127e+01
1.607932699999999926e+01 1.953662500000000080e+00 1.607932699999999926e+01 2.671123899999999907e+01
1.705150599999999983e+01 2.566226600000000246e+00 1.705150599999999983e+01 3.509067799999999693e+01
1.804468900000000176e+01 3.263890999999999654e+00 1.804468900000000176e+01 4.507246699999999606e+01
1.902530700000000152e+01 4.115110600000000396e+00 1.902530700000000152e+01 5.652135400000000232e+01
2.003418900000000136e+01 5.087906600000000168e+00 2.003418900000000136e+01 7.056875599999999338e+01
2.100849200000000039e+01 6.144934699999999417e+00 2.100849200000000039e+01 8.487430600000000425e+01
2.208022300000000016e+01 7.316618800000000533e+00 2.208022300000000016e+01 1.012138100000000094e+02
2.307401099999999872e+01 8.475459900000000601e+00 2.307401099999999872e+01 1.160958699999999908e+02
2.402330199999999749e+01 9.382652099999999606e+00 2.402330199999999749e+01 1.292610499999999831e+02
2.508722500000000011e+01 1.018345199999999906e+01 2.508722500000000011e+01 1.385608100000000036e+02
2.603340000000000032e+01 1.103846300000000014e+01 2.603340000000000032e+01 1.544939500000000123e+02
2.702727499999999949e+01 1.192631699999999917e+01 2.702727499999999949e+01 1.637576600000000155e+02
2.806326900000000180e+01 1.280355999999999916e+01 2.806326900000000180e+01 1.745040100000000223e+02
2.905543700000000129e+01 1.419075899999999812e+01 2.905543700000000129e+01 1.953118399999999610e+02
3.005230900000000105e+01 1.597512900000000080e+01 3.005230900000000105e+01 2.205578500000000020e+02
3.106945800000000091e+01 1.641810600000000164e+01 3.106945800000000091e+01 2.251379600000000494e+02
3.202917899999999918e+01 1.568435300000000154e+01 3.202917899999999918e+01 1.964119799999999998e+02
3.306712000000000273e+01 1.587197800000000036e+01 3.306712000000000273e+01 2.047557199999999966e+02
3.404574199999999706e+01 1.660460199999999986e+01 3.404574199999999706e+01 2.274027600000000007e+02
3.502175900000000297e+01 1.840152900000000002e+01 3.502175900000000297e+01 2.490505200000000343e+02
3.609419299999999708e+01 1.842190499999999886e+01 3.609419299999999708e+01 2.484339499999999816e+02
3.704534100000000052e+01 1.913634300000000366e+01 3.704534100000000052e+01 2.649394799999999464e+02
3.805041899999999799e+01 2.094548100000000090e+01 3.805041899999999799e+01 2.845429800000000000e+02
3.905539699999999925e+01 2.181880299999999906e+01 3.905539699999999925e+01 3.009742600000000152e+02
4.003165100000000365e+01 2.122317200000000170e+01 4.003165100000000365e+01 2.913658399999999915e+02
4.100610700000000008e+01 2.047899900000000173e+01 4.100610700000000008e+01 2.750114599999999996e+02
4.202308299999999974e+01 2.053746399999999994e+01 4.202308299999999974e+01 2.866480500000000120e+02
4.305162800000000090e+01 2.197049700000000527e+01 4.305162800000000090e+01 3.012586099999999760e+02
4.403081099999999992e+01 2.014707800000000049e+01 4.403081099999999992e+01 2.666710199999999986e+02
4.503650700000000029e+01 1.886087399999999903e+01 4.503650700000000029e+01 2.530910100000000398e+02
4.600706500000000432e+01 1.917847399999999780e+01 4.600706500000000432e+01 2.598758900000000267e+02
4.700180800000000403e+01 1.857425299999999879e+01 4.700180800000000403e+01 2.513055700000000172e+02
4.803439699999999846e+01 1.901911200000000335e+01 4.803439699999999846e+01 2.624752200000000357e+02
4.901210800000000489e+01 2.000222000000000122e+01 4.901210800000000489e+01 2.663695200000000227e+02
5.002621500000000054e+01 2.090170699999999826e+01 5.002621500000000054e+01 2.929327700000000050e+02
5.105393600000000021e+01 2.274489899999999665e+01 5.105393600000000021e+01 3.101701899999999910e+02
5.202428799999999853e+01 2.281284000000000134e+01 5.202428799999999853e+01 3.140552399999999693e+02
5.307133900000000182e+01 2.165635700000000341e+01 5.307133900000000182e+01 2.980003600000000006e+02
5.400554699999999997e+01 2.030239800000000017e+01 5.400554699999999997e+01 2.787572399999999675e+02
5.506637199999999410e+01 2.035396700000000081e+01 5.506637199999999410e+01 2.780229799999999614e+02
5.600836899999999474e+01 2.143147999999999698e+01 5.600836899999999474e+01 2.968012099999999691e+02
5.707310500000000530e+01 2.145221099999999836e+01 5.707310500000000530e+01 2.889124100000000226e+02
5.805189899999999881e+01 1.994482100000000102e+01 5.805189899999999881e+01 2.694385300000000143e+02
5.903704100000000210e+01 1.951324900000000184e+01 5.903704100000000210e+01 2.680441299999999387e+02
6.005977599999999939e+01 1.910172999999999988e+01 6.005977599999999939e+01 2.558514700000000062e+02
6.101222199999999418e+01 1.855488199999999921e+01 6.101222199999999418e+01 2.512853700000000003e+02
6.204529999999999745e+01 1.868997699999999895e+01 6.204529999999999745e+01 2.609600599999999986e+02
6.301951199999999886e+01 1.974912399999999835e+01 6.301951199999999886e+01 2.695564700000000471e+02
6.404265600000000802e+01 2.008709800000000101e+01 6.404265600000000802e+01 2.776626999999999725e+02
6.501093299999999431e+01 2.053367100000000178e+01 6.501093299999999431e+01 2.749439100000000167e+02
6.602656600000000253e+01 2.048315399999999897e+01 6.602656600000000253e+01 2.858053499999999758e+02
6.705248299999999517e+01 2.065625800000000112e+01 6.705248299999999517e+01 2.864932600000000207e+02
6.804583700000000590e+01 2.079047000000000267e+01 6.804583700000000590e+01 2.756959600000000137e+02
6.906527700000000891e+01 2.034411300000000011e+01 6.906527700000000891e+01 2.801784299999999348e+02
7.003239399999999648e+01 2.030425100000000072e+01 7.003239399999999648e+01 2.814695199999999886e+02
7.102858000000000516e+01 2.062043300000000201e+01 7.102858000000000516e+01 2.805813899999999990e+02
7.206092800000000409e+01 1.996044199999999691e+01 7.206092800000000409e+01 2.662083000000000084e+02
