s,kg,C,kW,m
 2.0760283E+002, 1.2102988E+001, 4.8736383E+002, 1.4572217E+002, 4.7693800E-002
 2.0881705E+002, 1.2089801E+001, 4.9709582E+002, 1.4538842E+002, 4.7680305E-002
 2.1000585E+002, 1.2076509E+001, 4.9338668E+002, 1.4694166E+002, 4.7667032E-002
 2.1120712E+002, 1.2063326E+001, 4.9292966E+002, 1.4577683E+002, 4.7653599E-002
 2.1242884E+002, 1.2049976E+001, 4.9684870E+002, 1.4585912E+002, 4.7640098E-002
 2.1361096E+002, 1.2036738E+001, 4.9772689E+002, 1.4624185E+002, 4.7626949E-002
 2.1483027E+002, 1.2023490E+001, 4.9169859E+002, 1.4617291E+002, 4.7613534E-002
 2.1601793E+002, 1.2010209E+001, 4.9347186E+002, 1.4671112E+002, 4.7599951E-002
 2.1721863E+002, 1.1997025E+001, 4.9603339E+002, 1.4638484E+002, 4.7586754E-002
 2.1842678E+002, 1.1983727E+001, 4.9611063E+002, 1.4633423E+002, 4.7573699E-002
 2.1963165E+002, 1.1970388E+001, 4.9695720E+002, 1.4658795E+002, 4.7560498E-002
 2.2082162E+002, 1.1957178E+001, 4.9911638E+002, 1.4653675E+002, 4.7547610E-002
 2.2200200E+002, 1.1944069E+001, 4.9341233E+002, 1.4638943E+002, 4.7534629E-002
 2.2321373E+002, 1.1930819E+001, 4.9739280E+002, 1.4607332E+002, 4.7521441E-002
 2.2442954E+002, 1.1917461E+001, 5.0144105E+002, 1.4585553E+002, 4.7508535E-002
 2.2560899E+002, 1.1904329E+001, 4.9333448E+002, 1.4500474E+002, 4.7495559E-002
 2.2681969E+002, 1.1891325E+001, 4.8648707E+002, 1.4286813E+002, 4.7482406E-002
 2.2802125E+002, 1.1878316E+001, 4.8607531E+002, 1.4153641E+002, 4.7469300E-002
 2.2922511E+002, 1.1865593E+001, 4.8959807E+002, 1.4008230E+002, 4.7456904E-002
 2.3040182E+002, 1.1853095E+001, 4.8673123E+002, 1.3854001E+002, 4.7444987E-002
 2.3160505E+002, 1.1840679E+001, 4.9239789E+002, 1.3804363E+002, 4.7433294E-002
 2.3281254E+002, 1.1828150E+001, 4.8968123E+002, 1.3779312E+002, 4.7421729E-002
 2.3400649E+002, 1.1815643E+001, 4.9543169E+002, 1.3696021E+002, 4.7410167E-002
 2.3522888E+002, 1.1803051E+001, 4.9155371E+002, 1.3799577E+002, 4.7398555E-002
 2.3642295E+002, 1.1790470E+001, 4.9368403E+002, 1.3819014E+002, 4.7386844E-002
 2.3761507E+002, 1.1778045E+001, 4.9594564E+002, 1.3730629E+002, 4.7375340E-002
 2.3882496E+002, 1.1765558E+001, 4.8698527E+002, 1.3703797E+002, 4.7363622E-002
 2.4002074E+002, 1.1753121E+001, 4.8247978E+002, 1.3531497E+002, 4.7351696E-002
 2.4122453E+002, 1.1740849E+001, 4.8260243E+002, 1.3458923E+002, 4.7340014E-002
 2.4242410E+002, 1.1728681E+001, 4.8775971E+002, 1.3395548E+002, 4.7328746E-002
 2.4360988E+002, 1.1716679E+001, 4.9425663E+002, 1.3297776E+002, 4.7318062E-002
 2.4480285E+002, 1.1704697E+001, 4.9294448E+002, 1.3254046E+002, 4.7307340E-002
 2.4600332E+002, 1.1692657E+001, 4.9585274E+002, 1.3276799E+002, 4.7296554E-002
 2.4720147E+002, 1.1680608E+001, 5.0506607E+002, 1.3264742E+002, 4.7285646E-002
 2.4842074E+002, 1.1668474E+001, 5.0366503E+002, 1.3240798E+002, 4.7274589E-002
 2.4960385E+002, 1.1656410E+001, 4.9228737E+002, 1.3195523E+002, 4.7263025E-002
 2.5081293E+002, 1.1644438E+001, 4.9037440E+002, 1.3129387E+002, 4.7250991E-002
 2.5201715E+002, 1.1632469E+001, 4.8794032E+002, 1.3006498E+002, 4.7238966E-002
 2.5320166E+002, 1.1620707E+001, 4.8795954E+002, 1.2933124E+002, 4.7227252E-002
 2.5440814E+002, 1.1609026E+001, 4.8790108E+002, 1.2898043E+002, 4.7215883E-002
 2.5562012E+002, 1.1597225E+001, 4.8911603E+002, 1.2833030E+002, 4.7204633E-002
 2.5681670E+002, 1.1585484E+001, 4.8855014E+002, 1.2739556E+002, 4.7193606E-002
 2.5800058E+002, 1.1573914E+001, 4.8776250E+002, 1.2867271E+002, 4.7182855E-002
 2.5920529E+002, 1.1562318E+001, 4.8649288E+002, 1.2779920E+002, 4.7172114E-002
 2.6042599E+002, 1.1550585E+001, 4.8795843E+002, 1.2738671E+002, 4.7161353E-002
 2.6160391E+002, 1.1539008E+001, 4.9147312E+002, 1.2666071E+002, 4.7150826E-002
 2.6280537E+002, 1.1527525E+001, 4.9068082E+002, 1.2691061E+002, 4.7140550E-002
 2.6401444E+002, 1.1515945E+001, 4.9247540E+002, 1.2690018E+002, 4.7130044E-002
 2.6522597E+002, 1.1504311E+001, 5.0462960E+002, 1.2573331E+002, 4.7119657E-002
 2.6640623E+002, 1.1492801E+001, 5.0694230E+002, 1.2579772E+002, 4.7109519E-002
 2.6762379E+002, 1.1481318E+001, 5.0052235E+002, 1.2573634E+002, 4.7098965E-002
 2.6880615E+002, 1.1469891E+001, 5.0090153E+002, 1.2285982E+002, 4.7087880E-002
 2.7000732E+002, 1.1458654E+001, 5.0325963E+002, 1.2424642E+002, 4.7076672E-002
 2.7122854E+002, 1.1447322E+001, 5.1045183E+002, 1.2264061E+002, 4.7065336E-002
 2.7242766E+002, 1.1436037E+001, 5.0618717E+002, 1.2223816E+002, 4.7053932E-002
 2.7362509E+002, 1.1424846E+001, 5.0325980E+002, 1.2365786E+002, 4.7042266E-002
 2.7482312E+002, 1.1413645E+001, 5.0716104E+002, 1.2264510E+002, 4.7030357E-002
 2.7602968E+002, 1.1402388E+001, 5.1528071E+002, 1.2361609E+002, 4.7018711E-002
 2.7721941E+002, 1.1391148E+001, 5.0423081E+002, 1.2418173E+002, 4.7007055E-002
 2.7840977E+002, 1.1379944E+001, 5.0293390E+002, 1.2391296E+002, 4.6994965E-002
 2.7962217E+002, 1.1368604E+001, 5.1084056E+002, 1.2495219E+002, 4.6982829E-002
 2.8081062E+002, 1.1357219E+001, 5.1083571E+002, 1.2445267E+002, 4.6971015E-002
 2.8202624E+002, 1.1345798E+001, 5.1721162E+002, 1.2570214E+002, 4.6959229E-002
 2.8321944E+002, 1.1334302E+001, 5.1711501E+002, 1.2617490E+002, 4.6947512E-002
 2.8441695E+002, 1.1322844E+001, 5.2213232E+002, 1.2621217E+002, 4.6935892E-002
 2.8561470E+002, 1.1311328E+001, 5.1595329E+002, 1.2558423E+002, 4.6923997E-002
 2.8681846E+002, 1.1299809E+001, 5.1978059E+002, 1.2720822E+002, 4.6911704E-002
 2.8801850E+002, 1.1288329E+001, 5.1660138E+002, 1.2501152E+002, 4.6899372E-002
 2.8922727E+002, 1.1276888E+001, 5.1830094E+002, 1.2530968E+002, 4.6886806E-002
 2.9041330E+002, 1.1265570E+001, 5.2392420E+002, 1.2558203E+002, 4.6874599E-002
 2.9162983E+002, 1.1254227E+001, 5.1905900E+002, 1.2370654E+002, 4.6862351E-002
 2.9281936E+002, 1.1242842E+001, 5.2577120E+002, 1.2522067E+002, 4.6849949E-002
 2.9402840E+002, 1.1231476E+001, 5.3203350E+002, 1.2504653E+002, 4.6837931E-002
 2.9521798E+002, 1.1220082E+001, 5.2473385E+002, 1.2612620E+002, 4.6825913E-002
 2.9640095E+002, 1.1208803E+001, 5.3331828E+002, 1.2558987E+002, 4.6813788E-002
 2.9762973E+002, 1.1197321E+001, 5.2706249E+002, 1.2485919E+002, 4.6801510E-002
 2.9880728E+002, 1.1185881E+001, 5.2910596E+002, 1.2668910E+002, 4.6788825E-002
 3.0002617E+002, 1.1174470E+001, 5.2127631E+002, 1.2524676E+002, 4.6776139E-002
 3.0122039E+002, 1.1162987E+001, 5.2682077E+002, 1.2596919E+002, 4.6763207E-002
 3.0242801E+002, 1.1151578E+001, 5.3249543E+002, 1.2523098E+002, 4.6750717E-002
 3.0362874E+002, 1.1140133E+001, 5.2551123E+002, 1.2579803E+002, 4.6738497E-002
 3.0481116E+002, 1.1128795E+001, 5.1816686E+002, 1.2572263E+002, 4.6726018E-002
 3.0602418E+002, 1.1117420E+001, 5.2221698E+002, 1.2550395E+002, 4.6713386E-002
 3.0720466E+002, 1.1106036E+001, 5.2296825E+002, 1.2617936E+002, 4.6701033E-002
 3.0840730E+002, 1.1094717E+001, 5.1675341E+002, 1.2513460E+002, 4.6688990E-002
 3.0960223E+002, 1.1083372E+001, 5.1904212E+002, 1.2566212E+002, 4.6676930E-002
 3.1080680E+002, 1.1072042E+001, 5.2910208E+002, 1.2442553E+002, 4.6665237E-002
 3.1201904E+002, 1.1060626E+001, 5.2279031E+002, 1.2477686E+002, 4.6653870E-002
 3.1322787E+002, 1.1049244E+001, 5.1794041E+002, 1.2464571E+002, 4.6642326E-002
 3.1441537E+002, 1.1037988E+001, 5.1054955E+002, 1.2434457E+002, 4.6630632E-002
 3.1561447E+002, 1.1026815E+001, 5.1036882E+002, 1.2361905E+002, 4.6618998E-002
 3.1681510E+002, 1.1015573E+001, 5.0484392E+002, 1.2434814E+002, 4.6607460E-002
 3.1801672E+002, 1.1004315E+001, 5.0436037E+002, 1.2359943E+002, 4.6596101E-002
 3.1922452E+002, 1.0992996E+001, 5.0367136E+002, 1.2411257E+002, 4.6584995E-002
 3.2042367E+002, 1.0981697E+001, 5.0440463E+002, 1.2424073E+002, 4.6574312E-002
 3.2162167E+002, 1.0970452E+001, 5.0213667E+002, 1.2439402E+002, 4.6563938E-002
 3.2281656E+002, 1.0959215E+001, 5.1034489E+002, 1.2495526E+002, 4.6553848E-002
 3.2401124E+002, 1.0947988E+001, 5.0536863E+002, 1.2392064E+002, 4.6544093E-002
 3.2520450E+002, 1.0936771E+001, 5.1104843E+002, 1.2479759E+002, 4.6534400E-002
 3.2641915E+002, 1.0925433E+001, 5.1357976E+002, 1.2409886E+002, 4.6524821E-002
 3.2760028E+002, 1.0914182E+001, 5.0546201E+002, 1.2399585E+002, 4.6515362E-002
 3.2880466E+002, 1.0903046E+001, 5.0352184E+002, 1.2369627E+002, 4.6505735E-002
 3.3000976E+002, 1.0891785E+001, 5.1649982E+002, 1.2382896E+002, 4.6496008E-002
 3.3121830E+002, 1.0880493E+001, 5.1293015E+002, 1.2329779E+002, 4.6486561E-002
 3.3241838E+002, 1.0869270E+001, 5.1184160E+002, 1.2428008E+002, 4.6477108E-002
 3.3361335E+002, 1.0858103E+001, 5.1361804E+002, 1.2342199E+002, 4.6467548E-002
