Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.496E+00, 2.932E+01, 1.320E+01, 2.070E+01, 5.790E+00, 2.739E+03, 7.029E+00, 0.000E+00, 1.030E+01, 6.951E+00, 1.409E-01, 0.000E+00, 0.000E+00, 2.834E+03
