Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.398E+00, 3.014E+01, 1.364E+01, 2.152E+01, 5.998E+00, 2.791E+03, 7.146E+00, 0.000E+00, 1.059E+01, 7.192E+00, 1.581E-01, 0.000E+00, 0.000E+00, 2.889E+03
