s,kg/m2,C,C
Time,"null","null","null"
 8.3280000E+003, 4.9345127E-003, 2.9722000E+002, 2.9716166E+002
 8.3520000E+003, 4.9091718E-003, 2.9802000E+002, 2.9796144E+002
 8.3760000E+003, 4.8826619E-003, 2.9882000E+002, 2.9876121E+002
 8.4000000E+003, 4.8549425E-003, 2.9962000E+002, 2.9956098E+002
 8.4240000E+003, 4.8259731E-003, 3.0042000E+002, 3.0036074E+002
 8.4480000E+003, 4.7957133E-003, 3.0122000E+002, 3.0116049E+002
 8.4720000E+003, 4.7641224E-003, 3.0202000E+002, 3.0196023E+002
 8.4960000E+003, 4.7311607E-003, 3.0282000E+002, 3.0275997E+002
 8.5200000E+003, 4.6967883E-003, 3.0362000E+002, 3.0355970E+002
 8.5440000E+003, 4.6609667E-003, 3.0442000E+002, 3.0435942E+002
 8.5680000E+003, 4.6236578E-003, 3.0522000E+002, 3.0515915E+002
 8.5920000E+003, 4.5848251E-003, 3.0602000E+002, 3.0595886E+002
 8.6160000E+003, 4.5444333E-003, 3.0682000E+002, 3.0675857E+002
 8.6400000E+003, 4.5024492E-003, 3.0762000E+002, 3.0755828E+002
 8.6640000E+003, 4.4588413E-003, 3.0842000E+002, 3.0835798E+002
 8.6880000E+003, 4.4135809E-003, 3.0922000E+002, 3.0915769E+002
 8.7120000E+003, 4.3666418E-003, 3.1002000E+002, 3.0995739E+002
 8.7360000E+003, 4.3180012E-003, 3.1082000E+002, 3.1075708E+002
 8.7600000E+003, 4.2676395E-003, 3.1162000E+002, 3.1155678E+002
 8.7840000E+003, 4.2155416E-003, 3.1242000E+002, 3.1235649E+002
 8.8080000E+003, 4.1616963E-003, 3.1322000E+002, 3.1315619E+002
 8.8320000E+003, 4.1060975E-003, 3.1402000E+002, 3.1395589E+002
 8.8560000E+003, 4.0487446E-003, 3.1482000E+002, 3.1475561E+002
 8.8800000E+003, 3.9896423E-003, 3.1562000E+002, 3.1555532E+002
 8.9040000E+003, 3.9288022E-003, 3.1642000E+002, 3.1635505E+002
 8.9280000E+003, 3.8662421E-003, 3.1722000E+002, 3.1715478E+002
 8.9520000E+003, 3.8019874E-003, 3.1802000E+002, 3.1795453E+002
 8.9760000E+003, 3.7360712E-003, 3.1882000E+002, 3.1875429E+002
 9.0000000E+003, 3.6685347E-003, 3.1962000E+002, 3.1955406E+002
 9.0240000E+003, 3.5994278E-003, 3.2042000E+002, 3.2035385E+002
 9.0480000E+003, 3.5288093E-003, 3.2122000E+002, 3.2115365E+002
 9.0720000E+003, 3.4567477E-003, 3.2202000E+002, 3.2195348E+002
 9.0960000E+003, 3.3833211E-003, 3.2282000E+002, 3.2275333E+002
 9.1200000E+003, 3.3086177E-003, 3.2362000E+002, 3.2355320E+002
 9.1440000E+003, 3.2327360E-003, 3.2442000E+002, 3.2435310E+002
 9.1680000E+003, 3.1557848E-003, 3.2522000E+002, 3.2515302E+002
 9.1920000E+003, 3.0778837E-003, 3.2602000E+002, 3.2595298E+002
 9.2160000E+003, 2.9991623E-003, 3.2682000E+002, 3.2675296E+002
 9.2400000E+003, 2.9197608E-003, 3.2762000E+002, 3.2755298E+002
 9.2640000E+003, 2.8398295E-003, 3.2842000E+002, 3.2835304E+002
 9.2880000E+003, 2.7595280E-003, 3.2922000E+002, 3.2915313E+002
 9.3120000E+003, 2.6790255E-003, 3.3002000E+002, 3.2995326E+002
 9.3360000E+003, 2.5984991E-003, 3.3082000E+002, 3.3075343E+002
 9.3600000E+003, 2.5181339E-003, 3.3162000E+002, 3.3155364E+002
 9.3840000E+003, 2.4381216E-003, 3.3242000E+002, 3.3235389E+002
 9.4080000E+003, 2.3586592E-003, 3.3322000E+002, 3.3315418E+002
 9.4320000E+003, 2.2799479E-003, 3.3402000E+002, 3.3395451E+002
 9.4560000E+003, 2.2021918E-003, 3.3482000E+002, 3.3475488E+002
 9.4800000E+003, 2.1255960E-003, 3.3562000E+002, 3.3555529E+002
 9.5040000E+003, 2.0503650E-003, 3.3642000E+002, 3.3635575E+002
 9.5280000E+003, 1.9767007E-003, 3.3722000E+002, 3.3715624E+002
 9.5520000E+003, 1.9048008E-003, 3.3802000E+002, 3.3795676E+002
 9.5760000E+003, 1.8348563E-003, 3.3882000E+002, 3.3875732E+002
 9.6000000E+003, 1.7670497E-003, 3.3962000E+002, 3.3955791E+002
 9.6240000E+003, 1.7015530E-003, 3.4042000E+002, 3.4035853E+002
 9.6480000E+003, 1.6385254E-003, 3.4122000E+002, 3.4115917E+002
 9.6720000E+003, 1.5781112E-003, 3.4202000E+002, 3.4195984E+002
 9.6960000E+003, 1.5204386E-003, 3.4282000E+002, 3.4276052E+002
 9.7200000E+003, 1.4656169E-003, 3.4362000E+002, 3.4356122E+002
 9.7440000E+003, 1.4137360E-003, 3.4442000E+002, 3.4436192E+002
 9.7680000E+003, 1.3648645E-003, 3.4522000E+002, 3.4516263E+002
 9.7920000E+003, 1.3190487E-003, 3.4602000E+002, 3.4596334E+002
 9.8160000E+003, 1.2763125E-003, 3.4682000E+002, 3.4676404E+002
 9.8400000E+003, 1.2366564E-003, 3.4762000E+002, 3.4756473E+002
 9.8640000E+003, 1.2000578E-003, 3.4842000E+002, 3.4836541E+002
 9.8880000E+003, 1.1664716E-003, 3.4922000E+002, 3.4916607E+002
 9.9120000E+003, 1.1358310E-003, 3.5002000E+002, 3.4996670E+002
 9.9360000E+003, 1.1080486E-003, 3.5082000E+002, 3.5076731E+002
 9.9600000E+003, 1.0830181E-003, 3.5162000E+002, 3.5156789E+002
 9.9840000E+003, 1.0606164E-003, 3.5242000E+002, 3.5236844E+002
 1.0008000E+004, 1.0407057E-003, 3.5322000E+002, 3.5316895E+002
 1.0032000E+004, 1.0231359E-003, 3.5402000E+002, 3.5396942E+002
 1.0056000E+004, 1.0077475E-003, 3.5482000E+002, 3.5476986E+002
 1.0080000E+004, 9.9437454E-004, 3.5562000E+002, 3.5557026E+002
 1.0104000E+004, 9.8284686E-004, 3.5642000E+002, 3.5637063E+002
 1.0128000E+004, 9.7299343E-004, 3.5722000E+002, 3.5717095E+002
 1.0152000E+004, 9.6464473E-004, 3.5802000E+002, 3.5797124E+002
 1.0176000E+004, 9.5763535E-004, 3.5882000E+002, 3.5877150E+002
 1.0200000E+004, 9.5180609E-004, 3.5962000E+002, 3.5957172E+002
 1.0224000E+004, 9.4700597E-004, 3.6042000E+002, 3.6037191E+002
 1.0248000E+004, 9.4309375E-004, 3.6122000E+002, 3.6117208E+002
 1.0272000E+004, 9.3993911E-004, 3.6202000E+002, 3.6197222E+002
 1.0296000E+004, 9.3742349E-004, 3.6282000E+002, 3.6277233E+002
 1.0320000E+004, 9.3544051E-004, 3.6362000E+002, 3.6357243E+002
 1.0344000E+004, 9.3389610E-004, 3.6442000E+002, 3.6437251E+002
 1.0368000E+004, 9.3270820E-004, 3.6522000E+002, 3.6517257E+002
 1.0392000E+004, 9.3180632E-004, 3.6602000E+002, 3.6597262E+002
 1.0416000E+004, 9.3113078E-004, 3.6682000E+002, 3.6677266E+002
 1.0440000E+004, 9.3063185E-004, 3.6762000E+002, 3.6757269E+002
 1.0464000E+004, 9.3026869E-004, 3.6842000E+002, 3.6837272E+002
 1.0488000E+004, 9.3000834E-004, 3.6922000E+002, 3.6917274E+002
 1.0512000E+004, 9.2982462E-004, 3.7002000E+002, 3.6997275E+002
 1.0536000E+004, 9.2969708E-004, 3.7082000E+002, 3.7077276E+002
 1.0560000E+004, 9.2961004E-004, 3.7162000E+002, 3.7157277E+002
 1.0584000E+004, 9.2955168E-004, 3.7242000E+002, 3.7237278E+002
 1.0608000E+004, 9.2951326E-004, 3.7322000E+002, 3.7317278E+002
 1.0632000E+004, 9.2948845E-004, 3.7402000E+002, 3.7397278E+002
 1.0656000E+004, 9.2947275E-004, 3.7482000E+002, 3.7477279E+002
 1.0680000E+004, 9.2946301E-004, 3.7562000E+002, 3.7557279E+002
 1.0704000E+004, 9.2945709E-004, 3.7642000E+002, 3.7637279E+002
 1.0728000E+004, 9.2945358E-004, 3.7722000E+002, 3.7717280E+002
 1.0752000E+004, 9.2945155E-004, 3.7802000E+002, 3.7797280E+002
 1.0776000E+004, 9.2945039E-004, 3.7882000E+002, 3.7877280E+002
 1.0800000E+004, 9.2944976E-004, 3.7962000E+002, 3.7957280E+002
 1.0824000E+004, 9.2944941E-004, 3.8042000E+002, 3.8037280E+002
 1.0848000E+004, 9.2944923E-004, 3.8122000E+002, 3.8117281E+002
 1.0872000E+004, 9.2944914E-004, 3.8202000E+002, 3.8197281E+002
 1.0896000E+004, 9.2944910E-004, 3.8282000E+002, 3.8277281E+002
 1.0920000E+004, 9.2944908E-004, 3.8362000E+002, 3.8357281E+002
 1.0944000E+004, 9.2944907E-004, 3.8442000E+002, 3.8437281E+002
 1.0968000E+004, 9.2944906E-004, 3.8522000E+002, 3.8517282E+002
 1.0992000E+004, 9.2944906E-004, 3.8602000E+002, 3.8597282E+002
 1.1016000E+004, 9.2944906E-004, 3.8682000E+002, 3.8677282E+002
 1.1040000E+004, 9.2944906E-004, 3.8762000E+002, 3.8757282E+002
 1.1064000E+004, 9.2944906E-004, 3.8842000E+002, 3.8837282E+002
 1.1088000E+004, 9.2944906E-004, 3.8922000E+002, 3.8917283E+002
 1.1112000E+004, 9.2944906E-004, 3.9002000E+002, 3.8997283E+002
 1.1136000E+004, 9.2944906E-004, 3.9082000E+002, 3.9077283E+002
 1.1160000E+004, 9.2944906E-004, 3.9162000E+002, 3.9157283E+002
 1.1184000E+004, 9.2944906E-004, 3.9242000E+002, 3.9237283E+002
 1.1208000E+004, 9.2944906E-004, 3.9322000E+002, 3.9317283E+002
 1.1232000E+004, 9.2944906E-004, 3.9402000E+002, 3.9397284E+002
 1.1256000E+004, 9.2944906E-004, 3.9482000E+002, 3.9477284E+002
 1.1280000E+004, 9.2944906E-004, 3.9562000E+002, 3.9557284E+002
 1.1304000E+004, 9.2944906E-004, 3.9642000E+002, 3.9637284E+002
 1.1328000E+004, 9.2944906E-004, 3.9722000E+002, 3.9717284E+002
 1.1352000E+004, 9.2944906E-004, 3.9802000E+002, 3.9797285E+002
 1.1376000E+004, 9.2944906E-004, 3.9882000E+002, 3.9877285E+002
 1.1400000E+004, 9.2944906E-004, 3.9962000E+002, 3.9957285E+002
 1.1424000E+004, 9.2944906E-004, 4.0042000E+002, 4.0037285E+002
 1.1448000E+004, 9.2944906E-004, 4.0122000E+002, 4.0117285E+002
 1.1472000E+004, 9.2944906E-004, 4.0202000E+002, 4.0197285E+002
 1.1496000E+004, 9.2944906E-004, 4.0282000E+002, 4.0277286E+002
 1.1520000E+004, 9.2944906E-004, 4.0362000E+002, 4.0357286E+002
 1.1544000E+004, 9.2944906E-004, 4.0442000E+002, 4.0437286E+002
 1.1568000E+004, 9.2944906E-004, 4.0522000E+002, 4.0517286E+002
 1.1592000E+004, 9.2944906E-004, 4.0602000E+002, 4.0597286E+002
 1.1616000E+004, 9.2944906E-004, 4.0682000E+002, 4.0677286E+002
 1.1640000E+004, 9.2944906E-004, 4.0762000E+002, 4.0757287E+002
 1.1664000E+004, 9.2944906E-004, 4.0842000E+002, 4.0837287E+002
 1.1688000E+004, 9.2944906E-004, 4.0922000E+002, 4.0917287E+002
 1.1712000E+004, 9.2944906E-004, 4.1002000E+002, 4.0997287E+002
 1.1736000E+004, 9.2944906E-004, 4.1082000E+002, 4.1077287E+002
 1.1760000E+004, 9.2944906E-004, 4.1162000E+002, 4.1157287E+002
 1.1784000E+004, 9.2944906E-004, 4.1242000E+002, 4.1237288E+002
 1.1808000E+004, 9.2944906E-004, 4.1322000E+002, 4.1317288E+002
 1.1832000E+004, 9.2944906E-004, 4.1402000E+002, 4.1397288E+002
 1.1856000E+004, 9.2944906E-004, 4.1482000E+002, 4.1477288E+002
 1.1880000E+004, 9.2944906E-004, 4.1562000E+002, 4.1557288E+002
 1.1904000E+004, 9.2944906E-004, 4.1642000E+002, 4.1637288E+002
 1.1928000E+004, 9.2944906E-004, 4.1722000E+002, 4.1717289E+002
 1.1952000E+004, 9.2944906E-004, 4.1802000E+002, 4.1797289E+002
 1.1976000E+004, 9.2944906E-004, 4.1882000E+002, 4.1877289E+002
 1.2000000E+004, 9.2944906E-004, 4.1962000E+002, 4.1957289E+002
 1.2024000E+004, 9.2944906E-004, 4.2042000E+002, 4.2037289E+002
 1.2048000E+004, 9.2944906E-004, 4.2122000E+002, 4.2117289E+002
 1.2072000E+004, 9.2944906E-004, 4.2202000E+002, 4.2197289E+002
 1.2096000E+004, 9.2944906E-004, 4.2282000E+002, 4.2277290E+002
 1.2120000E+004, 9.2944906E-004, 4.2362000E+002, 4.2357290E+002
 1.2144000E+004, 9.2944906E-004, 4.2442000E+002, 4.2437290E+002
 1.2168000E+004, 9.2944906E-004, 4.2522000E+002, 4.2517290E+002
 1.2192000E+004, 9.2944906E-004, 4.2602000E+002, 4.2597290E+002
 1.2216000E+004, 9.2944906E-004, 4.2682000E+002, 4.2677290E+002
 1.2240000E+004, 9.2944906E-004, 4.2762000E+002, 4.2757291E+002
 1.2264000E+004, 9.2944906E-004, 4.2842000E+002, 4.2837291E+002
 1.2288000E+004, 9.2944906E-004, 4.2922000E+002, 4.2917291E+002
 1.2312000E+004, 9.2944906E-004, 4.3002000E+002, 4.2997291E+002
 1.2336000E+004, 9.2944906E-004, 4.3082000E+002, 4.3077291E+002
 1.2360000E+004, 9.2944906E-004, 4.3162000E+002, 4.3157291E+002
 1.2384000E+004, 9.2944906E-004, 4.3242000E+002, 4.3237291E+002
 1.2408000E+004, 9.2944906E-004, 4.3322000E+002, 4.3317292E+002
 1.2432000E+004, 9.2944906E-004, 4.3402000E+002, 4.3397292E+002
 1.2456000E+004, 9.2944906E-004, 4.3482000E+002, 4.3477292E+002
 1.2480000E+004, 9.2944906E-004, 4.3562000E+002, 4.3557292E+002
 1.2504000E+004, 9.2944906E-004, 4.3642000E+002, 4.3637292E+002
 1.2528000E+004, 9.2944906E-004, 4.3722000E+002, 4.3717292E+002
 1.2552000E+004, 9.2944906E-004, 4.3802000E+002, 4.3797292E+002
 1.2576000E+004, 9.2944906E-004, 4.3882000E+002, 4.3877293E+002
 1.2600000E+004, 9.2944906E-004, 4.3962000E+002, 4.3957293E+002
 1.2624000E+004, 9.2944906E-004, 4.4042000E+002, 4.4037293E+002
 1.2648000E+004, 9.2944906E-004, 4.4122000E+002, 4.4117293E+002
 1.2672000E+004, 9.2944906E-004, 4.4202000E+002, 4.4197293E+002
 1.2696000E+004, 9.2944906E-004, 4.4282000E+002, 4.4277293E+002
 1.2720000E+004, 9.2944906E-004, 4.4362000E+002, 4.4357293E+002
 1.2744000E+004, 9.2944906E-004, 4.4442000E+002, 4.4437293E+002
 1.2768000E+004, 9.2944906E-004, 4.4522000E+002, 4.4517294E+002
 1.2792000E+004, 9.2944906E-004, 4.4602000E+002, 4.4597294E+002
 1.2816000E+004, 9.2944906E-004, 4.4682000E+002, 4.4677294E+002
 1.2840000E+004, 9.2944906E-004, 4.4762000E+002, 4.4757294E+002
 1.2864000E+004, 9.2944906E-004, 4.4842000E+002, 4.4837294E+002
 1.2888000E+004, 9.2944906E-004, 4.4922000E+002, 4.4917294E+002
 1.2912000E+004, 9.2944906E-004, 4.5002000E+002, 4.4997294E+002
 1.2936000E+004, 9.2944906E-004, 4.5082000E+002, 4.5077295E+002
 1.2960000E+004, 9.2944906E-004, 4.5162000E+002, 4.5157295E+002
 1.2984000E+004, 9.2944906E-004, 4.5242000E+002, 4.5237295E+002
 1.3008000E+004, 9.2944906E-004, 4.5322000E+002, 4.5317295E+002
 1.3032000E+004, 9.2944906E-004, 4.5402000E+002, 4.5397295E+002
 1.3056000E+004, 9.2944906E-004, 4.5482000E+002, 4.5477295E+002
 1.3080000E+004, 9.2944906E-004, 4.5562000E+002, 4.5557295E+002
 1.3104000E+004, 9.2944906E-004, 4.5642000E+002, 4.5637295E+002
 1.3128000E+004, 9.2944906E-004, 4.5722000E+002, 4.5717296E+002
 1.3152000E+004, 9.2944906E-004, 4.5802000E+002, 4.5797296E+002
 1.3176000E+004, 9.2944906E-004, 4.5882000E+002, 4.5877296E+002
 1.3200000E+004, 9.2944906E-004, 4.5962000E+002, 4.5957296E+002
 1.3224000E+004, 9.2944906E-004, 4.6042000E+002, 4.6037296E+002
 1.3248000E+004, 9.2944906E-004, 4.6122000E+002, 4.6117296E+002
 1.3272000E+004, 9.2944906E-004, 4.6202000E+002, 4.6197296E+002
 1.3296000E+004, 9.2944906E-004, 4.6282000E+002, 4.6277296E+002
 1.3320000E+004, 9.2944906E-004, 4.6362000E+002, 4.6357297E+002
 1.3344000E+004, 9.2944906E-004, 4.6442000E+002, 4.6437297E+002
 1.3368000E+004, 9.2944906E-004, 4.6522000E+002, 4.6517297E+002
 1.3392000E+004, 9.2944906E-004, 4.6602000E+002, 4.6597297E+002
 1.3416000E+004, 9.2944906E-004, 4.6682000E+002, 4.6677297E+002
 1.3440000E+004, 9.2944906E-004, 4.6762000E+002, 4.6757297E+002
 1.3464000E+004, 9.2944906E-004, 4.6842000E+002, 4.6837297E+002
 1.3488000E+004, 9.2944906E-004, 4.6922000E+002, 4.6917297E+002
 1.3512000E+004, 9.2944906E-004, 4.7002000E+002, 4.6997298E+002
 1.3536000E+004, 9.2944906E-004, 4.7082000E+002, 4.7077298E+002
 1.3560000E+004, 9.2944906E-004, 4.7162000E+002, 4.7157298E+002
 1.3584000E+004, 9.2944906E-004, 4.7242000E+002, 4.7237298E+002
 1.3608000E+004, 9.2944906E-004, 4.7322000E+002, 4.7317298E+002
 1.3632000E+004, 9.2944906E-004, 4.7402000E+002, 4.7397298E+002
 1.3656000E+004, 9.2944906E-004, 4.7482000E+002, 4.7477298E+002
 1.3680000E+004, 9.2944906E-004, 4.7562000E+002, 4.7557298E+002
 1.3704000E+004, 9.2944906E-004, 4.7642000E+002, 4.7637298E+002
 1.3728000E+004, 9.2944906E-004, 4.7722000E+002, 4.7717299E+002
 1.3752000E+004, 9.2944906E-004, 4.7802000E+002, 4.7797299E+002
 1.3776000E+004, 9.2944906E-004, 4.7882000E+002, 4.7877299E+002
 1.3800000E+004, 9.2944906E-004, 4.7962000E+002, 4.7957299E+002
 1.3824000E+004, 9.2944906E-004, 4.8042000E+002, 4.8037299E+002
 1.3848000E+004, 9.2944906E-004, 4.8122000E+002, 4.8117299E+002
 1.3872000E+004, 9.2944906E-004, 4.8202000E+002, 4.8197299E+002
 1.3896000E+004, 9.2944906E-004, 4.8282000E+002, 4.8277299E+002
 1.3920000E+004, 9.2944906E-004, 4.8362000E+002, 4.8357299E+002
 1.3944000E+004, 9.2944906E-004, 4.8442000E+002, 4.8437300E+002
 1.3968000E+004, 9.2944906E-004, 4.8522000E+002, 4.8517300E+002
 1.3992000E+004, 9.2944906E-004, 4.8602000E+002, 4.8597300E+002
 1.4016000E+004, 9.2944906E-004, 4.8682000E+002, 4.8677300E+002
 1.4040000E+004, 9.2944906E-004, 4.8762000E+002, 4.8757300E+002
 1.4064000E+004, 9.2944906E-004, 4.8842000E+002, 4.8837300E+002
 1.4088000E+004, 9.2944906E-004, 4.8922000E+002, 4.8917300E+002
 1.4112000E+004, 9.2944906E-004, 4.9002000E+002, 4.8997300E+002
 1.4136000E+004, 9.2944906E-004, 4.9082000E+002, 4.9077300E+002
 1.4160000E+004, 9.2944906E-004, 4.9162000E+002, 4.9157300E+002
 1.4184000E+004, 9.2944906E-004, 4.9242000E+002, 4.9237301E+002
 1.4208000E+004, 9.2944906E-004, 4.9322000E+002, 4.9317301E+002
 1.4232000E+004, 9.2944906E-004, 4.9402000E+002, 4.9397301E+002
 1.4256000E+004, 9.2944906E-004, 4.9482000E+002, 4.9477301E+002
 1.4280000E+004, 9.2944906E-004, 4.9562000E+002, 4.9557301E+002
 1.4304000E+004, 9.2944906E-004, 4.9642000E+002, 4.9637301E+002
 1.4328000E+004, 9.2944906E-004, 4.9722000E+002, 4.9717301E+002
 1.4352000E+004, 9.2944906E-004, 4.9802000E+002, 4.9797301E+002
 1.4376000E+004, 9.2944906E-004, 4.9882000E+002, 4.9877301E+002
 1.4400000E+004, 9.2944906E-004, 4.9962000E+002, 4.9957302E+002
 1.4424000E+004, 9.2944906E-004, 5.0042000E+002, 5.0037302E+002
 1.4448000E+004, 9.2944906E-004, 5.0122000E+002, 5.0117302E+002
 1.4472000E+004, 9.2944906E-004, 5.0202000E+002, 5.0197302E+002
 1.4496000E+004, 9.2944906E-004, 5.0282000E+002, 5.0277302E+002
 1.4520000E+004, 9.2944906E-004, 5.0362000E+002, 5.0357302E+002
 1.4544000E+004, 9.2944906E-004, 5.0442000E+002, 5.0437302E+002
 1.4568000E+004, 9.2944906E-004, 5.0522000E+002, 5.0517302E+002
 1.4592000E+004, 9.2944906E-004, 5.0602000E+002, 5.0597302E+002
 1.4616000E+004, 9.2944906E-004, 5.0682000E+002, 5.0677302E+002
 1.4640000E+004, 9.2944906E-004, 5.0762000E+002, 5.0757302E+002
 1.4664000E+004, 9.2944906E-004, 5.0842000E+002, 5.0837303E+002
 1.4688000E+004, 9.2944906E-004, 5.0922000E+002, 5.0917303E+002
 1.4712000E+004, 9.2944906E-004, 5.1002000E+002, 5.0997303E+002
 1.4736000E+004, 9.2944906E-004, 5.1082000E+002, 5.1077303E+002
 1.4760000E+004, 9.2944906E-004, 5.1162000E+002, 5.1157303E+002
 1.4784000E+004, 9.2944906E-004, 5.1242000E+002, 5.1237303E+002
 1.4808000E+004, 9.2944906E-004, 5.1322000E+002, 5.1317303E+002
 1.4832000E+004, 9.2944906E-004, 5.1402000E+002, 5.1397303E+002
 1.4856000E+004, 9.2944906E-004, 5.1482000E+002, 5.1477303E+002
 1.4880000E+004, 9.2944906E-004, 5.1562000E+002, 5.1557303E+002
 1.4904000E+004, 9.2944906E-004, 5.1642000E+002, 5.1637304E+002
 1.4928000E+004, 9.2944906E-004, 5.1722000E+002, 5.1717304E+002
 1.4952000E+004, 9.2944906E-004, 5.1802000E+002, 5.1797304E+002
 1.4976000E+004, 9.2944906E-004, 5.1882000E+002, 5.1877304E+002
 1.5000000E+004, 9.2944906E-004, 5.1962000E+002, 5.1957304E+002
 1.5024000E+004, 9.2944906E-004, 5.2042000E+002, 5.2037304E+002
 1.5048000E+004, 9.2944906E-004, 5.2122000E+002, 5.2117304E+002
 1.5072000E+004, 9.2944906E-004, 5.2202000E+002, 5.2197304E+002
 1.5096000E+004, 9.2944906E-004, 5.2282000E+002, 5.2277304E+002
 1.5120000E+004, 9.2944906E-004, 5.2362000E+002, 5.2357304E+002
 1.5144000E+004, 9.2944906E-004, 5.2442000E+002, 5.2437304E+002
 1.5168000E+004, 9.2944906E-004, 5.2522000E+002, 5.2517305E+002
 1.5192000E+004, 9.2944906E-004, 5.2602000E+002, 5.2597305E+002
 1.5216000E+004, 9.2944906E-004, 5.2682000E+002, 5.2677305E+002
 1.5240000E+004, 9.2944906E-004, 5.2762000E+002, 5.2757305E+002
 1.5264000E+004, 9.2944906E-004, 5.2842000E+002, 5.2837305E+002
 1.5288000E+004, 9.2944906E-004, 5.2922000E+002, 5.2917305E+002
 1.5312000E+004, 9.2944906E-004, 5.3002000E+002, 5.2997305E+002
 1.5336000E+004, 9.2944906E-004, 5.3082000E+002, 5.3077305E+002
 1.5360000E+004, 9.2944906E-004, 5.3162000E+002, 5.3157305E+002
 1.5384000E+004, 9.2944906E-004, 5.3242000E+002, 5.3237305E+002
 1.5408000E+004, 9.2944906E-004, 5.3322000E+002, 5.3317305E+002
 1.5432000E+004, 9.2944906E-004, 5.3402000E+002, 5.3397305E+002
 1.5456000E+004, 9.2944906E-004, 5.3482000E+002, 5.3477306E+002
 1.5480000E+004, 9.2944906E-004, 5.3562000E+002, 5.3557306E+002
 1.5504000E+004, 9.2944906E-004, 5.3642000E+002, 5.3637306E+002
 1.5528000E+004, 9.2944906E-004, 5.3722000E+002, 5.3717306E+002
 1.5552000E+004, 9.2944906E-004, 5.3802000E+002, 5.3797306E+002
 1.5576000E+004, 9.2944906E-004, 5.3882000E+002, 5.3877306E+002
 1.5600000E+004, 9.2944906E-004, 5.3962000E+002, 5.3957306E+002
 1.5624000E+004, 9.2944906E-004, 5.4042000E+002, 5.4037306E+002
 1.5648000E+004, 9.2944906E-004, 5.4122000E+002, 5.4117306E+002
 1.5672000E+004, 9.2944906E-004, 5.4202000E+002, 5.4197306E+002
 1.5696000E+004, 9.2944906E-004, 5.4282000E+002, 5.4277306E+002
 1.5720000E+004, 9.2944906E-004, 5.4362000E+002, 5.4357306E+002
 1.5744000E+004, 9.2944906E-004, 5.4442000E+002, 5.4437307E+002
 1.5768000E+004, 9.2944906E-004, 5.4522000E+002, 5.4517307E+002
 1.5792000E+004, 9.2944906E-004, 5.4602000E+002, 5.4597307E+002
 1.5816000E+004, 9.2944906E-004, 5.4682000E+002, 5.4677307E+002
 1.5840000E+004, 9.2944906E-004, 5.4762000E+002, 5.4757307E+002
 1.5864000E+004, 9.2944906E-004, 5.4842000E+002, 5.4837307E+002
 1.5888000E+004, 9.2944906E-004, 5.4922000E+002, 5.4917307E+002
 1.5912000E+004, 9.2944906E-004, 5.5002000E+002, 5.4997307E+002
 1.5936000E+004, 9.2944906E-004, 5.5082000E+002, 5.5077307E+002
 1.5960000E+004, 9.2944906E-004, 5.5162000E+002, 5.5157307E+002
 1.5984000E+004, 9.2944906E-004, 5.5242000E+002, 5.5237307E+002
 1.6008000E+004, 9.2944906E-004, 5.5322000E+002, 5.5317307E+002
 1.6032000E+004, 9.2944906E-004, 5.5402000E+002, 5.5397307E+002
 1.6056000E+004, 9.2944906E-004, 5.5482000E+002, 5.5477308E+002
 1.6080000E+004, 9.2944906E-004, 5.5562000E+002, 5.5557308E+002
 1.6104000E+004, 9.2944906E-004, 5.5642000E+002, 5.5637308E+002
 1.6128000E+004, 9.2944906E-004, 5.5722000E+002, 5.5717308E+002
 1.6152000E+004, 9.2944906E-004, 5.5802000E+002, 5.5797308E+002
 1.6176000E+004, 9.2944906E-004, 5.5882000E+002, 5.5877308E+002
 1.6200000E+004, 9.2944906E-004, 5.5962000E+002, 5.5957308E+002
 1.6224000E+004, 9.2944906E-004, 5.6042000E+002, 5.6037308E+002
 1.6248000E+004, 9.2944906E-004, 5.6122000E+002, 5.6117308E+002
 1.6272000E+004, 9.2944906E-004, 5.6202000E+002, 5.6197308E+002
 1.6296000E+004, 9.2944906E-004, 5.6282000E+002, 5.6277308E+002
 1.6320000E+004, 9.2944906E-004, 5.6362000E+002, 5.6357308E+002
 1.6344000E+004, 9.2944906E-004, 5.6442000E+002, 5.6437308E+002
 1.6368000E+004, 9.2944906E-004, 5.6522000E+002, 5.6517309E+002
 1.6392000E+004, 9.2944906E-004, 5.6602000E+002, 5.6597309E+002
 1.6416000E+004, 9.2944906E-004, 5.6682000E+002, 5.6677309E+002
 1.6440000E+004, 9.2944906E-004, 5.6762000E+002, 5.6757309E+002
 1.6464000E+004, 9.2944906E-004, 5.6842000E+002, 5.6837309E+002
 1.6488000E+004, 9.2944906E-004, 5.6922000E+002, 5.6917309E+002
 1.6512000E+004, 9.2944906E-004, 5.7002000E+002, 5.6997309E+002
 1.6536000E+004, 9.2944906E-004, 5.7082000E+002, 5.7077309E+002
 1.6560000E+004, 9.2944906E-004, 5.7162000E+002, 5.7157309E+002
 1.6584000E+004, 9.2944906E-004, 5.7242000E+002, 5.7237309E+002
 1.6608000E+004, 9.2944906E-004, 5.7322000E+002, 5.7317309E+002
 1.6632000E+004, 9.2944906E-004, 5.7402000E+002, 5.7397309E+002
 1.6656000E+004, 9.2944906E-004, 5.7482000E+002, 5.7477309E+002
 1.6680000E+004, 9.2944906E-004, 5.7562000E+002, 5.7557309E+002
