Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 5.881E-01, 7.215E-04, 0.000E+00, 3.976E+00, 1.522E-01, 8.036E-01, 3.523E-01, 0.000E+00, 1.984E+01, 9.266E-02, 1.183E-01, 0.000E+00, 0.000E+00, 2.593E+01
