s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 5.6640000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4686092E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4686092E-007, 2.5549189E-009, 2.5549189E-009,-1.4278109E+000
 5.6880000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9111057E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9111057E-007, 2.7470540E-009, 2.7470540E-009,-1.4278109E+000
 5.7120000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3877456E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3877456E-007, 2.9529270E-009, 2.9529270E-009,-1.4278109E+000
 5.7360000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9010332E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9010332E-007, 3.1734684E-009, 3.1734684E-009,-1.4278109E+000
 5.7600000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4536481E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4536481E-007, 3.4096678E-009, 3.4096678E-009,-1.4278109E+000
 5.7840000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0484528E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0484528E-007, 3.6625782E-009, 3.6625782E-009,-1.4278109E+000
 5.8080000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6885057E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6885057E-007, 3.9333189E-009, 3.9333189E-009,-1.4278109E+000
 5.8320000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3770797E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3770797E-007, 4.2230801E-009, 4.2230801E-009,-1.4278109E+000
 5.8560000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0117670E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0117670E-006, 4.5331267E-009, 4.5331267E-009,-1.4278109E+000
 5.8800000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0914011E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0914011E-006, 4.8648029E-009, 4.8648029E-009,-1.4278109E+000
 5.9040000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1770088E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1770088E-006, 5.2195368E-009, 5.2195368E-009,-1.4278109E+000
 5.9280000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2690154E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2690154E-006, 5.5988452E-009, 5.5988452E-009,-1.4278109E+000
 5.9520000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3678754E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3678754E-006, 6.0043390E-009, 6.0043390E-009,-1.4278109E+000
 5.9760000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4740736E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4740736E-006, 6.4377282E-009, 6.4377282E-009,-1.4278109E+000
 6.0000000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5881275E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5881275E-006, 6.9008283E-009, 6.9008283E-009,-1.4278109E+000
 6.0240000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7105886E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7105886E-006, 7.3955655E-009, 7.3955655E-009,-1.4278109E+000
 6.0480000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8420446E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8420446E-006, 7.9239839E-009, 7.9239839E-009,-1.4278109E+000
 6.0720000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9831232E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9831232E-006, 8.4882513E-009, 8.4882513E-009,-1.4278109E+000
 6.0960000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1344927E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1344927E-006, 9.0906672E-009, 9.0906672E-009,-1.4278109E+000
 6.1200000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2968659E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2968659E-006, 9.7336694E-009, 9.7336694E-009,-1.4278109E+000
 6.1440000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4710015E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4710015E-006, 1.0419842E-008, 1.0419842E-008,-1.4278109E+000
 6.1680000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6577071E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6577071E-006, 1.1151924E-008, 1.1151924E-008,-1.4278109E+000
 6.1920000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8578438E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8578438E-006, 1.1932818E-008, 1.1932818E-008,-1.4278109E+000
 6.2160000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0723282E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0723282E-006, 1.2765597E-008, 1.2765597E-008,-1.4278109E+000
 6.2400000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3021362E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3021362E-006, 1.3653517E-008, 1.3653517E-008,-1.4278109E+000
 6.2640000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5483051E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5483051E-006, 1.4600027E-008, 1.4600027E-008,-1.4278109E+000
 6.2880000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8119381E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8119381E-006, 1.5608776E-008, 1.5608776E-008,-1.4278109E+000
 6.3120000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0942104E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0942104E-006, 1.6683627E-008, 1.6683627E-008,-1.4278109E+000
 6.3360000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3963706E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3963706E-006, 1.7828667E-008, 1.7828667E-008,-1.4278109E+000
 6.3600000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7197473E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7197473E-006, 1.9048222E-008, 1.9048222E-008,-1.4278109E+000
 6.3840000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0657508E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0657508E-006, 2.0346864E-008, 2.0346864E-008,-1.4278109E+000
 6.4080000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4358790E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4358790E-006, 2.1729432E-008, 2.1729432E-008,-1.4278109E+000
 6.4320000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8317258E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8317258E-006, 2.3201038E-008, 2.3201038E-008,-1.4278109E+000
 6.4560000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2549829E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2549829E-006, 2.4767087E-008, 2.4767087E-008,-1.4278109E+000
 6.4800000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7074476E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7074476E-006, 2.6433290E-008, 2.6433290E-008,-1.4278109E+000
 6.5040000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1910260E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1910260E-006, 2.8205682E-008, 2.8205682E-008,-1.4278109E+000
 6.5280000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7077398E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7077398E-006, 3.0090635E-008, 3.0090635E-008,-1.4278109E+000
 6.5520000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2597379E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2597379E-006, 3.2094881E-008, 3.2094881E-008,-1.4278109E+000
 6.5760000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8492980E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8492980E-006, 3.4225524E-008, 3.4225524E-008,-1.4278109E+000
 6.6000000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4788374E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4788374E-006, 3.6490063E-008, 3.6490063E-008,-1.4278109E+000
 6.6240000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0150916E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0150916E-005, 3.8896414E-008, 3.8896414E-008,-1.4278109E+000
 6.6480000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0868246E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0868246E-005, 4.1452924E-008, 4.1452924E-008,-1.4278109E+000
 6.6720000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1633706E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1633706E-005, 4.4168399E-008, 4.4168399E-008,-1.4278109E+000
 6.6960000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2450345E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2450345E-005, 4.7052124E-008, 4.7052124E-008,-1.4278109E+000
 6.7200000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3321392E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3321392E-005, 5.0113889E-008, 5.0113889E-008,-1.4278109E+000
 6.7440000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4250263E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4250263E-005, 5.3364008E-008, 5.3364008E-008,-1.4278109E+000
 6.7680000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5240575E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5240575E-005, 5.6813351E-008, 5.6813351E-008,-1.4278109E+000
 6.7920000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6296157E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6296157E-005, 6.0473367E-008, 6.0473367E-008,-1.4278109E+000
 6.8160000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7421063E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7421063E-005, 6.4356114E-008, 6.4356114E-008,-1.4278109E+000
 6.8400000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8619580E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8619580E-005, 6.8474284E-008, 6.8474284E-008,-1.4278109E+000
 6.8640000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9896237E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9896237E-005, 7.2841238E-008, 7.2841238E-008,-1.4278109E+000
 6.8880000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1255817E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1255817E-005, 7.7471033E-008, 7.7471033E-008,-1.4278109E+000
 6.9120000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2703387E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2703387E-005, 8.2378454E-008, 8.2378454E-008,-1.4278109E+000
 6.9360000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4244294E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4244294E-005, 8.7579051E-008, 8.7579051E-008,-1.4278109E+000
 6.9600000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5884189E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5884189E-005, 9.3089170E-008, 9.3089170E-008,-1.4278109E+000
 6.9840000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7629031E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7629031E-005, 9.8925989E-008, 9.8925989E-008,-1.4278109E+000
 7.0080000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9485105E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9485105E-005, 1.0510755E-007, 1.0510755E-007,-1.4278109E+000
 7.0320000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1459056E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1459056E-005, 1.1165282E-007, 1.1165282E-007,-1.4278109E+000
 7.0560000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3557887E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3557887E-005, 1.1858169E-007, 1.1858169E-007,-1.4278109E+000
 7.0800000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5788985E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5788985E-005, 1.2591504E-007, 1.2591504E-007,-1.4278109E+000
 7.1040000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8160128E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8160128E-005, 1.3367479E-007, 1.3367479E-007,-1.4278109E+000
 7.1280000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0679506E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0679506E-005, 1.4188392E-007, 1.4188392E-007,-1.4278109E+000
 7.1520000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3355759E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3355759E-005, 1.5056651E-007, 1.5056651E-007,-1.4278109E+000
 7.1760000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6197976E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6197976E-005, 1.5974782E-007, 1.5974782E-007,-1.4278109E+000
 7.2000000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9215732E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9215732E-005, 1.6945429E-007, 1.6945429E-007,-1.4278109E+000
 7.2240000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2419081E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2419081E-005, 1.7971361E-007, 1.7971361E-007,-1.4278109E+000
 7.2480000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5818590E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5818590E-005, 1.9055476E-007, 1.9055476E-007,-1.4278109E+000
 7.2720000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9425387E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9425387E-005, 2.0200807E-007, 2.0200807E-007,-1.4278109E+000
 7.2960000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3251151E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3251151E-005, 2.1410523E-007, 2.1410523E-007,-1.4278109E+000
 7.3200000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7308153E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7308153E-005, 2.2687938E-007, 2.2687938E-007,-1.4278109E+000
 7.3440000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1609256E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1609256E-005, 2.4036513E-007, 2.4036513E-007,-1.4278109E+000
 7.3680000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6167939E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6167939E-005, 2.5459863E-007, 2.5459863E-007,-1.4278109E+000
 7.3920000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0998364E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0998364E-005, 2.6961756E-007, 2.6961756E-007,-1.4278109E+000
 7.4160000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6115356E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6115356E-005, 2.8546127E-007, 2.8546127E-007,-1.4278109E+000
 7.4400000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1534450E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1534450E-005, 3.0217072E-007, 3.0217072E-007,-1.4278109E+000
 7.4640000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7271877E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7271877E-005, 3.1978861E-007, 3.1978861E-007,-1.4278109E+000
 7.4880000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0334460E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0334460E-004, 3.3835936E-007, 3.3835936E-007,-1.4278109E+000
 7.5120000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0977039E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0977039E-004, 3.5792918E-007, 3.5792918E-007,-1.4278109E+000
 7.5360000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1656779E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1656779E-004, 3.7854610E-007, 3.7854610E-007,-1.4278109E+000
 7.5600000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2375614E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2375614E-004, 4.0025999E-007, 4.0025999E-007,-1.4278109E+000
 7.5840000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135561E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135561E-004, 4.2312261E-007, 4.2312261E-007,-1.4278109E+000
 7.6080000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3938718E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3938718E-004, 4.4718761E-007, 4.4718761E-007,-1.4278109E+000
 7.6320000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4787275E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4787275E-004, 4.7251056E-007, 4.7251056E-007,-1.4278109E+000
 7.6560000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5683504E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5683504E-004, 4.9914897E-007, 4.9914897E-007,-1.4278109E+000
 7.6800000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6629773E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6629773E-004, 5.2716227E-007, 5.2716227E-007,-1.4278109E+000
 7.7040000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7628531E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7628531E-004, 5.5661185E-007, 5.5661185E-007,-1.4278109E+000
 7.7280000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8682316E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8682316E-004, 5.8756098E-007, 5.8756098E-007,-1.4278109E+000
 7.7520000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9793763E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9793763E-004, 6.2007487E-007, 6.2007487E-007,-1.4278109E+000
 7.7760000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0965596E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0965596E-004, 6.5422056E-007, 6.5422056E-007,-1.4278109E+000
 7.8000000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2200628E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2200628E-004, 6.9006691E-007, 6.9006691E-007,-1.4278109E+000
 7.8240000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3501757E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3501757E-004, 7.2768454E-007, 7.2768454E-007,-1.4278109E+000
 7.8480000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4871963E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4871963E-004, 7.6714576E-007, 7.6714576E-007,-1.4278109E+000
 7.8720000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6314320E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6314320E-004, 8.0852442E-007, 8.0852442E-007,-1.4278109E+000
 7.8960000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7831978E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7831978E-004, 8.5189587E-007, 8.5189587E-007,-1.4278109E+000
 7.9200000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9428167E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9428167E-004, 8.9733676E-007, 8.9733676E-007,-1.4278109E+000
 7.9440000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1106182E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1106182E-004, 9.4492492E-007, 9.4492492E-007,-1.4278109E+000
 7.9680000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2869380E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2869380E-004, 9.9473917E-007, 9.9473917E-007,-1.4278109E+000
 7.9920000E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4721189E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4721189E-004, 1.0468591E-006, 1.0468591E-006,-1.4278109E+000
