s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 6.0000000E+000, 2.1000702E+001, 9.9999756E-001, 4.3689980E-007, 6.9049406E-016, 2.3648140E-001
 1.2000000E+001, 2.2000702E+001, 9.9999475E-001, 5.0176175E-007, 8.5083480E-016, 2.3662616E-001
 1.8000000E+001, 2.3000702E+001, 9.9999154E-001, 5.7570463E-007, 1.0469311E-015, 2.3679122E-001
 2.4000000E+001, 2.4000702E+001, 9.9998778E-001, 6.5992026E-007, 1.2864258E-015, 2.3697925E-001
 3.0000000E+001, 2.5000702E+001, 9.9998355E-001, 7.5574559E-007, 1.5785240E-015, 2.3719312E-001
 3.6000000E+001, 2.6000702E+001, 9.9997872E-001, 8.6467912E-007, 1.9342986E-015, 2.3743623E-001
 4.2000000E+001, 2.7000702E+001, 9.9997318E-001, 9.8839814E-007, 2.3670514E-015, 2.3771234E-001
 4.8000000E+001, 2.8000700E+001, 9.9996680E-001, 1.1287785E-006, 2.8927408E-015, 2.3802558E-001
 5.4000000E+001, 2.9000700E+001, 9.9995959E-001, 1.2879157E-006, 3.5304882E-015, 2.3838061E-001
 6.0000000E+001, 3.0000700E+001, 9.9995130E-001, 1.4681473E-006, 4.3031768E-015, 2.3878270E-001
 6.6000000E+001, 3.1000700E+001, 9.9994189E-001, 1.6720790E-006, 5.2381555E-015, 2.3923762E-001
 7.2000000E+001, 3.2000698E+001, 9.9993122E-001, 1.9026105E-006, 6.3680716E-015, 2.3975183E-001
 7.8000000E+001, 3.3000698E+001, 9.9991900E-001, 2.1629655E-006, 7.7318480E-015, 2.4033248E-001
 8.4000000E+001, 3.4000698E+001, 9.9990517E-001, 2.4567232E-006, 9.3758340E-015, 2.4098754E-001
 9.0000000E+001, 3.5000698E+001, 9.9988943E-001, 2.7878505E-006, 1.1355156E-014, 2.4172588E-001
 9.6000000E+001, 3.6000698E+001, 9.9987161E-001, 3.1607397E-006, 1.3735300E-014, 2.4255721E-001
 1.0200000E+002, 3.7000698E+001, 9.9985141E-001, 3.5802443E-006, 1.6593968E-014, 2.4349244E-001
 1.0800000E+002, 3.8000698E+001, 9.9982858E-001, 4.0517202E-006, 2.0023249E-014, 2.4454334E-001
 1.1400000E+002, 3.9000698E+001, 9.9980271E-001, 4.5810662E-006, 2.4132155E-014, 2.4572314E-001
 1.2000000E+002, 4.0000694E+001, 9.9977344E-001, 5.1747656E-006, 2.9049588E-014, 2.4704622E-001
 1.2600000E+002, 4.1000694E+001, 9.9974042E-001, 5.8399328E-006, 3.4927783E-014, 2.4852836E-001
 1.3200000E+002, 4.2000694E+001, 9.9970323E-001, 6.5843510E-006, 4.1946349E-014, 2.5018689E-001
 1.3800000E+002, 4.3000694E+001, 9.9966127E-001, 7.4165196E-006, 5.0316942E-014, 2.5204068E-001
 1.4400000E+002, 4.4000690E+001, 9.9961400E-001, 8.3456916E-006, 6.0288708E-014, 2.5411031E-001
 1.5000000E+002, 4.5000690E+001, 9.9956089E-001, 9.3819108E-006, 7.2154617E-014, 2.5641805E-001
 1.5600000E+002, 4.6000690E+001, 9.9950117E-001, 1.0536041E-005, 8.6258772E-014, 2.5898802E-001
 1.6200000E+002, 4.7000687E+001, 9.9943417E-001, 1.1819791E-005, 1.0300493E-013, 2.6184621E-001
 1.6800000E+002, 4.8000687E+001, 9.9935907E-001, 1.3245725E-005, 1.2286632E-013, 2.6502043E-001
 1.7400000E+002, 4.9000683E+001, 9.9927491E-001, 1.4827260E-005, 1.4639704E-013, 2.6854050E-001
 1.8000000E+002, 5.0000683E+001, 9.9918073E-001, 1.6578642E-005, 1.7424515E-013, 2.7243793E-001
 1.8600000E+002, 5.1000679E+001, 9.9907559E-001, 1.8514904E-005, 2.0716793E-013, 2.7674595E-001
 1.9200000E+002, 5.2000675E+001, 9.9895817E-001, 2.0651789E-005, 2.4604919E-013, 2.8149948E-001
 1.9800000E+002, 5.3000675E+001, 9.9882728E-001, 2.3005636E-005, 2.9191965E-013, 2.8673449E-001
 2.0400000E+002, 5.4000671E+001, 9.9868160E-001, 2.5593225E-005, 3.4597984E-013, 2.9248813E-001
 2.1000000E+002, 5.5000668E+001, 9.9851966E-001, 2.8431557E-005, 4.0962698E-013, 2.9879773E-001
 2.1600000E+002, 5.6000664E+001, 9.9833983E-001, 3.1537591E-005, 4.8448534E-013, 3.0570069E-001
 2.2200000E+002, 5.7000660E+001, 9.9814057E-001, 3.4927882E-005, 5.7244151E-013, 3.1323323E-001
 2.2800000E+002, 5.8000656E+001, 9.9792010E-001, 3.8618138E-005, 6.7568461E-013, 3.2142973E-001
 2.3400000E+002, 5.9000648E+001, 9.9767649E-001, 4.2622691E-005, 7.9675226E-013, 3.3032128E-001
 2.4000000E+002, 6.0000645E+001, 9.9740791E-001, 4.6953817E-005, 9.3858330E-013, 3.3993432E-001
 2.4600000E+002, 6.1000637E+001, 9.9711233E-001, 5.1620984E-005, 1.1045781E-012, 3.5028887E-001
 2.5200000E+002, 6.2000633E+001, 9.9678773E-001, 5.6629913E-005, 1.2986677E-012, 3.6139649E-001
 2.5800000E+002, 6.3000626E+001, 9.9643207E-001, 6.1981526E-005, 1.5253914E-012, 3.7325779E-001
 2.6400000E+002, 6.4000618E+001, 9.9604321E-001, 6.7670742E-005, 1.7899874E-012, 3.8585985E-001
 2.7000000E+002, 6.5000610E+001, 9.9561930E-001, 7.3685114E-005, 2.0984941E-012, 3.9917305E-001
 2.7600000E+002, 6.6000603E+001, 9.9515831E-001, 8.0003359E-005, 2.4578664E-012, 4.1314799E-001
 2.8200000E+002, 6.7000595E+001, 9.9465865E-001, 8.6593798E-005, 2.8761076E-012, 4.2771167E-001
 2.8800000E+002, 6.8000587E+001, 9.9411869E-001, 9.3412709E-005, 3.3624193E-012, 4.4276413E-001
 2.9400000E+002, 6.9000580E+001, 9.9353725E-001, 1.0040271E-004, 3.9273714E-012, 4.5817465E-001
 3.0000000E+002, 7.0000572E+001, 9.9291360E-001, 1.0749126E-004, 4.5830965E-012, 4.7377852E-001
 3.0600000E+002, 7.1000565E+001, 9.9224728E-001, 1.1458934E-004, 5.3435060E-012, 4.8937404E-001
 3.1200000E+002, 7.2000549E+001, 9.9153864E-001, 1.2159056E-004, 6.2245408E-012, 5.0472057E-001
 3.1800000E+002, 7.3000542E+001, 9.9078858E-001, 1.2837075E-004, 7.2444498E-012, 5.1953787E-001
 3.2400000E+002, 7.4000534E+001, 9.8999882E-001, 1.3478840E-004, 8.4241069E-012, 5.3350681E-001
 3.3000000E+002, 7.5000526E+001, 9.8917210E-001, 1.4068598E-004, 9.7873697E-012, 5.4627293E-001
 3.3600000E+002, 7.6000526E+001, 9.8831195E-001, 1.4589261E-004, 1.1361483E-011, 5.5745190E-001
 3.4200000E+002, 7.7000519E+001, 9.8742306E-001, 1.5022809E-004, 1.3177535E-011, 5.6663942E-001
 3.4800000E+002, 7.8000511E+001, 9.8651129E-001, 1.5350862E-004, 1.5270970E-011, 5.7342345E-001
 3.5400000E+002, 7.9000511E+001, 9.8558342E-001, 1.5555421E-004, 1.7682166E-011, 5.7740164E-001
 3.6000000E+002, 8.0000511E+001, 9.8464739E-001, 1.5619783E-004, 2.0457093E-011, 5.7820159E-001
 3.6600000E+002, 8.1000511E+001, 9.8371214E-001, 1.5529596E-004, 2.3648028E-011, 5.7550466E-001
 3.7200000E+002, 8.2000519E+001, 9.8278719E-001, 1.5274026E-004, 2.7314394E-011, 5.6907260E-001
 3.7800000E+002, 8.3000519E+001, 9.8188269E-001, 1.4846955E-004, 3.1523673E-011, 5.5877417E-001
 3.8400000E+002, 8.4000534E+001, 9.8100907E-001, 1.4248113E-004, 3.6352445E-011, 5.4461044E-001
 3.9000000E+002, 8.5000542E+001, 9.8017633E-001, 1.3484010E-004, 4.1887546E-011, 5.2673608E-001
