s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 2.0405224E+001, 3.9280365E+000,-1.1499159E+000,-2.5204775E+000,-1.6922607E-001, 4.7128039E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0504376E-001, 1.3554498E-001, 2.7540312E-004, 3.0584114E-004
 2.1614769E+001, 3.8947400E+000,-1.1221284E+000,-2.7499285E+000,-2.3570146E-001, 5.3610307E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2268829E-002,-1.5940808E-001, 2.7204153E-004, 3.0197517E-004
 2.2819534E+001, 3.9431426E+000,-1.1429615E+000,-2.9965356E+000,-1.4250856E-001, 4.9997629E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2268465E-001,-2.8886536E-001, 2.7549888E-004, 3.0502729E-004
 2.4007967E+001, 4.3006284E+000,-1.2646948E+000,-2.8809497E+000,-1.4085401E-001, 4.7911166E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2542689E-001, 6.2040984E-002, 3.0853940E-004, 3.3766075E-004
 2.5205313E+001, 4.7681663E+000,-1.3976196E+000,-3.3735066E+000,-1.9375200E-001, 5.7228949E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7056787E-002,-1.3948287E-001, 3.2589994E-004, 3.5478641E-004
 2.6408598E+001, 4.3510258E+000,-1.2570492E+000,-3.0822518E+000,-1.8125174E-001, 5.3490650E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3961305E-002,-1.1603622E-001, 3.0897575E-004, 3.3773974E-004
 2.7604525E+001, 4.4366824E+000,-1.2690743E+000,-2.8958697E+000,-1.9566545E-001, 5.9366526E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2794207E-001, 1.3543950E-001, 3.0407359E-004, 3.3270317E-004
 2.8814169E+001, 3.9094600E+000,-1.1533284E+000,-2.7511642E+000,-1.4413468E-001, 5.2670215E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1593686E-002,-8.6497079E-002, 2.7786999E-004, 3.0632281E-004
 3.0014601E+001, 4.2449584E+000,-1.2154190E+000,-3.0703173E+000,-1.7923455E-001, 6.1085935E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3007255E-002,-1.5892657E-001, 2.9397526E-004, 3.2215084E-004
 3.1218334E+001, 4.1080307E+000,-1.2010056E+000,-2.8320001E+000,-2.6503662E-001, 5.1240138E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5768484E-002,-1.3877145E-001, 2.8928113E-004, 3.1717759E-004
 3.2414307E+001, 4.3040303E+000,-1.2540870E+000,-3.0941700E+000,-2.3537433E-001, 6.2565359E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.9897040E-002,-2.1703566E-001, 3.0429748E-004, 3.3197288E-004
 3.3606194E+001, 4.1552475E+000,-1.1985360E+000,-2.9834656E+000,-1.2123387E-001, 5.3506187E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7958320E-002,-9.4481812E-002, 2.9739792E-004, 3.2488537E-004
 3.4807724E+001, 4.6707643E+000,-1.3570718E+000,-3.0568705E+000,-1.4608911E-001, 5.9192507E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2762206E-001, 1.6992539E-001, 3.1754131E-004, 3.4485273E-004
 3.6014984E+001, 4.3954074E+000,-1.2927419E+000,-3.2073561E+000,-2.2816032E-001, 6.1083762E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4836972E-001,-2.7176704E-001, 3.1418786E-004, 3.4136731E-004
 3.7215675E+001, 4.5740619E+000,-1.3426346E+000,-3.1830902E+000,-2.2974080E-001, 5.8275190E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2034666E-002,-1.2312861E-001, 3.0862492E-004, 3.3572045E-004
 3.8410683E+001, 4.1649701E+000,-1.2072069E+000,-2.9823652E+000,-9.7508046E-002, 5.3215556E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3723580E-002,-6.8894497E-002, 2.9369153E-004, 3.2069023E-004
 3.9613113E+001, 4.4050286E+000,-1.2581577E+000,-3.0275339E+000,-9.7361892E-002, 5.7301039E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2644603E-001, 7.9276113E-002, 2.9858664E-004, 3.2544626E-004
 4.0806324E+001, 4.0738539E+000,-1.2069343E+000,-2.8544831E+000,-1.8842078E-001, 5.4516840E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6480171E-002,-1.2146750E-001, 2.8353214E-004, 3.1023595E-004
 4.2004288E+001, 4.2127859E+000,-1.2146494E+000,-2.9509442E+000,-1.6671479E-001, 6.3243963E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4753487E-002,-5.6278499E-002, 2.9041759E-004, 3.1694321E-004
 4.3206932E+001, 4.0210110E+000,-1.1706397E+000,-2.9094861E+000,-1.8290031E-001, 6.2048977E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7401360E-002,-1.7996619E-001, 2.8406915E-004, 3.1039118E-004
 4.4414463E+001, 4.1103653E+000,-1.1921813E+000,-2.7876751E+000,-2.0105727E-001, 6.0198213E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3896055E-002,-1.0350203E-002, 2.8044105E-004, 3.0657294E-004
 4.5612400E+001, 3.9511977E+000,-1.1376285E+000,-2.8301620E+000,-1.6021366E-001, 6.1517491E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9063500E-002,-1.1528893E-001, 2.7676783E-004, 3.0270344E-004
 4.6807896E+001, 3.9141668E+000,-1.1438502E+000,-2.7932116E+000,-1.7281518E-001, 6.1298610E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1839047E-002,-1.3441154E-001, 2.7372398E-004, 2.9944936E-004
 4.8019485E+001, 3.8134130E+000,-1.0983512E+000,-2.6304458E+000,-1.3318229E-001, 5.8919349E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2861789E-002, 1.0352989E-002, 2.6218457E-004, 2.8769566E-004
 4.9212822E+001, 3.7326171E+000,-1.0882372E+000,-2.7423663E+000,-1.4213528E-001, 5.7073791E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1513700E-001,-1.8304789E-001, 2.6150518E-004, 2.8679847E-004
 5.0404785E+001, 3.7622127E+000,-1.1012732E+000,-2.7202703E+000,-1.2205134E-001, 5.9828049E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8681928E-002,-1.2155410E-001, 2.5998723E-004, 2.8506575E-004
 5.1607281E+001, 3.7279854E+000,-1.0679204E+000,-2.6767986E+000,-7.8614761E-002, 5.5967911E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0489255E-003,-3.9380416E-002, 2.6194148E-004, 2.8681372E-004
 5.2812057E+001, 3.7523466E+000,-1.0897671E+000,-2.5858055E+000,-1.3365706E-001, 6.1234764E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5745454E-002, 4.3517145E-003, 2.6252266E-004, 2.8719455E-004
 5.4006371E+001, 3.7249731E+000,-1.0713400E+000,-2.6719845E+000,-1.3501620E-001, 6.0247886E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7744162E-002,-9.3119728E-002, 2.5623101E-004, 2.8071620E-004
 5.5211140E+001, 3.6366162E+000,-1.0610701E+000,-2.6609973E+000,-1.2517228E-001, 5.7618962E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1286904E-002,-1.5300457E-001, 2.5356142E-004, 2.7785992E-004
 5.6413246E+001, 3.6356684E+000,-1.0409624E+000,-2.4949754E+000,-1.4106819E-001, 5.7641955E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0031766E-002, 1.6304350E-002, 2.5139899E-004, 2.7550783E-004
 5.7605759E+001, 3.5702559E+000,-1.0149216E+000,-2.5732100E+000,-1.1197937E-001, 5.9549657E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8462918E-002,-7.0305454E-002, 2.4912862E-004, 2.7305255E-004
 5.8819630E+001, 3.5351365E+000,-1.0267070E+000,-2.5764819E+000,-9.5895240E-002, 5.6249479E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8090197E-002,-1.0769813E-001, 2.4506434E-004, 2.6880495E-004
 6.0002636E+001, 3.4283163E+000,-9.9425052E-001,-2.4318775E+000,-1.2173416E-001, 5.8359768E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1838247E-002,-6.1186100E-002, 2.4427919E-004, 2.6783972E-004
 6.1214687E+001, 3.5430747E+000,-1.0281197E+000,-2.4647159E+000,-1.2243926E-001, 6.1001310E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9056255E-002,-1.1198773E-002, 2.4312311E-004, 2.6650440E-004
 6.2415512E+001, 3.3834541E+000,-9.8897424E-001,-2.5122921E+000,-7.9988451E-002, 5.0178502E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1061895E-001,-1.4762217E-001, 2.3882250E-004, 2.6202532E-004
 6.3617683E+001, 3.6177300E+000,-1.0216621E+000,-2.4463749E+000,-1.1083588E-001, 5.6560068E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4731995E-001, 9.5417163E-002, 2.4316895E-004, 2.6619799E-004
 6.4813316E+001, 3.4859472E+000,-1.0247531E+000,-2.5104738E+000,-1.1488178E-001, 5.4289078E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6523372E-002,-1.0987249E-001, 2.4329904E-004, 2.6615937E-004
 6.6000992E+001, 3.4846096E+000,-9.8899957E-001,-2.4577111E+000,-1.1658212E-001, 6.3864591E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9521208E-002,-1.4818536E-002, 2.3996720E-004, 2.6266852E-004
 6.7202286E+001, 3.3303322E+000,-9.6108763E-001,-2.3991717E+000,-1.3735415E-001, 6.0990527E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8856905E-002,-1.0629078E-001, 2.3297736E-004, 2.5552265E-004
 6.8409508E+001, 3.2874405E+000,-9.4597363E-001,-2.3931174E+000,-1.5915469E-001, 5.9595236E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4214048E-002,-1.5120998E-001, 2.2625837E-004, 2.4863999E-004
 6.9611351E+001, 3.1244372E+000,-9.0336675E-001,-2.2797421E+000,-9.0765538E-002, 5.3705151E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4837676E-002,-9.5731949E-002, 2.2014639E-004, 2.4235402E-004
 7.0803368E+001, 3.2078243E+000,-9.2747398E-001,-2.1303180E+000,-7.6565280E-002, 5.4356424E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5979875E-001, 1.2782347E-001, 2.2079380E-004, 2.4282173E-004
 7.2017723E+001, 3.2330711E+000,-9.1215537E-001,-2.4118922E+000,-1.0831769E-001, 5.7506486E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2320532E-002,-1.4178766E-001, 2.2331274E-004, 2.4516325E-004
 7.3217636E+001, 3.1673207E+000,-9.0997793E-001,-2.3505851E+000,-1.7888058E-001, 6.1990679E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0720481E-001,-2.1013223E-001, 2.2147564E-004, 2.4315901E-004
 7.4400734E+001, 3.0786913E+000,-8.8160530E-001,-2.0841020E+000,-1.2394374E-001, 5.4420892E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2071758E-001, 4.3461138E-002, 2.1331343E-004, 2.3484173E-004
 7.5612793E+001, 3.0167714E+000,-8.7699831E-001,-2.1683015E+000,-1.2258108E-001, 5.5032709E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9701824E-002,-9.6076833E-002, 2.1147784E-004, 2.3285349E-004
 7.6809265E+001, 3.0478155E+000,-8.7501773E-001,-2.2713227E+000,-1.0957124E-001, 5.6246351E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0877928E-002,-1.5184983E-001, 2.0992598E-004, 2.3114275E-004
 7.8025101E+001, 3.0163997E+000,-8.6432699E-001,-2.1188006E+000,-7.6921135E-002, 5.7690274E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8790674E-002, 1.4041221E-002, 2.0945430E-004, 2.3050843E-004
 7.9211922E+001, 3.0091746E+000,-8.7145973E-001,-2.1682939E+000,-7.9928017E-002, 5.6582935E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9839899E-003,-5.3924094E-002, 2.0879629E-004, 2.2969068E-004
 8.0406662E+001, 2.9919009E+000,-8.6488093E-001,-2.2553920E+000,-6.8104075E-002, 5.3683304E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1035326E-001,-1.4279274E-001, 2.0818903E-004, 2.2893073E-004
 8.1617485E+001, 3.0184782E+000,-8.5643302E-001,-2.1576420E+000,-4.6979146E-002, 5.5298793E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8128951E-002, 1.2722813E-002, 2.0903862E-004, 2.2963294E-004
 8.2820686E+001, 3.0411764E+000,-8.8470107E-001,-2.2178795E+000,-5.3658286E-002, 5.0687316E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7126304E-002,-6.4375163E-002, 2.0974392E-004, 2.3019716E-004
 8.4003639E+001, 3.0338865E+000,-8.6474228E-001,-2.0523793E+000,-8.9882557E-002, 5.3842992E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0823547E-001, 8.0725346E-002, 2.1059584E-004, 2.3091684E-004
 8.5215248E+001, 2.9903427E+000,-8.7231481E-001,-2.2548926E+000,-8.4332416E-002, 5.4215715E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1087762E-001,-1.6698138E-001, 2.0949125E-004, 2.2968731E-004
 8.6418266E+001, 3.0649521E+000,-8.6714920E-001,-2.0893721E+000,-6.6847856E-002, 5.6722592E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3639081E-001, 9.8305537E-002, 2.0893089E-004, 2.2900774E-004
 8.7606735E+001, 2.9919576E+000,-8.6291762E-001,-2.0778721E+000,-1.1483281E-001, 5.6671250E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4715515E-002,-6.9936109E-003, 2.0706996E-004, 2.2703332E-004
 8.8808296E+001, 2.9406377E+000,-8.4024814E-001,-2.2175464E+000,-9.3115923E-002, 5.7047344E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.3302484E-002,-1.5322541E-001, 2.0482606E-004, 2.2467853E-004
 9.0003365E+001, 2.8985022E+000,-8.4247816E-001,-2.1014926E+000,-1.1919530E-001, 5.3884890E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2605179E-002,-1.1077898E-001, 2.0240249E-004, 2.2214463E-004
 9.1203011E+001, 2.8922612E+000,-7.9701221E-001,-2.0653139E+000,-8.3747154E-002, 5.8032788E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4166535E-002, 4.2207775E-003, 1.9803813E-004, 2.1767004E-004
 9.2416748E+001, 2.7951695E+000,-8.1895304E-001,-2.0372287E+000,-9.8916091E-002, 5.6079595E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0722007E-002,-1.0384872E-001, 1.9530135E-004, 2.1482047E-004
 9.3614838E+001, 2.8040848E+000,-8.1334663E-001,-1.9813211E+000,-7.2143418E-002, 4.9113085E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7154386E-002,-1.3613272E-002, 1.9183532E-004, 2.1123859E-004
 9.4827591E+001, 2.7477586E+000,-7.6361927E-001,-2.0260933E+000,-7.6073961E-002, 5.6403565E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3475822E-002,-6.1624311E-002, 1.9128089E-004, 2.1056526E-004
 9.6021423E+001, 2.7220979E+000,-7.9825131E-001,-1.8798018E+000,-1.0411749E-001, 5.2781073E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3593047E-002,-7.2916526E-003, 1.8961576E-004, 2.0877926E-004
 9.7222992E+001, 2.7332513E+000,-7.6965785E-001,-1.9770161E+000,-8.3039714E-002, 5.6057593E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2572764E-003,-4.0404710E-002, 1.8774494E-004, 2.0678925E-004
 9.8408920E+001, 2.6703992E+000,-7.8156777E-001,-1.9860233E+000,-1.0502721E-001, 5.2897190E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9375276E-002,-1.4932184E-001, 1.8653780E-004, 2.0546557E-004
 9.9620972E+001, 2.6483412E+000,-7.3360794E-001,-1.7961641E+000,-1.2340550E-001, 5.3516762E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1105554E-001, 4.8680329E-002, 1.8419366E-004, 2.0300551E-004
 1.0081470E+002, 2.6392809E+000,-7.6591155E-001,-2.0530501E+000,-6.7687882E-002, 5.2091340E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4483430E-001,-1.9527725E-001, 1.8135406E-004, 2.0005069E-004
 1.0201838E+002, 2.5930188E+000,-7.4994158E-001,-1.8163108E+000,-6.5805665E-002, 5.2719189E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6529128E-002, 1.3679942E-002, 1.8013180E-004, 1.9871457E-004
 1.0320982E+002, 2.6103237E+000,-7.3662596E-001,-1.9645962E+000,-5.9327180E-002, 4.8555143E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1949999E-002,-1.0167051E-001, 1.7986133E-004, 1.9832963E-004
 1.0441370E+002, 2.5806913E+000,-7.3979614E-001,-1.8627711E+000,-1.0639244E-001, 5.5633471E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3013836E-003,-7.2634976E-002, 1.8005179E-004, 1.9840598E-004
 1.0560496E+002, 2.5809029E+000,-7.4914134E-001,-1.8737053E+000,-8.2241610E-002, 5.2833812E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9053765E-002,-7.1351587E-002, 1.7909753E-004, 1.9733961E-004
 1.0681291E+002, 2.5163972E+000,-7.4472749E-001,-1.8810055E+000,-5.2383295E-002, 5.1780338E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0995766E-002,-1.0993880E-001, 1.7753402E-004, 1.9566762E-004
 1.0800262E+002, 2.5944831E+000,-7.2969609E-001,-1.7676931E+000,-5.9298185E-002, 5.0574124E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3512641E-001, 8.8369857E-002, 1.7639612E-004, 1.9442444E-004
 1.0921773E+002, 2.5388242E+000,-7.4165393E-001,-1.8584363E+000,-2.9608122E-002, 4.8378881E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8180785E-002,-4.2495367E-002, 1.7577784E-004, 1.9370264E-004
 1.1040419E+002, 2.5507680E+000,-7.2343424E-001,-1.8136587E+000,-4.2007706E-002, 4.9248374E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7683941E-002, 2.0915703E-002, 1.7627149E-004, 1.9409447E-004
 1.1160206E+002, 2.5489265E+000,-7.3235899E-001,-1.7266023E+000,-5.2337925E-002, 4.5539906E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0862002E-001, 8.3167186E-002, 1.7689131E-004, 1.9461522E-004
 1.1280972E+002, 2.5687618E+000,-7.0771141E-001,-1.9469828E+000,-5.9595802E-002, 5.2566845E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3092081E-002,-9.2961370E-002, 1.7793362E-004, 1.9556002E-004
 1.1401126E+002, 2.5565449E+000,-7.4970500E-001,-1.8939301E+000,-8.2051401E-002, 5.4581080E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5780418E-002,-1.1456044E-001, 1.7775829E-004, 1.9529091E-004
 1.1520965E+002, 2.5510846E+000,-7.1918757E-001,-1.8768049E+000,-8.8356363E-002, 5.1103186E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8632972E-002,-8.2161143E-002, 1.7569279E-004, 1.9313613E-004
 1.1641602E+002, 2.5025380E+000,-7.3589268E-001,-1.7998752E+000,-4.4230596E-002, 5.3155553E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8394549E-003,-2.4304875E-002, 1.7369416E-004, 1.9105168E-004
 1.1761449E+002, 2.4946366E+000,-6.9668399E-001,-1.7720435E+000,-7.3707723E-002, 5.0585711E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3200220E-002, 2.7870936E-003, 1.7248571E-004, 1.8975960E-004
 1.1880639E+002, 2.4795978E+000,-7.2888629E-001,-1.9031898E+000,-4.5716433E-002, 4.7502628E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1857191E-001,-1.5069212E-001, 1.7137005E-004, 1.8856198E-004
 1.2000467E+002, 2.4724068E+000,-7.0500340E-001,-1.8012622E+000,-3.7535218E-002, 4.3857954E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5290001E-004,-2.7536020E-002, 1.7114030E-004, 1.8825070E-004
 1.2120341E+002, 2.4780627E+000,-7.2073192E-001,-1.7243045E+000,-3.7329097E-002, 4.3824358E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7853927E-002, 3.9521546E-002, 1.7144848E-004, 1.8847733E-004
 1.2241777E+002, 2.4815014E+000,-7.0472548E-001,-1.8755713E+000,-2.9671370E-002, 4.9583819E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8061751E-002,-7.8882993E-002, 1.7202064E-004, 1.8896846E-004
 1.2361704E+002, 2.4919971E+000,-7.0648579E-001,-1.8115769E+000,-4.0794694E-002, 4.9096858E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1811813E-003,-1.7763411E-002, 1.7189259E-004, 1.8876093E-004
 1.2481986E+002, 2.4616583E+000,-6.7815070E-001,-1.7574968E+000,-3.7956498E-002, 5.3472639E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0473689E-002, 4.1526971E-002, 1.7070203E-004, 1.8749353E-004
 1.2600181E+002, 2.4571366E+000,-7.1769863E-001,-1.7160230E+000,-5.4190209E-002, 4.6395919E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5650465E-002, 1.5620617E-002, 1.6907578E-004, 1.8579337E-004
