Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.342E+00, 2.910E+01, 1.321E+01, 2.080E+01, 5.862E+00, 1.841E+03, 6.093E+00, 0.000E+00, 1.023E+01, 6.733E+00, 1.454E-01, 0.000E+00, 0.000E+00, 1.935E+03
