s,kg,C,kW,m
 2.0760693E+002, 9.9462680E+000, 7.1637912E+002, 1.8201914E+002, 4.3683335E-002
 2.0882360E+002, 9.9294434E+000, 7.0997585E+002, 1.8183558E+002, 4.3659186E-002
 2.1001598E+002, 9.9126894E+000, 7.1799758E+002, 1.8296605E+002, 4.3635293E-002
 2.1120016E+002, 9.8961796E+000, 7.1305439E+002, 1.8214811E+002, 4.3611862E-002
 2.1240990E+002, 9.8795802E+000, 7.2492221E+002, 1.8261013E+002, 4.3588378E-002
 2.1361304E+002, 9.8628815E+000, 7.3131720E+002, 1.8207736E+002, 4.3564794E-002
 2.1480678E+002, 9.8463177E+000, 7.2816626E+002, 1.7902129E+002, 4.3541366E-002
 2.1601824E+002, 9.8297365E+000, 7.1811896E+002, 1.8249117E+002, 4.3517748E-002
 2.1722860E+002, 9.8130816E+000, 7.3059638E+002, 1.7953646E+002, 4.3493814E-002
 2.1841741E+002, 9.7966120E+000, 7.1850025E+002, 1.8055060E+002, 4.3469973E-002
 2.1960393E+002, 9.7803571E+000, 7.2817324E+002, 1.7897242E+002, 4.3446323E-002
 2.2080625E+002, 9.7640899E+000, 7.3239395E+002, 1.7960611E+002, 4.3422562E-002
 2.2200091E+002, 9.7478111E+000, 7.4271212E+002, 1.7791173E+002, 4.3398719E-002
 2.2321470E+002, 9.7314963E+000, 7.2160542E+002, 1.7893504E+002, 4.3374712E-002
 2.2441806E+002, 9.7151721E+000, 7.2560048E+002, 1.7702680E+002, 4.3350515E-002
 2.2561902E+002, 9.6989235E+000, 7.3153951E+002, 1.7722459E+002, 4.3326323E-002
 2.2681193E+002, 9.6827531E+000, 7.1591534E+002, 1.7830867E+002, 4.3302281E-002
 2.2801080E+002, 9.6666110E+000, 7.1598634E+002, 1.7656764E+002, 4.3278356E-002
 2.2921229E+002, 9.6503984E+000, 7.1579223E+002, 1.7729937E+002, 4.3254459E-002
 2.3040403E+002, 9.6342902E+000, 7.1579801E+002, 1.7704424E+002, 4.3230917E-002
 2.3161219E+002, 9.6181559E+000, 7.1838636E+002, 1.7607368E+002, 4.3207565E-002
 2.3280889E+002, 9.6020389E+000, 7.1548041E+002, 1.7725981E+002, 4.3184454E-002
 2.3400741E+002, 9.5860365E+000, 7.2116463E+002, 1.7530701E+002, 4.3161683E-002
 2.3522419E+002, 9.5699409E+000, 7.2542115E+002, 1.7516285E+002, 4.3138930E-002
 2.3642259E+002, 9.5538779E+000, 7.3799693E+002, 1.7490474E+002, 4.3116324E-002
 2.3760203E+002, 9.5381036E+000, 7.3383063E+002, 1.7350196E+002, 4.3094135E-002
 2.3880015E+002, 9.5223640E+000, 7.1975211E+002, 1.7431165E+002, 4.3071916E-002
 2.4001993E+002, 9.5064049E+000, 7.3048368E+002, 1.7410674E+002, 4.3049226E-002
 2.4121405E+002, 9.4904895E+000, 7.1409056E+002, 1.7351068E+002, 4.3026477E-002
 2.4243055E+002, 9.4746421E+000, 7.2921571E+002, 1.7159301E+002, 4.3003783E-002
 2.4360984E+002, 9.4589158E+000, 7.2746679E+002, 1.7318670E+002, 4.2981254E-002
 2.4482901E+002, 9.4432597E+000, 7.2231149E+002, 1.7101406E+002, 4.2958838E-002
 2.4601398E+002, 9.4276307E+000, 7.1668050E+002, 1.7088059E+002, 4.2936420E-002
 2.4720933E+002, 9.4121959E+000, 7.0597530E+002, 1.6999510E+002, 4.2914248E-002
 2.4842185E+002, 9.3967146E+000, 7.1960585E+002, 1.6831539E+002, 4.2892026E-002
 2.4961647E+002, 9.3812556E+000, 7.2367664E+002, 1.6855154E+002, 4.2869929E-002
 2.5080076E+002, 9.3660458E+000, 7.2136828E+002, 1.6729793E+002, 4.2848322E-002
 2.5202432E+002, 9.3507056E+000, 7.1816300E+002, 1.6694203E+002, 4.2826611E-002
 2.5322105E+002, 9.3353752E+000, 7.2440946E+002, 1.6693304E+002, 4.2804951E-002
 2.5440787E+002, 9.3202916E+000, 7.1297065E+002, 1.6602377E+002, 4.2783665E-002
 2.5561108E+002, 9.3052090E+000, 7.2142808E+002, 1.6615120E+002, 4.2762406E-002
 2.5681595E+002, 9.2900434E+000, 7.2060825E+002, 1.6520092E+002, 4.2741063E-002
 2.5801575E+002, 9.2749199E+000, 7.2405777E+002, 1.6513087E+002, 4.2719830E-002
 2.5921128E+002, 9.2598772E+000, 7.2830691E+002, 1.6491528E+002, 4.2698753E-002
 2.6041722E+002, 9.2448240E+000, 7.2191668E+002, 1.6389060E+002, 4.2677672E-002
 2.6162509E+002, 9.2297262E+000, 7.2600785E+002, 1.6418418E+002, 4.2656509E-002
 2.6280616E+002, 9.2147951E+000, 7.2600439E+002, 1.6403574E+002, 4.2635533E-002
 2.6401095E+002, 9.1999550E+000, 7.3650337E+002, 1.6380948E+002, 4.2614628E-002
 2.6521587E+002, 9.1849730E+000, 7.3640206E+002, 1.6260694E+002, 4.2593455E-002
 2.6641638E+002, 9.1700558E+000, 7.4534092E+002, 1.6278199E+002, 4.2572286E-002
 2.6761175E+002, 9.1552344E+000, 7.5027801E+002, 1.6210889E+002, 4.2551120E-002
 2.6880491E+002, 9.1405000E+000, 7.2861582E+002, 1.6228627E+002, 4.2529891E-002
 2.7001518E+002, 9.1256915E+000, 7.1978538E+002, 1.6183633E+002, 4.2508325E-002
 2.7122387E+002, 9.1108035E+000, 7.2844439E+002, 1.6120155E+002, 4.2486420E-002
 2.7241512E+002, 9.0961106E+000, 7.2930738E+002, 1.6153673E+002, 4.2464695E-002
 2.7360449E+002, 9.0815298E+000, 7.3588455E+002, 1.6066852E+002, 4.2443144E-002
 2.7480335E+002, 9.0669593E+000, 7.2172216E+002, 1.6025985E+002, 4.2421653E-002
 2.7600990E+002, 9.0522850E+000, 7.2062172E+002, 1.5863088E+002, 4.2400041E-002
 2.7720507E+002, 9.0377024E+000, 7.2459705E+002, 1.5893556E+002, 4.2378597E-002
 2.7841829E+002, 9.0231170E+000, 7.3904335E+002, 1.5937561E+002, 4.2357212E-002
 2.7961404E+002, 9.0085232E+000, 7.1830628E+002, 1.5780168E+002, 4.2335902E-002
 2.8080542E+002, 8.9941209E+000, 7.3335506E+002, 1.5699361E+002, 4.2314933E-002
 2.8201229E+002, 8.9797369E+000, 7.3135096E+002, 1.5698557E+002, 4.2294001E-002
 2.8321064E+002, 8.9653454E+000, 7.3062110E+002, 1.5659555E+002, 4.2273063E-002
 2.8440084E+002, 8.9511339E+000, 7.3848304E+002, 1.5669206E+002, 4.2252370E-002
 2.8561638E+002, 8.9368702E+000, 7.3022585E+002, 1.5532796E+002, 4.2231559E-002
 2.8681754E+002, 8.9225764E+000, 7.3215323E+002, 1.5528973E+002, 4.2210653E-002
 2.8801944E+002, 8.9083993E+000, 7.2588259E+002, 1.5455274E+002, 4.2189871E-002
 2.8921955E+002, 8.8942539E+000, 7.2585709E+002, 1.5479574E+002, 4.2169102E-002
 2.9041239E+002, 8.8801795E+000, 7.2494253E+002, 1.5350980E+002, 4.2148434E-002
 2.9161097E+002, 8.8661534E+000, 7.2302412E+002, 1.5359648E+002, 4.2127874E-002
 2.9282479E+002, 8.8520230E+000, 7.2550861E+002, 1.5342179E+002, 4.2107225E-002
 2.9400063E+002, 8.8380337E+000, 7.3131714E+002, 1.5317067E+002, 4.2086851E-002
 2.9521311E+002, 8.8240886E+000, 7.2376041E+002, 1.5241693E+002, 4.2066611E-002
 2.9641324E+002, 8.8100295E+000, 7.2778083E+002, 1.5357789E+002, 4.2046268E-002
 2.9762905E+002, 8.7959831E+000, 7.2953812E+002, 1.5146682E+002, 4.2025988E-002
 2.9882996E+002, 8.7819453E+000, 7.1652878E+002, 1.5159519E+002, 4.2005756E-002
 3.0001695E+002, 8.7681399E+000, 7.1947172E+002, 1.5242423E+002, 4.1985893E-002
 3.0121813E+002, 8.7543163E+000, 7.3028194E+002, 1.5083549E+002, 4.1966041E-002
 3.0241010E+002, 8.7404869E+000, 7.1750991E+002, 1.5067973E+002, 4.1946234E-002
 3.0360719E+002, 8.7267613E+000, 7.1506381E+002, 1.5041086E+002, 4.1926634E-002
 3.0481633E+002, 8.7129344E+000, 7.1398893E+002, 1.5020559E+002, 4.1906934E-002
 3.0600527E+002, 8.6992029E+000, 7.3406634E+002, 1.4914997E+002, 4.1887419E-002
 3.0720046E+002, 8.6856089E+000, 7.2789018E+002, 1.4991335E+002, 4.1868154E-002
 3.0842061E+002, 8.6718947E+000, 7.3877888E+002, 1.4954588E+002, 4.1848774E-002
 3.0962969E+002, 8.6581014E+000, 7.2418719E+002, 1.4680857E+002, 4.1829298E-002
 3.1081484E+002, 8.6445528E+000, 7.2157608E+002, 1.4780814E+002, 4.1810146E-002
 3.1201845E+002, 8.6310675E+000, 7.1646769E+002, 1.4720963E+002, 4.1791034E-002
 3.1322783E+002, 8.6174464E+000, 7.2959433E+002, 1.4785508E+002, 4.1771689E-002
 3.1441366E+002, 8.6039629E+000, 7.2322604E+002, 1.4701716E+002, 4.1752525E-002
 3.1563014E+002, 8.5904548E+000, 7.2184301E+002, 1.4498035E+002, 4.1733338E-002
 3.1680158E+002, 8.5770658E+000, 7.2942715E+002, 1.4611390E+002, 4.1714329E-002
 3.1800056E+002, 8.5638364E+000, 7.1860365E+002, 1.4701180E+002, 4.1695554E-002
 3.1920138E+002, 8.5504442E+000, 7.2907316E+002, 1.4564705E+002, 4.1676550E-002
 3.2040425E+002, 8.5370537E+000, 7.3534957E+002, 1.4568179E+002, 4.1657540E-002
 3.2160821E+002, 8.5236760E+000, 7.1778057E+002, 1.4508686E+002, 4.1638546E-002
 3.2280867E+002, 8.5103520E+000, 7.1987428E+002, 1.4534833E+002, 4.1619625E-002
 3.2401547E+002, 8.4970066E+000, 7.2281220E+002, 1.4423960E+002, 4.1600661E-002
 3.2522439E+002, 8.4836322E+000, 7.2741727E+002, 1.4494346E+002, 4.1581659E-002
 3.2640492E+002, 8.4704150E+000, 7.3375003E+002, 1.4429018E+002, 4.1562910E-002
 3.2760243E+002, 8.4572657E+000, 7.2157306E+002, 1.4487707E+002, 4.1544297E-002
 3.2881104E+002, 8.4439605E+000, 7.2183341E+002, 1.4400433E+002, 4.1525496E-002
 3.3002457E+002, 8.4305695E+000, 7.2191714E+002, 1.4355678E+002, 4.1506587E-002
 3.3121223E+002, 8.4173194E+000, 7.2573745E+002, 1.4481061E+002, 4.1487891E-002
 3.3241517E+002, 8.4041210E+000, 7.2747580E+002, 1.4435215E+002, 4.1469293E-002
 3.3361497E+002, 8.3908569E+000, 7.4328196E+002, 1.4417870E+002, 4.1450626E-002
