Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.389E+00, 2.980E+01, 1.355E+01, 2.144E+01, 5.919E+00, 2.470E+03, 6.806E+00, 0.000E+00, 1.054E+01, 7.225E+00, 1.581E-01, 0.000E+00, 0.000E+00, 2.567E+03
