s,kg,C,kW,m
 2.0760784E+002, 1.2268810E+001, 4.8202536E+002, 1.3523640E+002, 4.7009976E-002
 2.0881433E+002, 1.2256374E+001, 4.7716255E+002, 1.3644081E+002, 4.6995587E-002
 2.1002466E+002, 1.2243770E+001, 4.7890929E+002, 1.3670393E+002, 4.6981146E-002
 2.1120675E+002, 1.2231281E+001, 4.7978528E+002, 1.3689515E+002, 4.6966994E-002
 2.1242912E+002, 1.2218646E+001, 4.8156774E+002, 1.3753656E+002, 4.6952790E-002
 2.1361619E+002, 1.2205932E+001, 4.7957694E+002, 1.3831426E+002, 4.6938522E-002
 2.1481668E+002, 1.2193310E+001, 4.8619159E+002, 1.3943204E+002, 4.6924378E-002
 2.1602629E+002, 1.2180548E+001, 4.8109542E+002, 1.3791735E+002, 4.6909994E-002
 2.1721880E+002, 1.2167814E+001, 4.7661924E+002, 1.3799108E+002, 4.6895517E-002
 2.1841679E+002, 1.2155241E+001, 4.7643700E+002, 1.3480283E+002, 4.6881251E-002
 2.1960336E+002, 1.2143003E+001, 4.7313721E+002, 1.3308617E+002, 4.6867350E-002
 2.2080342E+002, 1.2130985E+001, 4.7592949E+002, 1.3114412E+002, 4.6853719E-002
 2.2200514E+002, 1.2118967E+001, 4.7908078E+002, 1.3005116E+002, 4.6840208E-002
 2.2320267E+002, 1.2107041E+001, 4.7812854E+002, 1.3009571E+002, 4.6826815E-002
 2.2441425E+002, 1.2095020E+001, 4.8006897E+002, 1.3115570E+002, 4.6813328E-002
 2.2563451E+002, 1.2082848E+001, 4.8132557E+002, 1.2969307E+002, 4.6799668E-002
 2.2680868E+002, 1.2070875E+001, 4.8826648E+002, 1.3105637E+002, 4.6786150E-002
 2.2800093E+002, 1.2059068E+001, 4.7986904E+002, 1.3000766E+002, 4.6772555E-002
 2.2922142E+002, 1.2047034E+001, 4.7666536E+002, 1.3029467E+002, 4.6758505E-002
 2.3040569E+002, 1.2035108E+001, 4.7559408E+002, 1.2901973E+002, 4.6744664E-002
 2.3160088E+002, 1.2023377E+001, 4.7776047E+002, 1.2792692E+002, 4.6731209E-002
 2.3280267E+002, 1.2011557E+001, 4.8001553E+002, 1.2917272E+002, 4.6717801E-002
 2.3402145E+002, 1.1999621E+001, 4.7839522E+002, 1.2832952E+002, 4.6704315E-002
 2.3521354E+002, 1.1987757E+001, 4.8805479E+002, 1.2756997E+002, 4.6690898E-002
 2.3642450E+002, 1.1976042E+001, 4.8356558E+002, 1.2674603E+002, 4.6677379E-002
 2.3761225E+002, 1.1964412E+001, 4.7909209E+002, 1.2662075E+002, 4.6663642E-002
 2.3881508E+002, 1.1952804E+001, 4.8467321E+002, 1.2666852E+002, 4.6649929E-002
 2.4002172E+002, 1.1941103E+001, 4.8702605E+002, 1.2694599E+002, 4.6636148E-002
 2.4120989E+002, 1.1929460E+001, 4.9647929E+002, 1.2736945E+002, 4.6622285E-002
 2.4240740E+002, 1.1917896E+001, 4.9365653E+002, 1.2632160E+002, 4.6608036E-002
 2.4360393E+002, 1.1906308E+001, 4.9905561E+002, 1.2677052E+002, 4.6593335E-002
 2.4481428E+002, 1.1894599E+001, 5.0843163E+002, 1.2709119E+002, 4.6578065E-002
 2.4602326E+002, 1.1882784E+001, 5.1285669E+002, 1.2837602E+002, 4.6561951E-002
 2.4720632E+002, 1.1871036E+001, 5.0434550E+002, 1.2809985E+002, 4.6545022E-002
 2.4840028E+002, 1.1859324E+001, 4.9792993E+002, 1.2935367E+002, 4.6527535E-002
 2.4961832E+002, 1.1847443E+001, 5.0052959E+002, 1.2840104E+002, 4.6509750E-002
 2.5081175E+002, 1.1835545E+001, 5.0852676E+002, 1.3068354E+002, 4.6492025E-002
 2.5200042E+002, 1.1823789E+001, 5.0600206E+002, 1.2964044E+002, 4.6474454E-002
 2.5321537E+002, 1.1811860E+001, 5.1613123E+002, 1.2832356E+002, 4.6456366E-002
 2.5442262E+002, 1.1799892E+001, 5.0428443E+002, 1.3044141E+002, 4.6437760E-002
 2.5560274E+002, 1.1788127E+001, 4.9940692E+002, 1.2874091E+002, 4.6419138E-002
 2.5681394E+002, 1.1776363E+001, 4.9771036E+002, 1.2773275E+002, 4.6400734E-002
 2.5800584E+002, 1.1764624E+001, 4.9842032E+002, 1.2579687E+002, 4.6382695E-002
 2.5920035E+002, 1.1753140E+001, 4.9457472E+002, 1.2549603E+002, 4.6365252E-002
 2.6042048E+002, 1.1741667E+001, 5.0329927E+002, 1.2348950E+002, 4.6348028E-002
 2.6163647E+002, 1.1730190E+001, 4.9886973E+002, 1.2178540E+002, 4.6330906E-002
 2.6282884E+002, 1.1718882E+001, 4.9896385E+002, 1.2255234E+002, 4.6314009E-002
 2.6403292E+002, 1.1707712E+001, 4.9298099E+002, 1.2087448E+002, 4.6297408E-002
 2.6520080E+002, 1.1696767E+001, 4.9608903E+002, 1.2119992E+002, 4.6281268E-002
 2.6641546E+002, 1.1685820E+001, 4.9924162E+002, 1.2041942E+002, 4.6265327E-002
 2.6761464E+002, 1.1674737E+001, 5.0846777E+002, 1.1988093E+002, 4.6249330E-002
 2.6882201E+002, 1.1663609E+001, 5.0223967E+002, 1.2111393E+002, 4.6233277E-002
 2.7000563E+002, 1.1652517E+001, 5.0371635E+002, 1.2142968E+002, 4.6217164E-002
 2.7121590E+002, 1.1641362E+001, 5.0784264E+002, 1.2166712E+002, 4.6200953E-002
 2.7241136E+002, 1.1630108E+001, 4.9964998E+002, 1.2256638E+002, 4.6184476E-002
 2.7361259E+002, 1.1618913E+001, 4.9861191E+002, 1.2207001E+002, 4.6168088E-002
 2.7482948E+002, 1.1607588E+001, 5.0322746E+002, 1.2210335E+002, 4.6151717E-002
 2.7601023E+002, 1.1596352E+001, 5.0326176E+002, 1.2239510E+002, 4.6135661E-002
 2.7721409E+002, 1.1585197E+001, 5.0475704E+002, 1.2309583E+002, 4.6119766E-002
 2.7841491E+002, 1.1573956E+001, 5.0685292E+002, 1.2252065E+002, 4.6103715E-002
 2.7960102E+002, 1.1562785E+001, 5.0285827E+002, 1.2236936E+002, 4.6087707E-002
 2.8080173E+002, 1.1551570E+001, 5.1190133E+002, 1.2328261E+002, 4.6071678E-002
 2.8200309E+002, 1.1540262E+001, 5.1353473E+002, 1.2343287E+002, 4.6055511E-002
 2.8322722E+002, 1.1528771E+001, 5.1101859E+002, 1.2407962E+002, 4.6038888E-002
 2.8442325E+002, 1.1517262E+001, 5.1256663E+002, 1.2524743E+002, 4.6022110E-002
 2.8560136E+002, 1.1505949E+001, 5.0717992E+002, 1.2522769E+002, 4.6005534E-002
 2.8683364E+002, 1.1494417E+001, 5.1213731E+002, 1.2512904E+002, 4.5988615E-002
 2.8800398E+002, 1.1482928E+001, 5.2186149E+002, 1.2602744E+002, 4.5971807E-002
 2.8921142E+002, 1.1471564E+001, 5.1795005E+002, 1.2385247E+002, 4.5955012E-002
 2.9041109E+002, 1.1460145E+001, 5.1008163E+002, 1.2468602E+002, 4.5937709E-002
 2.9161192E+002, 1.1448834E+001, 5.0769469E+002, 1.2305434E+002, 4.5920323E-002
 2.9282387E+002, 1.1437486E+001, 5.0687537E+002, 1.2352707E+002, 4.5903003E-002
 2.9402997E+002, 1.1426136E+001, 5.0724542E+002, 1.2273671E+002, 4.5885968E-002
 2.9520437E+002, 1.1415004E+001, 5.1232372E+002, 1.2299071E+002, 4.5869476E-002
 2.9641484E+002, 1.1403831E+001, 5.1135855E+002, 1.2154894E+002, 4.5853076E-002
 2.9762866E+002, 1.1392557E+001, 5.0748110E+002, 1.2114206E+002, 4.5836541E-002
 2.9880998E+002, 1.1381488E+001, 5.1528879E+002, 1.1961505E+002, 4.5820242E-002
 3.0000722E+002, 1.1370612E+001, 5.1443283E+002, 1.1938698E+002, 4.5804151E-002
 3.0122786E+002, 1.1359615E+001, 5.0973576E+002, 1.1795191E+002, 4.5787726E-002
 3.0242118E+002, 1.1348737E+001, 5.0346684E+002, 1.1817339E+002, 4.5771374E-002
 3.0360928E+002, 1.1338059E+001, 5.0364542E+002, 1.1737975E+002, 4.5755406E-002
 3.0480656E+002, 1.1327385E+001, 5.1139454E+002, 1.1688723E+002, 4.5739673E-002
 3.0601594E+002, 1.1316625E+001, 5.1586241E+002, 1.1639396E+002, 4.5724021E-002
 3.0722702E+002, 1.1305824E+001, 5.1292081E+002, 1.1664780E+002, 4.5708332E-002
 3.0840076E+002, 1.1295230E+001, 5.1605473E+002, 1.1643366E+002, 4.5692797E-002
 3.0962659E+002, 1.1284622E+001, 5.2295621E+002, 1.1471504E+002, 4.5677073E-002
 3.1081045E+002, 1.1274035E+001, 5.1548975E+002, 1.1457586E+002, 4.5661117E-002
 3.1201247E+002, 1.1263564E+001, 5.1130690E+002, 1.1396569E+002, 4.5645082E-002
 3.1321181E+002, 1.1253063E+001, 5.1587857E+002, 1.1373701E+002, 4.5628977E-002
 3.1441979E+002, 1.1242561E+001, 5.1991433E+002, 1.1462639E+002, 4.5612920E-002
 3.1561539E+002, 1.1232099E+001, 5.1458528E+002, 1.1333786E+002, 4.5596871E-002
 3.1683052E+002, 1.1221636E+001, 5.1751166E+002, 1.1341994E+002, 4.5580735E-002
 3.1802363E+002, 1.1211170E+001, 5.1395880E+002, 1.1359463E+002, 4.5564599E-002
 3.1920472E+002, 1.1200855E+001, 5.1330917E+002, 1.1255920E+002, 4.5548753E-002
 3.2040857E+002, 1.1190512E+001, 5.1829967E+002, 1.1403816E+002, 4.5532965E-002
 3.2162573E+002, 1.1179983E+001, 5.1578019E+002, 1.1264278E+002, 4.5516988E-002
 3.2282326E+002, 1.1169539E+001, 5.1898241E+002, 1.1354474E+002, 4.5501134E-002
 3.2402776E+002, 1.1159148E+001, 5.1818100E+002, 1.1207205E+002, 4.5485329E-002
 3.2522108E+002, 1.1148825E+001, 5.2289926E+002, 1.1290946E+002, 4.5469590E-002
 3.2641004E+002, 1.1138564E+001, 5.2095089E+002, 1.1244159E+002, 4.5453876E-002
 3.2761204E+002, 1.1128267E+001, 5.3059215E+002, 1.1218678E+002, 4.5438030E-002
 3.2880957E+002, 1.1117939E+001, 5.3119697E+002, 1.1219204E+002, 4.5421991E-002
 3.3002731E+002, 1.1107535E+001, 5.3057089E+002, 1.1262613E+002, 4.5405555E-002
 3.3122866E+002, 1.1097137E+001, 5.2779592E+002, 1.1267427E+002, 4.5388840E-002
 3.3242197E+002, 1.1086836E+001, 5.3211874E+002, 1.1196726E+002, 4.5372050E-002
 3.3362691E+002, 1.1076532E+001, 5.3116984E+002, 1.1207847E+002, 4.5355081E-002
