s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 3.0000000E+001, 2.1000139E+001, 9.9998653E-001, 4.8045308E-007, 3.6500766E-028, 4.8421782E-002
 6.0000000E+001, 2.2000139E+001, 9.9997109E-001, 5.5153231E-007, 5.1006632E-028, 4.8580453E-002
 9.0000000E+001, 2.3000139E+001, 9.9995333E-001, 6.3248245E-007, 7.1116422E-028, 4.8761167E-002
 1.2000000E+002, 2.4000139E+001, 9.9993300E-001, 7.2457368E-007, 9.8933095E-028, 4.8966698E-002
 1.5000000E+002, 2.5000139E+001, 9.9990976E-001, 8.2922338E-007, 1.3732563E-027, 4.9200241E-002
 1.8000000E+002, 2.6000139E+001, 9.9988312E-001, 9.4801004E-007, 1.9019955E-027, 4.9465291E-002
 2.1000000E+002, 2.7000139E+001, 9.9985272E-001, 1.0826883E-006, 2.6286016E-027, 4.9765795E-002
 2.4000000E+002, 2.8000139E+001, 9.9981797E-001, 1.2352039E-006, 3.6249907E-027, 5.0106067E-002
 2.7000000E+002, 2.9000139E+001, 9.9977839E-001, 1.4077098E-006, 4.9884436E-027, 5.0490871E-002
 3.0000000E+002, 3.0000139E+001, 9.9973327E-001, 1.6025817E-006, 6.8502817E-027, 5.0925508E-002
 3.3000000E+002, 3.1000137E+001, 9.9968201E-001, 1.8224340E-006, 9.3874155E-027, 5.1415820E-002
 3.6000000E+002, 3.2000137E+001, 9.9962366E-001, 2.0701339E-006, 1.2837688E-026, 5.1968172E-002
 3.9000000E+002, 3.3000137E+001, 9.9955750E-001, 2.3488151E-006, 1.7520219E-026, 5.2589506E-002
 4.2000000E+002, 3.4000137E+001, 9.9948239E-001, 2.6618884E-006, 2.3862327E-026, 5.3287424E-002
 4.5000000E+002, 3.5000137E+001, 9.9939740E-001, 3.0130495E-006, 3.2435101E-026, 5.4070130E-002
 4.8000000E+002, 3.6000137E+001, 9.9930120E-001, 3.4062821E-006, 4.4000267E-026, 5.4946482E-002
 5.1000000E+002, 3.7000137E+001, 9.9919254E-001, 3.8458538E-006, 5.9571885E-026, 5.5925939E-002
 5.4000000E+002, 3.8000134E+001, 9.9906993E-001, 4.3363048E-006, 8.0497345E-026, 5.7018574E-002
 5.7000000E+002, 3.9000134E+001, 9.9893177E-001, 4.8824249E-006, 1.0856356E-025, 5.8235005E-002
 6.0000000E+002, 4.0000134E+001, 9.9877638E-001, 5.4892180E-006, 1.4613590E-025, 5.9586335E-002
 6.3000000E+002, 4.1000134E+001, 9.9860179E-001, 6.1618489E-006, 1.9633968E-025, 6.1083913E-002
 6.6000000E+002, 4.2000134E+001, 9.9840593E-001, 6.9055682E-006, 2.6329660E-025, 6.2739432E-002
 6.9000000E+002, 4.3000130E+001, 9.9818665E-001, 7.7256145E-006, 3.5243278E-025, 6.4564347E-002
 7.2000000E+002, 4.4000130E+001, 9.9794155E-001, 8.6270848E-006, 4.7087837E-025, 6.6569909E-002
 7.5000000E+002, 4.5000130E+001, 9.9766815E-001, 9.6147678E-006, 6.2798623E-025, 6.8766594E-002
 7.8000000E+002, 4.6000126E+001, 9.9736381E-001, 1.0692939E-005, 8.3600323E-025, 7.1163729E-002
 8.1000000E+002, 4.7000126E+001, 9.9702561E-001, 1.1865111E-005, 1.1109371E-024, 7.3768765E-002
 8.4000000E+002, 4.8000126E+001, 9.9665087E-001, 1.3133720E-005, 1.4736760E-024, 7.6586954E-002
 8.7000000E+002, 4.9000122E+001, 9.9623662E-001, 1.4499777E-005, 1.9514287E-024, 7.9620138E-002
 9.0000000E+002, 5.0000122E+001, 9.9577993E-001, 1.5962436E-005, 2.5795777E-024, 8.2865939E-002
 9.3000000E+002, 5.1000118E+001, 9.9527794E-001, 1.7518529E-005, 3.4040563E-024, 8.6316831E-002
 9.6000000E+002, 5.2000118E+001, 9.9472791E-001, 1.9162020E-005, 4.4843962E-024, 8.9958780E-002
 9.9000000E+002, 5.3000114E+001, 9.9412739E-001, 2.0883446E-005, 5.8976243E-024, 9.3770035E-002
