s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 2.0404184E+001, 1.8436248E+000,-5.3117161E-001,-1.3392302E+000,-2.8477980E-002, 2.2829693E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4622773E-002,-3.2425362E-002, 1.2553249E-004, 1.4575652E-004
 2.1605774E+001, 1.9789969E+000,-5.6213732E-001,-1.3322916E+000,-3.8821718E-002, 2.7293314E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6274728E-002, 7.3039510E-002, 1.3565260E-004, 1.5549792E-004
 2.2815765E+001, 1.8541304E+000,-5.2936638E-001,-1.3863669E+000,-5.4015243E-002, 2.3862640E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4110345E-002,-9.1755560E-002, 1.2567087E-004, 1.4514763E-004
 2.4000570E+001, 1.7447520E+000,-4.9379683E-001,-1.2555857E+000,-3.2156442E-002, 2.5118494E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0289796E-003,-1.1668459E-002, 1.2035796E-004, 1.3947428E-004
 2.5221283E+001, 1.8215179E+000,-5.3013418E-001,-1.3075210E+000,-3.8884461E-002, 2.4730423E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1415691E-003,-3.0291364E-002, 1.2627298E-004, 1.4502928E-004
 2.6400021E+001, 2.0285406E+000,-5.6906687E-001,-1.4274749E+000,-6.2966721E-002, 2.6764636E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3793825E-002,-4.2032834E-003, 1.4113068E-004, 1.5954611E-004
 2.7621508E+001, 2.0035217E+000,-5.7260577E-001,-1.3706218E+000,-7.5899491E-002, 2.7074469E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1364416E-002, 1.1469092E-002, 1.3826857E-004, 1.5639192E-004
 2.8809753E+001, 2.1730519E+000,-6.1854891E-001,-1.5674342E+000,-6.6367441E-002, 2.8216924E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9841894E-003,-5.1081782E-002, 1.5140407E-004, 1.6927940E-004
 3.0001520E+001, 2.1630441E+000,-6.0988575E-001,-1.4808407E+000,-1.2044893E-001, 2.9501805E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8770973E-002,-1.8629435E-002, 1.4936716E-004, 1.6702633E-004
 3.1229937E+001, 1.9774057E+000,-5.5979537E-001,-1.5572368E+000,-1.2921901E-001, 2.8942868E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6611263E-001,-2.3990255E-001, 1.3761830E-004, 1.5509163E-004
 3.2425022E+001, 2.0255021E+000,-5.8331791E-001,-1.3711258E+000,-7.0871113E-002, 2.8212193E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6857416E-002, 2.8399439E-002, 1.4123365E-004, 1.5853141E-004
 3.3623379E+001, 2.1138539E+000,-6.0544989E-001,-1.5307327E+000,-1.0272923E-001, 2.8884980E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3890400E-002,-9.6172937E-002, 1.4637238E-004, 1.6348525E-004
 3.4808678E+001, 2.2526202E+000,-6.5278017E-001,-1.5222091E+000,-8.2967393E-002, 3.0565824E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8684229E-002, 2.5229346E-002, 1.5771798E-004, 1.7465304E-004
 3.6016457E+001, 2.3876786E+000,-6.7571353E-001,-1.7207595E+000,-8.7940431E-002, 3.2705213E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2283591E-002,-6.4029603E-002, 1.6764283E-004, 1.8441946E-004
 3.7211781E+001, 2.2916984E+000,-6.6676873E-001,-1.7498156E+000,-7.6992858E-002, 3.1732479E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0956340E-001,-1.7014633E-001, 1.6085308E-004, 1.7749247E-004
 3.8404423E+001, 2.2419422E+000,-6.6193798E-001,-1.4516898E+000,-5.0710403E-002, 3.0416741E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1768219E-001, 1.0802074E-001, 1.5433595E-004, 1.7085953E-004
 3.9619396E+001, 2.4938305E+000,-7.1048995E-001,-1.6320592E+000,-5.3865046E-002, 3.3322139E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5562064E-001, 1.3073842E-001, 1.7571607E-004, 1.9213890E-004
 4.0813568E+001, 2.5456626E+000,-7.2315708E-001,-1.9609731E+000,-1.1718578E-001, 3.5208528E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6223530E-001,-2.2044475E-001, 1.7528463E-004, 1.9161696E-004
 4.2005875E+001, 2.4958899E+000,-7.2036878E-001,-1.7516061E+000,-6.0402909E-002, 3.3520316E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2504946E-002,-2.9675740E-003, 1.7358857E-004, 1.8984685E-004
 4.3210228E+001, 2.5994233E+000,-7.4666916E-001,-1.8687362E+000,-6.3458391E-002, 3.5707252E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2210383E-002,-4.3733223E-002, 1.8023087E-004, 1.9643078E-004
 4.4422173E+001, 2.6221358E+000,-7.5954673E-001,-1.8540600E+000,-5.5017357E-002, 3.3407338E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5614717E-003,-1.3080989E-002, 1.8155550E-004, 1.9770778E-004
 4.5608570E+001, 2.6800646E+000,-7.7692748E-001,-1.8881926E+000,-4.6994906E-002, 3.3315419E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8637411E-002, 1.2650087E-003, 1.8523887E-004, 2.0135393E-004
 4.6808617E+001, 2.6842426E+000,-7.6886129E-001,-1.9006490E+000,-6.8442470E-002, 3.6250464E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8232772E-002,-1.7459637E-002, 1.8682889E-004, 2.0291491E-004
 4.8022587E+001, 2.5938751E+000,-7.3216040E-001,-1.8042938E+000,-8.8140748E-002, 3.5231986E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5099871E-002, 4.5121022E-003, 1.7892133E-004, 1.9498501E-004
 4.9225803E+001, 2.4959087E+000,-7.1964383E-001,-1.8378751E+000,-8.0904303E-002, 3.5837522E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5457947E-002,-1.0667702E-001, 1.7347740E-004, 1.8952122E-004
 5.0417461E+001, 2.4930819E+000,-7.3883833E-001,-1.7359150E+000,-7.7661789E-002, 3.3120485E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7832015E-004,-2.6212734E-002, 1.7191283E-004, 1.8792880E-004
 5.1606430E+001, 2.5128777E+000,-7.0910285E-001,-1.8671528E+000,-6.0410249E-002, 3.3822307E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8467963E-002,-8.9965952E-002, 1.7403306E-004, 1.9000983E-004
 5.2816658E+001, 2.4722910E+000,-7.0801042E-001,-1.7615392E+000,-5.6887036E-002, 3.4479637E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4566417E-002,-1.9665937E-002, 1.7096473E-004, 1.8689338E-004
 5.4020138E+001, 2.3755427E+000,-6.7256588E-001,-1.7180489E+000,-6.0863891E-002, 3.4536649E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6714780E-003,-4.1399341E-002, 1.6455880E-004, 1.8043531E-004
 5.5216343E+001, 2.3280637E+000,-6.7213467E-001,-1.6075931E+000,-5.2436662E-002, 3.2839206E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6776098E-002, 2.8738487E-002, 1.6020314E-004, 1.7602401E-004
 5.6407806E+001, 2.3482568E+000,-6.8419679E-001,-1.6772339E+000,-7.1232178E-002, 3.3288958E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6513962E-002,-5.1117117E-002, 1.6235557E-004, 1.7811471E-004
 5.7609058E+001, 2.3566215E+000,-6.5658968E-001,-1.7215556E+000,-6.8129005E-002, 3.6698578E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3098421E-002,-5.2954252E-002, 1.6339476E-004, 1.7908637E-004
 5.8800304E+001, 2.2761395E+000,-6.5716241E-001,-1.5135757E+000,-1.1863212E-001, 3.4278491E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5736829E-002, 2.1047740E-002, 1.5644258E-004, 1.7206419E-004
 6.0003338E+001, 2.1956209E+000,-6.2819342E-001,-1.6553884E+000,-6.6729596E-002, 3.1571145E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.9884344E-002,-1.2311941E-001, 1.5189573E-004, 1.6744542E-004
 6.1200562E+001, 2.1820208E+000,-6.1649204E-001,-1.5433460E+000,-1.0914526E-001, 3.1905939E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4296507E-002,-5.5056611E-002, 1.5218460E-004, 1.6765748E-004
 6.2408466E+001, 2.2132734E+000,-6.5291660E-001,-1.6082012E+000,-3.7277788E-002, 3.2206111E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7478224E-002,-5.2916079E-002, 1.5288713E-004, 1.6827701E-004
 6.3605091E+001, 2.2743807E+000,-6.4154694E-001,-1.6841343E+000,-5.9487542E-002, 3.5263522E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0427602E-002,-7.5524591E-002, 1.5867594E-004, 1.7398057E-004
 6.4813240E+001, 2.2570543E+000,-6.2868891E-001,-1.4928923E+000,-8.7742090E-002, 3.4122765E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3254916E-001, 8.1853729E-002, 1.5591645E-004, 1.7113642E-004
 6.6024719E+001, 2.1895581E+000,-6.5214762E-001,-1.6732453E+000,-5.1503810E-002, 3.1180779E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2351335E-001,-1.5615788E-001, 1.5115544E-004, 1.6629551E-004
 6.7223114E+001, 2.2829749E+000,-6.6177765E-001,-1.6232337E+000,-5.7973198E-002, 3.2630927E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8521744E-004,-2.7378701E-002, 1.6047615E-004, 1.7554061E-004
 6.8416435E+001, 2.3836238E+000,-6.6152125E-001,-1.6949758E+000,-7.5221142E-002, 3.6455801E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3256578E-002,-1.1638627E-002, 1.6469472E-004, 1.7968518E-004
 6.9612244E+001, 2.3397887E+000,-6.7035428E-001,-1.6506124E+000,-5.3207435E-002, 3.4362896E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8981632E-002,-2.2467573E-005, 1.6206131E-004, 1.7698097E-004
 7.0818871E+001, 2.2874027E+000,-6.4819178E-001,-1.6393232E+000,-5.8865805E-002, 3.5926801E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3670674E-002,-2.3051301E-002, 1.5841659E-004, 1.7327128E-004
 7.2006012E+001, 2.2529899E+000,-6.4819165E-001,-1.6566213E+000,-5.3597723E-002, 3.2166172E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7618004E-002,-7.3254622E-002, 1.5520134E-004, 1.6999531E-004
 7.3218597E+001, 2.2710102E+000,-6.6723141E-001,-1.5752645E+000,-3.3889213E-002, 3.2380777E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4606541E-002, 2.7005812E-002, 1.5692480E-004, 1.7165984E-004
 7.4413734E+001, 2.2768456E+000,-6.3331628E-001,-1.6334203E+000,-8.2813545E-002, 3.6900559E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4144290E-003,-3.5803935E-002, 1.5847938E-004, 1.7315622E-004
 7.5605881E+001, 2.1972402E+000,-6.2358312E-001,-1.6069214E+000,-1.1000360E-001, 3.5757084E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5182628E-002,-1.0751079E-001, 1.5232198E-004, 1.6694247E-004
 7.6801552E+001, 2.1330572E+000,-6.2427961E-001,-1.5770451E+000,-4.3232836E-002, 3.2976819E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4251062E-002,-7.8523489E-002, 1.4777291E-004, 1.6233881E-004
 7.8011864E+001, 2.1533835E+000,-6.1614200E-001,-1.5185492E+000,-4.3779279E-002, 3.1851921E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0751330E-002, 6.7648970E-003, 1.4856150E-004, 1.6307114E-004
 7.9214920E+001, 2.1933631E+000,-6.3677828E-001,-1.6195786E+000,-4.3518862E-002, 3.4090965E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3079005E-002,-7.2421664E-002, 1.5119610E-004, 1.6564530E-004
 8.0414993E+001, 2.1978723E+000,-6.1964014E-001,-1.5782180E+000,-2.7378611E-002, 3.2545235E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0633648E-002, 5.1807584E-003, 1.5217657E-004, 1.6656293E-004
 8.1622887E+001, 2.2164645E+000,-6.3637802E-001,-1.5847790E+000,-4.8732680E-002, 3.2788871E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3886808E-003,-2.0636309E-002, 1.5408884E-004, 1.6841248E-004
 8.2803307E+001, 2.2685664E+000,-6.4878814E-001,-1.6036161E+000,-5.7524761E-002, 3.4870759E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7306342E-002,-6.4919038E-003, 1.5696141E-004, 1.7122554E-004
 8.4006851E+001, 2.2629597E+000,-6.3925590E-001,-1.6404517E+000,-6.7510418E-002, 3.6295863E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0038881E-002,-4.7962487E-002, 1.5631083E-004, 1.7051994E-004
 8.5211075E+001, 2.2288121E+000,-6.3721217E-001,-1.5315234E+000,-6.2667878E-002, 3.4756675E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3015012E-002, 3.2165302E-002, 1.5385951E-004, 1.6801769E-004
 8.6420029E+001, 2.2183850E+000,-6.3158888E-001,-1.6141068E+000,-5.4314219E-002, 3.5870741E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1374929E-002,-4.5754110E-002, 1.5353405E-004, 1.6764513E-004
 8.7616745E+001, 2.1998471E+000,-6.2910374E-001,-1.6456164E+000,-5.3104099E-002, 3.1776596E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4980832E-002,-9.6200503E-002, 1.5196738E-004, 1.6603280E-004
 8.8823433E+001, 2.1889528E+000,-6.2574850E-001,-1.6201071E+000,-3.8121326E-002, 3.5963919E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3490480E-002,-5.9060166E-002, 1.5156376E-004, 1.6558396E-004
 9.0002090E+001, 2.1833703E+000,-6.2106765E-001,-1.5927257E+000,-4.7780190E-002, 3.2245043E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1607117E-002,-4.5958238E-002, 1.5043910E-004, 1.6441458E-004
 9.1201767E+001, 2.1736888E+000,-6.2308113E-001,-1.5785292E+000,-5.0454544E-002, 3.1854198E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4860560E-002,-4.6521915E-002, 1.5043825E-004, 1.6436944E-004
 9.2406624E+001, 2.1866140E+000,-6.2941656E-001,-1.4982349E+000,-3.7060065E-002, 3.3615521E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5399766E-002, 5.5517938E-002, 1.5144575E-004, 1.6533210E-004
 9.3615311E+001, 2.1979890E+000,-6.2693430E-001,-1.5554211E+000,-7.7141033E-002, 3.5264513E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1255429E-002,-2.6242905E-002, 1.5209970E-004, 1.6594105E-004
 9.4810135E+001, 2.1414082E+000,-5.9632181E-001,-1.6565735E+000,-4.1069437E-002, 3.5754392E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2872157E-002,-1.1680210E-001, 1.4960575E-004, 1.6340311E-004
 9.6014885E+001, 2.0987431E+000,-6.0580958E-001,-1.4580413E+000,-7.9089065E-002, 3.2486292E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5370079E-002,-1.1710508E-002, 1.4499612E-004, 1.5875039E-004
 9.7210144E+001, 2.0346183E+000,-5.7159389E-001,-1.4020599E+000,-5.3976721E-002, 3.3007220E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0666417E-002, 3.9995019E-002, 1.4140098E-004, 1.5511210E-004
 9.8407784E+001, 2.0434486E+000,-5.9622876E-001,-1.5443825E+000,-3.9692490E-002, 3.1022992E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4022756E-002,-1.0583210E-001, 1.4013685E-004, 1.5380319E-004
 9.9610809E+001, 2.0321191E+000,-5.7167204E-001,-1.4489888E+000,-3.4644374E-002, 3.0544234E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6783000E-002, 7.3580988E-003, 1.4127938E-004, 1.5489849E-004
 1.0082108E+002, 2.0709014E+000,-6.0210042E-001,-1.5171251E+000,-4.8051228E-002, 3.1873254E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1696426E-002,-6.4502106E-002, 1.4327866E-004, 1.5684796E-004
 1.0201367E+002, 2.0960617E+000,-5.9386324E-001,-1.5251787E+000,-4.3449766E-002, 3.2786173E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2335483E-003,-3.3643825E-002, 1.4493659E-004, 1.5845526E-004
 1.0321140E+002, 2.0971880E+000,-5.9048462E-001,-1.5321720E+000,-2.5928010E-002, 3.1006096E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5612097E-004,-2.0390571E-002, 1.4502960E-004, 1.5849854E-004
 1.0440753E+002, 2.1094675E+000,-5.9625651E-001,-1.4943408E+000,-3.1032638E-002, 3.1177032E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9717976E-002, 1.9014522E-002, 1.4605676E-004, 1.5947727E-004
 1.0562641E+002, 2.0969621E+000,-6.2678199E-001,-1.4618990E+000,-5.2377555E-002, 3.4724314E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2397549E-002,-9.3721334E-003, 1.4567699E-004, 1.5905064E-004
 1.0680636E+002, 2.1093518E+000,-5.9087201E-001,-1.5826985E+000,-2.8489933E-002, 3.3428591E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3777268E-002,-5.9280029E-002, 1.4422594E-004, 1.5755494E-004
 1.0801270E+002, 2.0680121E+000,-5.8801980E-001,-1.5172493E+000,-3.3862187E-002, 3.3183059E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0854351E-003,-3.7936201E-002, 1.4450096E-004, 1.5778774E-004
 1.0922183E+002, 2.0598428E+000,-5.8508932E-001,-1.4632537E+000,-3.2896585E-002, 3.5342836E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8827467E-002, 1.3946027E-002, 1.4317822E-004, 1.5642292E-004
 1.1041001E+002, 2.0126135E+000,-5.6985161E-001,-1.4880087E+000,-4.3258189E-002, 3.3855223E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0292335E-002,-5.4649829E-002, 1.3894737E-004, 1.5215020E-004
 1.1161601E+002, 1.9793873E+000,-5.5670123E-001,-1.4191942E+000,-6.0431988E-002, 3.4806826E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2654184E-002,-2.2133369E-002, 1.3712353E-004, 1.5028409E-004
 1.1281024E+002, 1.9600104E+000,-5.5079272E-001,-1.4690138E+000,-4.2976195E-002, 3.3297566E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9393285E-002,-6.9474786E-002, 1.3520422E-004, 1.4832142E-004
 1.1402489E+002, 1.9266317E+000,-5.5865710E-001,-1.4301385E+000,-4.1413725E-002, 3.0709935E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5816894E-002,-7.2867678E-002, 1.3372855E-004, 1.4680081E-004
 1.1521059E+002, 1.9181783E+000,-5.4305056E-001,-1.3802393E+000,-2.2102553E-002, 3.3064112E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7747695E-002, 5.8499570E-003, 1.3251582E-004, 1.4554198E-004
 1.1641934E+002, 1.9147878E+000,-5.4854969E-001,-1.4148947E+000,-1.8897921E-002, 2.9445278E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7770379E-002,-3.8109243E-002, 1.3219354E-004, 1.4517251E-004
 1.1761130E+002, 1.9222567E+000,-5.4385285E-001,-1.4113403E+000,-2.4192629E-002, 3.0814759E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0596605E-002,-2.6314236E-002, 1.3295716E-004, 1.4588801E-004
 1.1881395E+002, 1.9424686E+000,-5.6068318E-001,-1.3362283E+000,-3.5360401E-002, 3.2568291E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0475489E-002, 4.2765026E-002, 1.3437003E-004, 1.4725254E-004
 1.2000280E+002, 1.9446827E+000,-5.5463565E-001,-1.4307369E+000,-2.5763222E-002, 3.1538751E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8805023E-002,-3.4914295E-002, 1.3444991E-004, 1.4728442E-004
 1.2121054E+002, 1.9473263E+000,-5.5239853E-001,-1.4042661E+000,-3.0260695E-002, 3.2583685E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9823702E-003,-7.0153477E-003, 1.3510284E-004, 1.4789038E-004
 1.2242487E+002, 1.9530083E+000,-5.5581655E-001,-1.4130844E+000,-3.3281592E-002, 3.1942340E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0969574E-003,-1.7231923E-002, 1.3484637E-004, 1.4758759E-004
 1.2361151E+002, 1.9420184E+000,-5.4956704E-001,-1.4150858E+000,-3.3704329E-002, 3.0958297E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4217789E-003,-2.5380493E-002, 1.3424707E-004, 1.4694368E-004
 1.2480906E+002, 1.9550315E+000,-5.6760345E-001,-1.4681527E+000,-2.0778543E-002, 3.1162583E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1207873E-002,-7.0340648E-002, 1.3434214E-004, 1.4699571E-004
 1.2601860E+002, 1.9346223E+000,-5.3932490E-001,-1.3746111E+000,-3.9952467E-002, 3.1045110E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4766900E-002, 1.1778920E-002, 1.3461908E-004, 1.4723046E-004
