Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.544E+00, 2.940E+01, 1.307E+01, 2.070E+01, 5.801E+00, 2.704E+03, 7.069E+00, 0.000E+00, 1.039E+01, 7.031E+00, 1.474E-01, 0.000E+00, 0.000E+00, 2.799E+03
