s,kg,C,kW,m
Time,"null","null","null","null"
 0.0000000E+000, 1.4215082E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E-002
 1.5000000E+000, 1.4214867E+001, 9.6651285E+001, 0.0000000E+000, 4.9999785E-002
 2.5000000E+000, 1.4210588E+001, 1.8650380E+002, 3.5203721E-006, 4.9995506E-002
 3.6738334E+000, 1.4207093E+001, 2.2541579E+002, 3.1624866E-003, 4.9992012E-002
 4.8046021E+000, 1.4202955E+001, 2.6140693E+002, 4.3470252E-002, 4.9987873E-002
 6.0485729E+000, 1.4198979E+001, 2.9143832E+002, 3.1479030E-001, 4.9983886E-002
 7.2370417E+000, 1.4195159E+001, 3.1698760E+002, 1.4098489E+000, 4.9980024E-002
 8.4379931E+000, 1.4191500E+001, 3.3794127E+002, 4.6114612E+000, 4.9976228E-002
 9.6178677E+000, 1.4187655E+001, 3.5654583E+002, 1.1932333E+001, 4.9972020E-002
 1.0810343E+001, 1.4183186E+001, 3.7389118E+002, 2.5596586E+001, 4.9966717E-002
 1.2026673E+001, 1.4177428E+001, 3.9152954E+002, 4.7403716E+001, 4.9959159E-002
 1.3203051E+001, 1.4170035E+001, 4.0991928E+002, 7.3383377E+001, 4.9948125E-002
 1.4419951E+001, 1.4160842E+001, 4.2099954E+002, 9.5940016E+001, 4.9933559E-002
 1.5626671E+001, 1.4149940E+001, 4.3263306E+002, 1.1560138E+002, 4.9916677E-002
 1.6823130E+001, 1.4137491E+001, 4.5095048E+002, 1.3548450E+002, 4.9895152E-002
 1.8020200E+001, 1.4123304E+001, 4.4938039E+002, 1.5659867E+002, 4.9867597E-002
 1.9219818E+001, 1.4107347E+001, 4.6283134E+002, 1.7481487E+002, 4.9841266E-002
 2.0404185E+001, 1.4090407E+001, 4.6122002E+002, 1.8436248E+002, 4.9807531E-002
 2.1605773E+001, 1.4072403E+001, 4.4632461E+002, 1.9789969E+002, 4.9781286E-002
 2.2815765E+001, 1.4054175E+001, 4.4561587E+002, 1.8541304E+002, 4.9761256E-002
 2.4000570E+001, 1.4037008E+001, 4.4569098E+002, 1.7447520E+002, 4.9741463E-002
 2.5221283E+001, 1.4020187E+001, 4.5491221E+002, 1.8215179E+002, 4.9721043E-002
 2.6400020E+001, 1.4001864E+001, 4.5859627E+002, 2.0285406E+002, 4.9697833E-002
 2.7621507E+001, 1.3982664E+001, 4.7204789E+002, 2.0035217E+002, 4.9671646E-002
 2.8809754E+001, 1.3963353E+001, 4.8312505E+002, 2.1730519E+002, 4.9635423E-002
 3.0001519E+001, 1.3943064E+001, 4.6834404E+002, 2.1630441E+002, 4.9602379E-002
 3.1229937E+001, 1.3923455E+001, 4.6335347E+002, 1.9774057E+002, 4.9576155E-002
 3.2425023E+001, 1.3904855E+001, 4.6622039E+002, 2.0255021E+002, 4.9552513E-002
 3.3623377E+001, 1.3885474E+001, 4.6728719E+002, 2.1138539E+002, 4.9528925E-002
 3.4808679E+001, 1.3865341E+001, 4.7342942E+002, 2.2526202E+002, 4.9504352E-002
 3.6016456E+001, 1.3843865E+001, 4.7707298E+002, 2.3876786E+002, 4.9477839E-002
 3.7211781E+001, 1.3821970E+001, 4.8209318E+002, 2.2916984E+002, 4.9449156E-002
 3.8404423E+001, 1.3801367E+001, 4.8473641E+002, 2.2419422E+002, 4.9420500E-002
 3.9619396E+001, 1.3779697E+001, 5.2348970E+002, 2.4938305E+002, 4.9384288E-002
 4.0813569E+001, 1.3755959E+001, 5.0682736E+002, 2.5456626E+002, 4.9332839E-002
 4.2005874E+001, 1.3733647E+001, 5.0168263E+002, 2.4958899E+002, 4.9295094E-002
 4.3210227E+001, 1.3710393E+001, 5.0208078E+002, 2.5994233E+002, 4.9260947E-002
 4.4422171E+001, 1.3686619E+001, 4.9371368E+002, 2.6221358E+002, 4.9229362E-002
 4.5608571E+001, 1.3662694E+001, 4.9328173E+002, 2.6800646E+002, 4.9201271E-002
 4.6808615E+001, 1.3638511E+001, 5.0351177E+002, 2.6842426E+002, 4.9172677E-002
 4.8022586E+001, 1.3614424E+001, 5.1140457E+002, 2.5938751E+002, 4.9142009E-002
 4.9225803E+001, 1.3591294E+001, 5.2123448E+002, 2.4959087E+002, 4.9107434E-002
 5.0417460E+001, 1.3568680E+001, 5.2062211E+002, 2.4930819E+002, 4.9068596E-002
 5.1606428E+001, 1.3546128E+001, 5.1931627E+002, 2.5128777E+002, 4.9032124E-002
 5.2816656E+001, 1.3523563E+001, 5.2509104E+002, 2.4722910E+002, 4.8996448E-002
 5.4020137E+001, 1.3501306E+001, 5.2427706E+002, 2.3755427E+002, 4.8960287E-002
 5.5216341E+001, 1.3480087E+001, 5.2120167E+002, 2.3280637E+002, 4.8925917E-002
 5.6407808E+001, 1.3458872E+001, 5.2260764E+002, 2.3482568E+002, 4.8893112E-002
 5.7609059E+001, 1.3437538E+001, 5.1743401E+002, 2.3566215E+002, 4.8860760E-002
 5.8800304E+001, 1.3416387E+001, 5.0579546E+002, 2.2761395E+002, 4.8831313E-002
 6.0003337E+001, 1.3396221E+001, 5.1185661E+002, 2.1956209E+002, 4.8805569E-002
 6.1200561E+001, 1.3376020E+001, 5.0808781E+002, 2.1820208E+002, 4.8779704E-002
 6.2408466E+001, 1.3355975E+001, 5.0908503E+002, 2.2132734E+002, 4.8754586E-002
 6.3605091E+001, 1.3335393E+001, 5.0855357E+002, 2.2743807E+002, 4.8729673E-002
 6.4813243E+001, 1.3314480E+001, 5.0723982E+002, 2.2570543E+002, 4.8705182E-002
 6.6024719E+001, 1.3294169E+001, 5.1746265E+002, 2.1895581E+002, 4.8680665E-002
 6.7223111E+001, 1.3273704E+001, 5.2486354E+002, 2.2829749E+002, 4.8654306E-002
 6.8416437E+001, 1.3252365E+001, 5.2377917E+002, 2.3836238E+002, 4.8625943E-002
 6.9612246E+001, 1.3230988E+001, 5.3105254E+002, 2.3397887E+002, 4.8596704E-002
 7.0818872E+001, 1.3209955E+001, 5.3083301E+002, 2.2874027E+002, 4.8566090E-002
 7.2006013E+001, 1.3189444E+001, 5.4052239E+002, 2.2529899E+002, 4.8535306E-002
 7.3218596E+001, 1.3169004E+001, 5.3991015E+002, 2.2710102E+002, 4.8502664E-002
 7.4413735E+001, 1.3148204E+001, 5.4155120E+002, 2.2768456E+002, 4.8469820E-002
 7.5605878E+001, 1.3127813E+001, 5.3895371E+002, 2.1972402E+002, 4.8437638E-002
 7.6801550E+001, 1.3108240E+001, 5.5653159E+002, 2.1330572E+002, 4.8405732E-002
 7.8011863E+001, 1.3088696E+001, 5.5271498E+002, 2.1533835E+002, 4.8370732E-002
 7.9214921E+001, 1.3068874E+001, 5.6354760E+002, 2.1933631E+002, 4.8334890E-002
 8.0414997E+001, 1.3048924E+001, 5.4973873E+002, 2.1978723E+002, 4.8298514E-002
 8.1622889E+001, 1.3028761E+001, 5.6361182E+002, 2.2164645E+002, 4.8264418E-002
 8.2803303E+001, 1.3008483E+001, 5.5820683E+002, 2.2685664E+002, 4.8229761E-002
 8.4006850E+001, 1.2988052E+001, 5.5009058E+002, 2.2629597E+002, 4.8195703E-002
 8.5211078E+001, 1.2967705E+001, 5.5097262E+002, 2.2288121E+002, 4.8163615E-002
 8.6420026E+001, 1.2947461E+001, 5.4511514E+002, 2.2183850E+002, 4.8133303E-002
 8.7616744E+001, 1.2927376E+001, 5.5504087E+002, 2.1998471E+002, 4.8104552E-002
 8.8823430E+001, 1.2907452E+001, 5.4201151E+002, 2.1889528E+002, 4.8075359E-002
 9.0002094E+001, 1.2887790E+001, 5.4423786E+002, 2.1833703E+002, 4.8047803E-002
 9.1201764E+001, 1.2868254E+001, 5.4921286E+002, 2.1736888E+002, 4.8021470E-002
 9.2406623E+001, 1.2848450E+001, 5.5868692E+002, 2.1866140E+002, 4.7994214E-002
 9.3615311E+001, 1.2828411E+001, 5.4722337E+002, 2.1979890E+002, 4.7965312E-002
 9.4810133E+001, 1.2808601E+001, 5.4108088E+002, 2.1414082E+002, 4.7937250E-002
 9.6014887E+001, 1.2789256E+001, 5.4295740E+002, 2.0987431E+002, 4.7911201E-002
 9.7210146E+001, 1.2770443E+001, 5.3674057E+002, 2.0346183E+002, 4.7886112E-002
 9.8407780E+001, 1.2751991E+001, 5.4624775E+002, 2.0434486E+002, 4.7862068E-002
 9.9610807E+001, 1.2733518E+001, 5.4506863E+002, 2.0321191E+002, 4.7837788E-002
 1.0082107E+002, 1.2714697E+001, 5.4010006E+002, 2.0709014E+002, 4.7812952E-002
 1.0201367E+002, 1.2695727E+001, 5.4280705E+002, 2.0960617E+002, 4.7788584E-002
 1.0321139E+002, 1.2676795E+001, 5.5289390E+002, 2.0971880E+002, 4.7764694E-002
 1.0440753E+002, 1.2657778E+001, 5.5314183E+002, 2.1094675E+002, 4.7739825E-002
 1.0562641E+002, 1.2638507E+001, 5.6499384E+002, 2.0969621E+002, 4.7713709E-002
 1.0680636E+002, 1.2619549E+001, 5.7940559E+002, 2.1093518E+002, 4.7685993E-002
 1.0801270E+002, 1.2600740E+001, 5.7045450E+002, 2.0680121E+002, 4.7655613E-002
 1.0922183E+002, 1.2581708E+001, 5.7453933E+002, 2.0598428E+002, 4.7624120E-002
 1.1041001E+002, 1.2563211E+001, 5.7715354E+002, 2.0126135E+002, 4.7592761E-002
 1.1161601E+002, 1.2545142E+001, 5.8258586E+002, 1.9793873E+002, 4.7561336E-002
 1.1281024E+002, 1.2527212E+001, 5.8100164E+002, 1.9600104E+002, 4.7529352E-002
 1.1402489E+002, 1.2509453E+001, 5.7421438E+002, 1.9266317E+002, 4.7497615E-002
 1.1521059E+002, 1.2491939E+001, 5.7281906E+002, 1.9181783E+002, 4.7466583E-002
 1.1641934E+002, 1.2474540E+001, 5.7368764E+002, 1.9147878E+002, 4.7437158E-002
 1.1761130E+002, 1.2457096E+001, 5.7128193E+002, 1.9222567E+002, 4.7408313E-002
 1.1881395E+002, 1.2439507E+001, 5.6538334E+002, 1.9424686E+002, 4.7380093E-002
 1.2000280E+002, 1.2421908E+001, 5.7504309E+002, 1.9446827E+002, 4.7352909E-002
 1.2121054E+002, 1.2404225E+001, 5.8314230E+002, 1.9473263E+002, 4.7326048E-002
 1.2242486E+002, 1.2386311E+001, 5.7572341E+002, 1.9530083E+002, 4.7297641E-002
 1.2361151E+002, 1.2368630E+001, 5.8390542E+002, 1.9420184E+002, 4.7269274E-002
 1.2480906E+002, 1.2351142E+001, 5.7851427E+002, 1.9550315E+002, 4.7241100E-002
 1.2601860E+002, 1.2333431E+001, 5.7864654E+002, 1.9346223E+002, 4.7212517E-002
 1.2721138E+002, 1.2315723E+001, 5.7890669E+002, 1.9398176E+002, 4.7184413E-002
 1.2841699E+002, 1.2298126E+001, 5.7453662E+002, 1.9369748E+002, 4.7156942E-002
 1.2961792E+002, 1.2280676E+001, 5.9096223E+002, 1.9143235E+002, 4.7129704E-002
 1.3080777E+002, 1.2263385E+001, 5.7632436E+002, 1.8882733E+002, 4.7102346E-002
 1.3200264E+002, 1.2246279E+001, 5.7231594E+002, 1.8893000E+002, 4.7074908E-002
 1.3321457E+002, 1.2229215E+001, 5.7415056E+002, 1.8646342E+002, 4.7048309E-002
 1.3443190E+002, 1.2212103E+001, 5.7268530E+002, 1.8361407E+002, 4.7022437E-002
 1.3561191E+002, 1.2195259E+001, 5.7032310E+002, 1.8279184E+002, 4.6997109E-002
 1.3682486E+002, 1.2178659E+001, 5.7829448E+002, 1.8014748E+002, 4.6972483E-002
 1.3800885E+002, 1.2162326E+001, 5.8247003E+002, 1.7762601E+002, 4.6948063E-002
 1.3920575E+002, 1.2146245E+001, 5.8673618E+002, 1.7667450E+002, 4.6923221E-002
 1.4042372E+002, 1.2130005E+001, 5.8369600E+002, 1.7663939E+002, 4.6897079E-002
 1.4161540E+002, 1.2113899E+001, 5.9610156E+002, 1.7622739E+002, 4.6870720E-002
 1.4280103E+002, 1.2097909E+001, 5.9014332E+002, 1.7755208E+002, 4.6844065E-002
 1.4400054E+002, 1.2081760E+001, 5.9335539E+002, 1.7820545E+002, 4.6816689E-002
 1.4520907E+002, 1.2065377E+001, 5.9931669E+002, 1.8017762E+002, 4.6788813E-002
 1.4640447E+002, 1.2048917E+001, 5.8368754E+002, 1.8075294E+002, 4.6760865E-002
 1.4761843E+002, 1.2032273E+001, 5.8894920E+002, 1.8281998E+002, 4.6733071E-002
 1.4881002E+002, 1.2015576E+001, 5.8322574E+002, 1.8441201E+002, 4.6706256E-002
 1.5001981E+002, 1.1998839E+001, 5.9710144E+002, 1.8460990E+002, 4.6680077E-002
 1.5122224E+002, 1.1981962E+001, 5.9295745E+002, 1.8485185E+002, 4.6653962E-002
 1.5241369E+002, 1.1965239E+001, 5.8438586E+002, 1.8451389E+002, 4.6627666E-002
 1.5360908E+002, 1.1948643E+001, 6.0123630E+002, 1.8248438E+002, 4.6601855E-002
 1.5480493E+002, 1.1932166E+001, 6.0317916E+002, 1.8218748E+002, 4.6576049E-002
 1.5600585E+002, 1.1915728E+001, 6.0240262E+002, 1.8181707E+002, 4.6549368E-002
 1.5720595E+002, 1.1899296E+001, 5.9466483E+002, 1.7983128E+002, 4.6522191E-002
 1.5841073E+002, 1.1882852E+001, 6.0658020E+002, 1.7859180E+002, 4.6494926E-002
 1.5960040E+002, 1.1866568E+001, 6.0073743E+002, 1.7830873E+002, 4.6467916E-002
 1.6080979E+002, 1.1850432E+001, 6.0470083E+002, 1.7641203E+002, 4.6440756E-002
 1.6202257E+002, 1.1834343E+001, 6.0831135E+002, 1.7273983E+002, 4.6413412E-002
 1.6321098E+002, 1.1818500E+001, 5.9983139E+002, 1.7266222E+002, 4.6386111E-002
 1.6441285E+002, 1.1802869E+001, 6.0583434E+002, 1.7181662E+002, 4.6359011E-002
 1.6562244E+002, 1.1787317E+001, 6.0695288E+002, 1.6890873E+002, 4.6332040E-002
 1.6680957E+002, 1.1771934E+001, 5.9736262E+002, 1.6940020E+002, 4.6305281E-002
 1.6800838E+002, 1.1756650E+001, 5.8484920E+002, 1.6862557E+002, 4.6278924E-002
 1.6921855E+002, 1.1741242E+001, 5.8802577E+002, 1.6830430E+002, 4.6253295E-002
 1.7041425E+002, 1.1725882E+001, 5.8459796E+002, 1.6787031E+002, 4.6228897E-002
 1.7161044E+002, 1.1710625E+001, 5.8800221E+002, 1.6864463E+002, 4.6205595E-002
 1.7281090E+002, 1.1695262E+001, 5.9236774E+002, 1.7040303E+002, 4.6182794E-002
 1.7400422E+002, 1.1679817E+001, 5.8420593E+002, 1.7126873E+002, 4.6160182E-002
 1.7521887E+002, 1.1664156E+001, 5.8219766E+002, 1.7256500E+002, 4.6137558E-002
 1.7641248E+002, 1.1648402E+001, 5.9255869E+002, 1.7273300E+002, 4.6115315E-002
 1.7761718E+002, 1.1632707E+001, 5.8723421E+002, 1.7334005E+002, 4.6093395E-002
 1.7880929E+002, 1.1617035E+001, 5.9174301E+002, 1.7254378E+002, 4.6071371E-002
 1.8002088E+002, 1.1601322E+001, 5.9705920E+002, 1.7189665E+002, 4.6049272E-002
 1.8121156E+002, 1.1585722E+001, 5.9198898E+002, 1.7230673E+002, 4.6026946E-002
 1.8241435E+002, 1.1570268E+001, 5.9852135E+002, 1.6956812E+002, 4.6004363E-002
 1.8362632E+002, 1.1554722E+001, 5.8164047E+002, 1.6941782E+002, 4.5981398E-002
 1.8481919E+002, 1.1539329E+001, 5.7733872E+002, 1.6971779E+002, 4.5958647E-002
 1.8600215E+002, 1.1524196E+001, 5.7791456E+002, 1.6715663E+002, 4.5936830E-002
 1.8722071E+002, 1.1508915E+001, 5.8770866E+002, 1.6677287E+002, 4.5915523E-002
 1.8842226E+002, 1.1493595E+001, 5.9193085E+002, 1.6642142E+002, 4.5894589E-002
 1.8962283E+002, 1.1478479E+001, 5.8771050E+002, 1.6583286E+002, 4.5873690E-002
 1.9080182E+002, 1.1463584E+001, 5.8688347E+002, 1.6612777E+002, 4.5852722E-002
 1.9201023E+002, 1.1448706E+001, 5.8210347E+002, 1.6364946E+002, 4.5831690E-002
 1.9321758E+002, 1.1433624E+001, 5.7683255E+002, 1.6422656E+002, 4.5810454E-002
 1.9441058E+002, 1.1418695E+001, 5.8464597E+002, 1.6457691E+002, 4.5789703E-002
 1.9560887E+002, 1.1403900E+001, 5.9090574E+002, 1.6278557E+002, 4.5769397E-002
 1.9681321E+002, 1.1389095E+001, 5.8965108E+002, 1.6375726E+002, 4.5749026E-002
 1.9802325E+002, 1.1374199E+001, 5.9423743E+002, 1.6203341E+002, 4.5728298E-002
 1.9921586E+002, 1.1359356E+001, 5.8896258E+002, 1.6398492E+002, 4.5707369E-002
 2.0040782E+002, 1.1344658E+001, 5.8388193E+002, 1.6270729E+002, 4.5686458E-002
 2.0160442E+002, 1.1329916E+001, 5.8725261E+002, 1.6278780E+002, 4.5665518E-002
 2.0281451E+002, 1.1315058E+001, 6.0561255E+002, 1.6349250E+002, 4.5644617E-002
 2.0402634E+002, 1.1300093E+001, 6.0040305E+002, 1.6290931E+002, 4.5623481E-002
 2.0520646E+002, 1.1285330E+001, 6.0096617E+002, 1.6345722E+002, 4.5602094E-002
 2.0640375E+002, 1.1270676E+001, 5.8878469E+002, 1.6294641E+002, 4.5580377E-002
