s,kg,C,kW,m
 2.0760550E+002, 1.1255895E+001, 5.8201875E+002, 1.6230748E+002, 4.5558294E-002
 2.0881948E+002, 1.1241053E+001, 5.7970429E+002, 1.6279341E+002, 4.5536448E-002
 2.1000070E+002, 1.1226398E+001, 5.9157042E+002, 1.6140671E+002, 4.5515453E-002
 2.1121864E+002, 1.1211758E+001, 6.0434748E+002, 1.6074570E+002, 4.5494938E-002
 2.1242245E+002, 1.1197011E+001, 5.9222059E+002, 1.5976901E+002, 4.5474253E-002
 2.1362253E+002, 1.1182390E+001, 5.8554296E+002, 1.5802721E+002, 4.5453380E-002
 2.1480218E+002, 1.1168036E+001, 5.8078913E+002, 1.5774552E+002, 4.5432682E-002
 2.1602257E+002, 1.1153788E+001, 5.8457073E+002, 1.5645622E+002, 4.5412150E-002
 2.1721062E+002, 1.1139646E+001, 5.8010790E+002, 1.5409209E+002, 4.5391953E-002
 2.1842726E+002, 1.1125617E+001, 5.8060801E+002, 1.5408185E+002, 4.5372147E-002
 2.1961847E+002, 1.1111595E+001, 5.7836527E+002, 1.5353974E+002, 4.5352648E-002
 2.2080855E+002, 1.1097724E+001, 5.7891461E+002, 1.5355517E+002, 4.5333667E-002
 2.2202550E+002, 1.1083698E+001, 5.7501182E+002, 1.5348318E+002, 4.5314760E-002
 2.2320465E+002, 1.1069772E+001, 5.7568816E+002, 1.5342940E+002, 4.5296217E-002
 2.2441495E+002, 1.1055926E+001, 5.7734584E+002, 1.5262498E+002, 4.5277984E-002
 2.2561916E+002, 1.1041980E+001, 5.7611331E+002, 1.5236019E+002, 4.5259777E-002
 2.2682536E+002, 1.1028087E+001, 5.8115026E+002, 1.5244644E+002, 4.5241765E-002
 2.2800313E+002, 1.1014312E+001, 5.8110644E+002, 1.5275076E+002, 4.5224008E-002
 2.2921365E+002, 1.1000493E+001, 5.8736976E+002, 1.5288946E+002, 4.5206212E-002
 2.3041343E+002, 1.0986488E+001, 5.9395267E+002, 1.5389863E+002, 4.5188129E-002
 2.3161365E+002, 1.0972531E+001, 5.9452194E+002, 1.5441814E+002, 4.5169903E-002
 2.3280197E+002, 1.0958586E+001, 6.0237016E+002, 1.5353808E+002, 4.5151305E-002
 2.3401497E+002, 1.0944586E+001, 6.0240182E+002, 1.5339460E+002, 4.5132170E-002
 2.3521737E+002, 1.0930517E+001, 6.0444109E+002, 1.5255914E+002, 4.5112372E-002
 2.3641194E+002, 1.0916629E+001, 6.0842537E+002, 1.5293839E+002, 4.5092229E-002
 2.3760571E+002, 1.0902841E+001, 6.0870816E+002, 1.5106212E+002, 4.5071669E-002
 2.3880246E+002, 1.0889132E+001, 6.1045233E+002, 1.5194069E+002, 4.5050671E-002
 2.4000361E+002, 1.0875409E+001, 6.1503749E+002, 1.4981080E+002, 4.5029185E-002
 2.4121300E+002, 1.0861691E+001, 6.1482179E+002, 1.5102411E+002, 4.5007337E-002
 2.4241128E+002, 1.0847987E+001, 6.0568133E+002, 1.5064045E+002, 4.4985117E-002
 2.4360169E+002, 1.0834418E+001, 6.0686976E+002, 1.4946328E+002, 4.4962858E-002
 2.4480947E+002, 1.0820800E+001, 6.0826376E+002, 1.4939432E+002, 4.4940541E-002
 2.4601276E+002, 1.0807124E+001, 6.1109138E+002, 1.5018527E+002, 4.4918272E-002
 2.4720615E+002, 1.0793548E+001, 6.1905335E+002, 1.5018104E+002, 4.4896294E-002
 2.4840455E+002, 1.0779964E+001, 6.0798005E+002, 1.4994419E+002, 4.4874352E-002
 2.4961930E+002, 1.0766236E+001, 5.9975924E+002, 1.5076746E+002, 4.4852117E-002
 2.5080631E+002, 1.0752575E+001, 6.0101595E+002, 1.4876382E+002, 4.4830100E-002
 2.5202350E+002, 1.0738944E+001, 5.9297955E+002, 1.4896488E+002, 4.4808452E-002
 2.5321760E+002, 1.0725322E+001, 5.8919532E+002, 1.4911449E+002, 4.4787186E-002
 2.5440096E+002, 1.0711954E+001, 5.9464189E+002, 1.4865036E+002, 4.4766756E-002
 2.5561874E+002, 1.0698519E+001, 6.0050764E+002, 1.4784817E+002, 4.4746700E-002
 2.5680851E+002, 1.0685059E+001, 5.9903171E+002, 1.4768784E+002, 4.4726989E-002
 2.5801493E+002, 1.0671661E+001, 5.9729972E+002, 1.4808561E+002, 4.4707567E-002
 2.5920774E+002, 1.0658274E+001, 5.9585309E+002, 1.4748268E+002, 4.4688228E-002
 2.6042680E+002, 1.0644810E+001, 6.0041385E+002, 1.4771509E+002, 4.4668851E-002
 2.6161847E+002, 1.0631371E+001, 5.9938150E+002, 1.4813966E+002, 4.4649601E-002
 2.6282160E+002, 1.0617997E+001, 5.9728663E+002, 1.4715067E+002, 4.4630513E-002
 2.6402009E+002, 1.0604565E+001, 5.9861218E+002, 1.4830569E+002, 4.4611394E-002
 2.6522647E+002, 1.0591097E+001, 6.1375851E+002, 1.4747432E+002, 4.4592303E-002
 2.6642498E+002, 1.0577620E+001, 6.0926899E+002, 1.4950309E+002, 4.4573218E-002
 2.6760957E+002, 1.0564238E+001, 6.0291152E+002, 1.4826006E+002, 4.4554099E-002
 2.6881681E+002, 1.0550810E+001, 6.0114062E+002, 1.4859821E+002, 4.4534670E-002
 2.7000611E+002, 1.0537369E+001, 5.9807223E+002, 1.4858932E+002, 4.4515120E-002
 2.7122195E+002, 1.0523872E+001, 5.9518385E+002, 1.4738731E+002, 4.4495494E-002
 2.7242181E+002, 1.0510417E+001, 5.9678316E+002, 1.4662487E+002, 4.4476000E-002
 2.7362191E+002, 1.0497088E+001, 5.9417659E+002, 1.4597082E+002, 4.4456794E-002
 2.7481039E+002, 1.0483953E+001, 6.1132855E+002, 1.4364329E+002, 4.4437947E-002
 2.7602925E+002, 1.0470784E+001, 6.1573985E+002, 1.4312033E+002, 4.4419065E-002
 2.7722081E+002, 1.0457719E+001, 6.1108360E+002, 1.4283780E+002, 4.4400138E-002
 2.7842331E+002, 1.0444843E+001, 6.1141227E+002, 1.4229474E+002, 4.4381092E-002
 2.7962203E+002, 1.0431993E+001, 6.1026664E+002, 1.4016544E+002, 4.4361683E-002
 2.8081974E+002, 1.0419248E+001, 6.1151876E+002, 1.4101866E+002, 4.4342160E-002
 2.8202286E+002, 1.0406484E+001, 6.1563104E+002, 1.3964275E+002, 4.4322448E-002
 2.8321978E+002, 1.0393726E+001, 6.0957394E+002, 1.3917223E+002, 4.4302640E-002
 2.8441059E+002, 1.0381052E+001, 6.1176063E+002, 1.3946691E+002, 4.4282841E-002
 2.8561317E+002, 1.0368391E+001, 6.1418860E+002, 1.3962713E+002, 4.4262944E-002
 2.8681604E+002, 1.0355745E+001, 6.1494826E+002, 1.3805628E+002, 4.4242980E-002
 2.8800967E+002, 1.0343183E+001, 6.1951073E+002, 1.3719666E+002, 4.4223043E-002
 2.8922292E+002, 1.0330622E+001, 6.2253720E+002, 1.3763786E+002, 4.4202972E-002
 2.9042212E+002, 1.0318097E+001, 6.2509807E+002, 1.3691416E+002, 4.4182775E-002
 2.9161034E+002, 1.0305737E+001, 6.2077865E+002, 1.3600447E+002, 4.4162625E-002
 2.9280765E+002, 1.0293404E+001, 6.1657744E+002, 1.3604144E+002, 4.4142299E-002
 2.9400409E+002, 1.0281039E+001, 6.2009520E+002, 1.3652304E+002, 4.4121768E-002
 2.9520833E+002, 1.0268645E+001, 6.1698777E+002, 1.3590118E+002, 4.4101150E-002
 2.9641512E+002, 1.0256197E+001, 6.1833020E+002, 1.3617766E+002, 4.4080464E-002
 2.9760786E+002, 1.0243792E+001, 6.1438448E+002, 1.3621039E+002, 4.4059929E-002
 2.9881201E+002, 1.0231433E+001, 6.1205924E+002, 1.3649375E+002, 4.4039561E-002
 3.0001947E+002, 1.0218966E+001, 6.0215011E+002, 1.3623170E+002, 4.4019158E-002
 3.0120708E+002, 1.0206616E+001, 6.1308679E+002, 1.3655848E+002, 4.3999155E-002
 3.0241384E+002, 1.0194242E+001, 6.1278299E+002, 1.3611668E+002, 4.3979403E-002
 3.0362075E+002, 1.0181771E+001, 6.0878311E+002, 1.3722412E+002, 4.3959782E-002
 3.0480726E+002, 1.0169409E+001, 6.1672686E+002, 1.3690758E+002, 4.3940540E-002
 3.0601886E+002, 1.0156983E+001, 6.1912753E+002, 1.3623508E+002, 4.3921371E-002
 3.0721758E+002, 1.0144483E+001, 6.1392489E+002, 1.3683267E+002, 4.3902197E-002
 3.0842108E+002, 1.0131998E+001, 6.2255945E+002, 1.3712264E+002, 4.3883079E-002
 3.0962344E+002, 1.0119500E+001, 6.2360088E+002, 1.3750075E+002, 4.3863921E-002
 3.1081742E+002, 1.0107037E+001, 6.0721165E+002, 1.3808345E+002, 4.3844762E-002
 3.1201698E+002, 1.0094609E+001, 6.0571921E+002, 1.3697150E+002, 4.3825553E-002
 3.1321263E+002, 1.0082167E+001, 6.1191183E+002, 1.3743056E+002, 4.3806315E-002
 3.1441566E+002, 1.0069728E+001, 6.1874809E+002, 1.3644350E+002, 4.3787227E-002
 3.1560287E+002, 1.0057337E+001, 6.2323980E+002, 1.3752972E+002, 4.3768390E-002
 3.1682530E+002, 1.0044829E+001, 6.1977726E+002, 1.3737525E+002, 4.3749454E-002
 3.1801224E+002, 1.0032344E+001, 6.0756392E+002, 1.3630974E+002, 4.3730511E-002
 3.1922864E+002, 1.0019918E+001, 6.0970519E+002, 1.3710756E+002, 4.3711570E-002
 3.2041654E+002, 1.0007496E+001, 6.1391854E+002, 1.3679360E+002, 4.3692622E-002
 3.2161038E+002, 9.9952496E+000, 6.1885770E+002, 1.3607961E+002, 4.3674020E-002
 3.2280712E+002, 9.9829437E+000, 6.0651963E+002, 1.3555873E+002, 4.3655425E-002
 3.2402943E+002, 9.9705010E+000, 6.0466903E+002, 1.3601604E+002, 4.3636682E-002
 3.2520802E+002, 9.9581896E+000, 5.9994129E+002, 1.3525708E+002, 4.3618206E-002
 3.2641018E+002, 9.9459723E+000, 6.0100486E+002, 1.3507929E+002, 4.3600012E-002
 3.2760381E+002, 9.9337228E+000, 6.0078039E+002, 1.3570327E+002, 4.3581968E-002
 3.2883128E+002, 9.9213688E+000, 6.0220651E+002, 1.3365796E+002, 4.3563998E-002
 3.3002630E+002, 9.9090634E+000, 6.0937943E+002, 1.3488325E+002, 4.3546303E-002
 3.3121078E+002, 9.8969733E+000, 6.0543869E+002, 1.3410293E+002, 4.3529085E-002
 3.3240708E+002, 9.8849369E+000, 6.1603274E+002, 1.3396312E+002, 4.3512043E-002
 3.3361120E+002, 9.8727922E+000, 6.1793704E+002, 1.3351143E+002, 4.3494881E-002
