Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.439E+00, 3.065E+01, 1.389E+01, 2.192E+01, 5.998E+00, 2.390E+03, 6.807E+00, 0.000E+00, 1.046E+01, 7.437E+00, 1.514E-01, 0.000E+00, 0.000E+00, 2.489E+03
