s,kg,C,kW,m
 2.0760874E+002, 1.0008842E+001, 7.2183519E+002, 1.9631654E+002, 4.3841213E-002
 2.0881635E+002, 9.9910834E+000, 7.1625655E+002, 1.9657351E+002, 4.3813223E-002
 2.1000128E+002, 9.9733946E+000, 7.1113225E+002, 1.9517162E+002, 4.3785201E-002
 2.1121772E+002, 9.9556334E+000, 7.0276512E+002, 1.9545488E+002, 4.3757036E-002
 2.1240578E+002, 9.9378888E+000, 7.0236154E+002, 1.9490700E+002, 4.3729056E-002
 2.1361903E+002, 9.9201776E+000, 6.9491604E+002, 1.9284347E+002, 4.3701463E-002
 2.1481679E+002, 9.9024819E+000, 7.0028928E+002, 1.9375504E+002, 4.3674310E-002
 2.1601238E+002, 9.8849857E+000, 7.0525530E+002, 1.9389240E+002, 4.3647875E-002
 2.1720898E+002, 9.8675966E+000, 7.0040404E+002, 1.9234134E+002, 4.3621934E-002
 2.1841451E+002, 9.8501940E+000, 7.0059325E+002, 1.9166076E+002, 4.3596197E-002
 2.1961993E+002, 9.8327745E+000, 7.0716068E+002, 1.9117802E+002, 4.3570610E-002
 2.2081059E+002, 9.8154169E+000, 6.9452574E+002, 1.9022478E+002, 4.3545285E-002
 2.2201062E+002, 9.7981769E+000, 6.9407968E+002, 1.9139820E+002, 4.3520220E-002
 2.2322295E+002, 9.7807799E+000, 6.9043894E+002, 1.8987886E+002, 4.3495032E-002
 2.2440254E+002, 9.7635947E+000, 7.0864438E+002, 1.9078633E+002, 4.3470322E-002
 2.2561735E+002, 9.7464412E+000, 7.0554700E+002, 1.8958343E+002, 4.3445862E-002
 2.2680161E+002, 9.7292626E+000, 6.9809936E+002, 1.8770608E+002, 4.3421471E-002
 2.2802706E+002, 9.7120622E+000, 7.0565565E+002, 1.8872130E+002, 4.3396978E-002
 2.2921996E+002, 9.6948472E+000, 7.0371818E+002, 1.8912334E+002, 4.3372374E-002
 2.3041764E+002, 9.6778583E+000, 7.1018230E+002, 1.8797379E+002, 4.3348005E-002
 2.3161301E+002, 9.6609208E+000, 7.1507272E+002, 1.8856818E+002, 4.3323615E-002
 2.3281735E+002, 9.6439330E+000, 7.1114673E+002, 1.8672338E+002, 4.3299050E-002
 2.3401422E+002, 9.6269343E+000, 7.2338968E+002, 1.8813794E+002, 4.3274325E-002
 2.3520252E+002, 9.6100318E+000, 7.3110612E+002, 1.8775985E+002, 4.3249576E-002
 2.3642050E+002, 9.5929259E+000, 7.2222248E+002, 1.8800262E+002, 4.3224331E-002
 2.3760863E+002, 9.5758827E+000, 7.1825902E+002, 1.8980936E+002, 4.3198852E-002
 2.3880647E+002, 9.5589556E+000, 7.2012304E+002, 1.8796592E+002, 4.3173197E-002
 2.4000722E+002, 9.5419352E+000, 7.1801074E+002, 1.8758649E+002, 4.3147188E-002
 2.4121064E+002, 9.5248930E+000, 7.1945836E+002, 1.8800629E+002, 4.3121064E-002
 2.4242170E+002, 9.5078023E+000, 7.0606027E+002, 1.8681251E+002, 4.3094847E-002
 2.4360827E+002, 9.4908860E+000, 7.0746292E+002, 1.8701698E+002, 4.3068914E-002
 2.4481443E+002, 9.4740340E+000, 7.1068671E+002, 1.8713092E+002, 4.3043169E-002
 2.4602735E+002, 9.4570541E+000, 7.2559262E+002, 1.8432518E+002, 4.3017425E-002
 2.4722288E+002, 9.4402043E+000, 7.2201392E+002, 1.8547801E+002, 4.2992084E-002
 2.4840094E+002, 9.4236376E+000, 7.1782546E+002, 1.8431808E+002, 4.2967251E-002
 2.4961409E+002, 9.4069761E+000, 7.0522097E+002, 1.8453161E+002, 4.2942234E-002
 2.5081868E+002, 9.3901736E+000, 7.0963138E+002, 1.8434822E+002, 4.2916913E-002
 2.5201188E+002, 9.3735944E+000, 7.1475915E+002, 1.8320806E+002, 4.2891919E-002
 2.5320912E+002, 9.3571284E+000, 7.1715173E+002, 1.8244983E+002, 4.2867185E-002
 2.5440292E+002, 9.3407088E+000, 7.2167641E+002, 1.8129044E+002, 4.2842625E-002
 2.5562726E+002, 9.3241617E+000, 7.2436828E+002, 1.8063322E+002, 4.2817913E-002
 2.5681001E+002, 9.3077090E+000, 7.2243997E+002, 1.8131084E+002, 4.2793315E-002
 2.5800603E+002, 9.2914865E+000, 7.1908205E+002, 1.7916055E+002, 4.2768967E-002
 2.5920095E+002, 9.2751953E+000, 7.1520915E+002, 1.7931550E+002, 4.2744396E-002
 2.6042018E+002, 9.2588379E+000, 7.1088355E+002, 1.7936981E+002, 4.2719606E-002
 2.6161977E+002, 9.2424496E+000, 7.1190820E+002, 1.7842311E+002, 4.2694720E-002
 2.6281778E+002, 9.2262916E+000, 7.1293605E+002, 1.7819321E+002, 4.2670214E-002
 2.6400027E+002, 9.2103116E+000, 7.1123652E+002, 1.7806836E+002, 4.2646048E-002
 2.6521748E+002, 9.1942984E+000, 7.2973616E+002, 1.7652259E+002, 4.2621892E-002
 2.6642342E+002, 9.1781715E+000, 7.2114864E+002, 1.7578777E+002, 4.2597606E-002
 2.6761561E+002, 9.1622684E+000, 7.2104765E+002, 1.7579636E+002, 4.2573651E-002
 2.6882694E+002, 9.1463824E+000, 7.2167671E+002, 1.7392184E+002, 4.2549632E-002
 2.7002158E+002, 9.1305081E+000, 7.1808419E+002, 1.7546837E+002, 4.2525542E-002
 2.7121541E+002, 9.1147612E+000, 7.1861952E+002, 1.7507818E+002, 4.2501592E-002
 2.7240136E+002, 9.0990650E+000, 7.1576816E+002, 1.7531700E+002, 4.2477695E-002
 2.7361420E+002, 9.0832755E+000, 7.1141396E+002, 1.7451348E+002, 4.2453679E-002
 2.7480132E+002, 9.0674562E+000, 7.1322752E+002, 1.7435564E+002, 4.2429679E-002
 2.7600139E+002, 9.0517451E+000, 7.1141131E+002, 1.7410304E+002, 4.2405953E-002
 2.7721886E+002, 9.0358388E+000, 7.1918070E+002, 1.7445022E+002, 4.2382083E-002
 2.7840967E+002, 9.0199776E+000, 7.3524754E+002, 1.7307583E+002, 4.2358432E-002
 2.7960396E+002, 9.0042915E+000, 7.2516734E+002, 1.7158392E+002, 4.2335148E-002
 2.8082272E+002, 8.9884590E+000, 7.2065555E+002, 1.7126125E+002, 4.2311631E-002
 2.8202417E+002, 8.9726774E+000, 7.2493221E+002, 1.7254632E+002, 4.2288030E-002
 2.8321832E+002, 8.9570936E+000, 7.0999601E+002, 1.7105977E+002, 4.2264514E-002
 2.8440623E+002, 8.9416893E+000, 7.0764346E+002, 1.7063502E+002, 4.2241082E-002
 2.8561203E+002, 8.9263069E+000, 7.0686371E+002, 1.6926152E+002, 4.2217565E-002
 2.8681504E+002, 8.9108796E+000, 7.0534028E+002, 1.6677174E+002, 4.2193988E-002
 2.8800050E+002, 8.8956948E+000, 7.0845947E+002, 1.6913545E+002, 4.2170893E-002
 2.8921428E+002, 8.8804796E+000, 7.0945598E+002, 1.6836196E+002, 4.2147924E-002
 2.9041584E+002, 8.8651874E+000, 7.1482367E+002, 1.6731564E+002, 4.2125024E-002
 2.9161429E+002, 8.8500423E+000, 7.2101489E+002, 1.6775759E+002, 4.2102520E-002
 2.9281068E+002, 8.8349134E+000, 7.1158059E+002, 1.6733129E+002, 4.2080188E-002
 2.9401905E+002, 8.8197151E+000, 7.3010666E+002, 1.6718154E+002, 4.2057850E-002
 2.9522194E+002, 8.8044685E+000, 7.2653165E+002, 1.6705549E+002, 4.2035483E-002
 2.9640638E+002, 8.7893199E+000, 7.2000975E+002, 1.6769607E+002, 4.2013261E-002
 2.9761805E+002, 8.7741266E+000, 7.2149933E+002, 1.6773839E+002, 4.1990914E-002
 2.9880964E+002, 8.7588844E+000, 7.3072170E+002, 1.6844501E+002, 4.1968392E-002
 3.0000329E+002, 8.7437548E+000, 7.3046010E+002, 1.6795002E+002, 4.1945935E-002
 3.0121648E+002, 8.7284951E+000, 7.3226041E+002, 1.6750888E+002, 4.1923182E-002
 3.0241444E+002, 8.7132486E+000, 7.2783007E+002, 1.6795632E+002, 4.1900315E-002
 3.0362049E+002, 8.6980523E+000, 7.3439484E+002, 1.6712920E+002, 4.1877369E-002
 3.0480248E+002, 8.6829954E+000, 7.4101033E+002, 1.6685888E+002, 4.1854482E-002
 3.0600554E+002, 8.6679486E+000, 7.2928687E+002, 1.6611170E+002, 4.1831478E-002
 3.0721107E+002, 8.6527948E+000, 7.2606867E+002, 1.6718119E+002, 4.1808169E-002
 3.0842284E+002, 8.6375931E+000, 7.2549377E+002, 1.6620831E+002, 4.1784636E-002
 3.0960872E+002, 8.6225583E+000, 7.2340904E+002, 1.6745832E+002, 4.1761259E-002
 3.1082175E+002, 8.6075373E+000, 7.2767688E+002, 1.6498357E+002, 4.1737881E-002
 3.1200427E+002, 8.5925312E+000, 7.2977280E+002, 1.6560340E+002, 4.1714562E-002
 3.1320163E+002, 8.5776833E+000, 7.2134692E+002, 1.6613266E+002, 4.1691563E-002
 3.1442128E+002, 8.5625879E+000, 7.2131366E+002, 1.6486071E+002, 4.1668259E-002
 3.1561835E+002, 8.5475270E+000, 7.1376330E+002, 1.6533076E+002, 4.1645072E-002
 3.1680518E+002, 8.5326899E+000, 7.2512138E+002, 1.6418321E+002, 4.1622310E-002
 3.1802166E+002, 8.5177458E+000, 7.3130608E+002, 1.6482854E+002, 4.1599489E-002
 3.1920108E+002, 8.5028885E+000, 7.3654067E+002, 1.6389091E+002, 4.1576926E-002
 3.2041545E+002, 8.4880485E+000, 7.2494568E+002, 1.6386609E+002, 4.1554475E-002
 3.2160991E+002, 8.4731845E+000, 7.1871926E+002, 1.6318726E+002, 4.1532001E-002
 3.2280051E+002, 8.4584852E+000, 7.1183052E+002, 1.6453133E+002, 4.1509732E-002
 3.2402409E+002, 8.4436458E+000, 7.0893480E+002, 1.6156603E+002, 4.1487219E-002
 3.2521403E+002, 8.4288166E+000, 7.0827343E+002, 1.6259557E+002, 4.1464756E-002
 3.2640791E+002, 8.4142108E+000, 7.0715168E+002, 1.6185250E+002, 4.1442748E-002
 3.2760877E+002, 8.3995478E+000, 7.1162093E+002, 1.6235225E+002, 4.1420834E-002
 3.2881856E+002, 8.3848248E+000, 7.1186432E+002, 1.6208533E+002, 4.1399044E-002
 3.3001684E+002, 8.3701247E+000, 7.1533199E+002, 1.6075340E+002, 4.1377498E-002
 3.3121048E+002, 8.3555433E+000, 7.1477991E+002, 1.6185682E+002, 4.1356304E-002
 3.3242156E+002, 8.3409205E+000, 7.1223232E+002, 1.6102072E+002, 4.1335185E-002
 3.3361720E+002, 8.3263119E+000, 7.1382949E+002, 1.6112536E+002, 4.1314179E-002
