Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 1.320E+00, 2.881E+01, 1.291E+01, 2.054E+01, 5.684E+00, 2.003E+03, 6.305E+00, 0.000E+00, 1.002E+01, 6.635E+00, 1.564E-01, 0.000E+00, 0.000E+00, 2.095E+03
