s, (kW/m²), (MJ/kg), (m²/kg), (g/s),(g/s·m²),g
Time,HRR,EHC,SEA,MLR,Specific MLR ,Mass
375,146.0672464,11.67271871,60.44522082,0.125135583,12.51355833,71.880246
376,147.5602646,9.702528944,66.73128952,0.152084333,15.20843333,71.71244
377,146.5978584,10.66290967,69.37963745,0.137483917,13.74839167,71.585213
378,146.6918265,8.884037863,37.89957383,0.165118417,16.51184167,71.429721
379,146.108134,10.85297189,52.51617623,0.134625,13.4625,71.268301
380,146.3494312,12.61797097,53.85538893,0.115984917,11.59849167,71.158565
381,145.8082237,12.51203997,62.74716069,0.116534333,11.65343333,71.031465
382,148.0570576,14.24863175,70.29022124,0.103909667,10.39096667,70.926852
383,149.6171444,11.02465423,67.40096958,0.135711417,13.57114167,70.813009
384,148.9931783,9.551426423,45.40167035,0.1559905,15.59905,70.657833
385,148.3144542,9.90979519,43.56015895,0.1496645,14.96645,70.50785
386,148.5479784,9.957444506,48.43160554,0.149182833,14.91828333,70.357466
387,149.3009043,9.262388561,42.58256308,0.1611905,16.11905,70.206047
388,150.4653955,8.222778079,45.34199276,0.182986083,18.29860833,70.033603
389,152.7147532,9.478068892,53.618398,0.161124333,16.11243333,69.851232
390,153.2697286,12.47434065,37.37403139,0.122868,12.2868,69.714779
391,150.934024,9.506113117,34.64598656,0.15877575,15.877575,69.588947
392,151.2593401,10.561242,39.40296853,0.143221167,14.32211667,69.409739
393,151.8522538,22.32065525,134.0265471,0.068032167,6.803216667,69.316221
394,151.6581126,17.97605249,107.9765673,0.08436675,8.436675,69.251625
395,152.1073162,12.4729758,86.45752109,0.1219495,12.19495,69.140421
396,152.4277908,12.58640732,90.67389481,0.121105083,12.11050833,69.01574
397,151.6716576,10.40606854,68.39465831,0.145753083,14.57530833,68.892535
398,151.925711,8.160952022,34.5529977,0.18616175,18.616175,68.721798
399,153.5269114,10.00141111,43.07629243,0.15350525,15.350525,68.537922
400,154.5762943,11.59011448,77.57286496,0.133369083,13.33690833,68.412777
401,154.1536054,10.18911085,50.36827362,0.1512925,15.12925,68.26243
402,155.3218822,11.87042821,54.68881065,0.13084775,13.084775,68.118291
403,154.4021594,12.35962149,80.82748252,0.124924667,12.49246667,67.997544
404,153.3085059,11.02763692,67.15698265,0.139022083,13.90220833,67.863862
405,153.1441814,12.72321813,66.43720402,0.120365917,12.03659167,67.726094
406,154.4396275,11.09150074,71.57318781,0.139241417,13.92414167,67.614956
407,153.7606778,10.814654,81.8138808,0.142178083,14.21780833,67.450687
408,154.2697926,10.8858928,62.46830724,0.141715333,14.17153333,67.331503
409,155.6718842,9.888423415,58.40894393,0.157428417,15.74284167,67.164607
410,154.7989869,12.01157611,68.41204551,0.128874833,12.88748333,67.0269
411,153.6494654,12.57082849,93.18660525,0.122227,12.2227,66.903004
412,154.345456,15.84257102,108.4453167,0.0974245,9.74245,66.785177
413,155.4939451,14.01307143,84.24698139,0.1109635,11.09635,66.697547
414,155.0213297,9.307147938,57.32424783,0.166561583,16.65615833,66.552338
415,154.6108617,7.931670417,40.15522759,0.1949285,19.49285,66.371854
416,156.1570384,9.513948699,35.19688269,0.164134833,16.41348333,66.178372
417,157.1195158,12.0972678,58.52921287,0.129880167,12.98801667,66.044961
418,156.1623829,11.08050018,48.58559953,0.140934417,14.09344167,65.906812
419,155.4975133,9.08364319,38.76570879,0.171184083,17.11840833,65.757936
420,155.901612,9.157449644,45.76154511,0.170245667,17.02456667,65.573385
421,156.9586419,14.6732488,123.3237454,0.10696925,10.696925,65.431754
422,157.4494607,12.52592026,67.26819997,0.125698917,12.56989167,65.340304
423,156.2126816,10.03254092,62.56273481,0.155706,15.5706,65.176919
424,157.8567666,13.08233256,105.6871434,0.120664083,12.06640833,65.043092
425,157.5364509,10.69089268,56.61272216,0.14735575,14.735575,64.92253
426,156.5898387,10.59278855,47.46814864,0.147826833,14.78268333,64.753161
427,157.3846237,10.00713457,45.56440652,0.157272417,15.72724167,64.62574
428,157.4622582,10.03541971,68.68144474,0.1569065,15.69065,64.442694
429,158.4483169,16.9455889,143.6261056,0.093504167,9.350416667,64.326063
430,159.0508342,15.93360458,97.59409299,0.099821,9.9821,64.238623
431,158.8670731,11.03845312,71.72251312,0.1439215,14.39215,64.115222
432,158.1448648,8.995478784,57.2947012,0.175804833,17.58048333,63.953818
433,158.4038864,9.330270293,44.94904052,0.169774167,16.97741667,63.774681
434,159.3111816,13.12283209,77.82647022,0.1214,12.14,63.623953
435,160.039868,10.4370537,65.19983978,0.153338167,15.33381667,63.513592
436,160.0254064,9.488806845,52.81888806,0.1686465,16.86465,63.321906
437,158.5470773,17.57304389,105.1213433,0.09022175,9.022175,63.198363
438,157.8574589,22.00883596,182.5894363,0.071724583,7.172458333,63.125879
439,159.176559,9.926278361,88.0658469,0.16035875,16.035875,63.028037
440,159.4349078,8.565659682,65.6021057,0.186132667,18.61326667,62.819993
441,159.7819101,12.04124556,93.8604786,0.1326955,13.26955,62.67558
442,160.2879599,10.53138035,71.64906317,0.152200333,15.22003333,62.539815
443,160.3188721,12.23690641,46.32425892,0.131012583,13.10125833,62.378959
444,162.5695192,12.6044379,49.48429396,0.128978,12.8978,62.273429
445,161.8002058,10.9870786,57.40474357,0.147264083,14.72640833,62.116643
446,161.2622567,14.13127785,91.95625425,0.11411725,11.411725,61.989023
447,162.2913755,10.17457197,62.68286803,0.159506833,15.95068333,61.87088
448,161.1736009,9.08228369,67.54838237,0.177459333,17.74593333,61.676732
449,161.1463462,12.74165349,104.2917101,0.126472083,12.64720833,61.532397
450,162.7297368,12.09693148,70.60580501,0.1345215,13.45215,61.410671
451,163.1269991,10.87770766,53.95411426,0.1499645,14.99645,61.260057
452,163.1362837,10.12953212,64.2930986,0.161050167,16.10501667,61.11227
453,164.5573193,11.06578278,60.28021984,0.14870825,14.870825,60.944763
454,164.767436,15.30674689,70.7804677,0.107643667,10.76436667,60.820921
455,165.0473643,12.63195728,91.23005982,0.130658583,13.06585833,60.713764
456,165.7427199,10.04053565,87.60256597,0.165073583,16.50735833,60.556002
457,168.0031883,10.80917851,62.333113,0.155426417,15.54264167,60.393314
458,168.3556923,9.375121213,63.97236581,0.179577083,17.95770833,60.238204
459,166.8887885,8.45383201,54.8551975,0.197412,19.7412,60.036497
460,167.058221,10.28866297,49.93440487,0.162371167,16.23711667,59.856391
461,166.517218,11.29526963,61.33235794,0.147422083,14.74220833,59.707754
462,166.3925699,11.19623522,71.41827354,0.14861475,14.861475,59.556714
463,167.0603385,10.5558016,47.25651485,0.158264,15.8264,59.408146
464,167.0711925,10.62512221,39.93882327,0.157241667,15.72416667,59.242904
465,169.8668813,11.98912943,74.13766041,0.141684083,14.16840833,59.096442
466,169.8199584,9.926430014,72.31803245,0.171078583,17.10785833,58.949982
467,170.0793132,10.96018988,56.84813983,0.155179167,15.51791667,58.764979
468,169.2305275,14.2529622,74.86773982,0.118733583,11.87335833,58.644143
469,171.2799394,11.55666201,76.02814757,0.148208833,14.82088333,58.51188
470,170.1125497,10.3102837,39.90285033,0.164993083,16.49930833,58.349993
471,169.7761898,11.54557832,49.06778324,0.147048667,14.70486667,58.190285
472,171.1571727,11.37573794,79.2592299,0.150458083,15.04580833,58.0513
473,170.1665602,10.29940792,74.36175224,0.16521975,16.521975,57.88692
474,172.0173496,11.79472728,77.95584523,0.145842583,14.58425833,57.72857
475,171.4451526,11.70367282,89.42578695,0.146488333,14.64883333,57.591082
476,171.4191319,11.75447491,86.29656053,0.145833083,14.58330833,57.434707
477,171.4170496,10.1852029,48.56706237,0.168300083,16.83000833,57.293876
478,172.1326024,9.532840945,58.64851547,0.180568,18.0568,57.100919
479,173.1255125,10.44088891,81.60633007,0.165814917,16.58149167,56.940379
480,173.9978489,12.91979288,83.89447921,0.134675417,13.46754167,56.773547
481,173.9641931,13.64396508,95.58122743,0.127502667,12.75026667,56.664679
482,174.0353933,12.16024455,93.2138335,0.143118333,14.31183333,56.511424
483,174.6063946,9.844680087,83.95318542,0.177361167,17.73611667,56.373427
484,174.8548309,8.56828764,72.63262797,0.204072083,20.40720833,56.160951
485,173.508227,13.17829042,101.9447687,0.131662167,13.16621667,55.989229
486,173.5489052,16.73220163,145.8646253,0.1037215,10.37215,55.886705
487,176.1282483,10.66945482,89.58282923,0.165077083,16.50770833,55.759405
488,177.2399874,10.43034007,88.63650225,0.169927333,16.99273333,55.567017
489,178.0386997,8.350192533,74.3640039,0.213215083,21.32150833,55.41265
490,177.5742947,7.929353108,66.32300072,0.2239455,22.39455,55.151793
491,176.0655725,17.25236618,148.649185,0.102053,10.2053,54.996194
492,176.1541048,22.35299801,202.9274091,0.078805583,7.880558333,54.922715
493,176.0933736,9.349168126,88.46122031,0.188351917,18.83519167,54.804662
494,177.7781475,8.113932191,76.07924292,0.219102333,21.91023333,54.565204
495,178.8509515,13.46396622,115.1672555,0.13283675,13.283675,54.396329
496,177.1774392,15.72592453,106.8892027,0.112665833,11.26658333,54.285279
497,177.63535,13.384101,89.63590291,0.132721167,13.27211667,54.159303
498,177.0153974,12.73182169,66.66388078,0.139033833,13.90338333,54.020986
499,179.5341687,10.03657025,71.66288702,0.17888,17.888,53.874639
500,178.8273841,11.01996966,99.55499544,0.16227575,16.227575,53.676373
501,179.2456805,12.02956831,108.7596724,0.14900425,14.900425,53.548959
502,179.8468052,8.815955038,74.99773724,0.2040015,20.40015,53.362855
503,179.1713968,9.015623714,85.36503089,0.198734333,19.87343333,53.154546
504,179.6219541,9.562098796,85.15807123,0.187847833,18.78478333,52.969087
505,179.9433365,11.40725327,93.43107493,0.157744667,15.77446667,52.783627
506,179.883622,12.62669058,82.67321705,0.142463,14.2463,52.649677
507,180.7690363,11.65284535,77.12379696,0.155128667,15.51286667,52.492202
508,181.2686692,14.33047367,103.4699417,0.12649175,12.649175,52.347243
509,181.6781896,11.80473966,112.4119696,0.15390275,15.390275,52.225699
510,182.1068747,9.160635806,79.92469439,0.198792833,19.87928333,52.035554
511,182.6301628,10.47475092,87.41832394,0.17435275,17.435275,51.845523
512,183.3012857,13.75375123,122.2215641,0.133273667,13.32736667,51.691349
513,183.6265676,12.16976,130.75582,0.150887583,15.08875833,51.564292
514,185.8430752,10.06076702,70.24331608,0.184720583,18.47205833,51.38499
515,186.9286784,10.99907737,77.653372,0.169949417,16.99494167,51.205302
516,187.769552,9.331647862,68.94850135,0.201218,20.1218,51.036076
517,187.6876379,9.524124612,72.33437231,0.1970655,19.70655,50.812373
518,188.2260709,14.10225372,117.8794104,0.133472333,13.34723333,50.656174
519,188.4438485,14.30730119,132.8794811,0.131711667,13.17116667,50.530872
520,189.4242784,12.27439399,125.2918736,0.15432475,15.432475,50.385736
521,189.8168324,13.50613752,122.0687178,0.140541167,14.05411667,50.229409
522,192.4334471,11.92365275,110.9234801,0.161388,16.1388,50.096367
523,192.0869664,9.748158021,92.55616125,0.1970495,19.70495,49.902414
524,192.301671,8.783040507,79.00449008,0.218946583,21.89465833,49.706432
525,193.4208929,9.268353973,79.64054254,0.208689583,20.86895833,49.474523
526,192.6680054,12.62816413,106.7023083,0.152570083,15.25700833,49.300598
527,192.4194716,14.02058706,105.3095423,0.137240667,13.72406667,49.160017
528,192.2459621,14.54519948,126.5833484,0.132171417,13.21714167,49.021225
529,193.3020209,11.91154986,141.4088191,0.162281167,16.22811667,48.886427
530,193.7678433,10.42506646,108.5439543,0.18586725,18.586725,48.697935
531,193.7610609,10.46889287,104.160551,0.185082667,18.50826667,48.521071
532,193.2671417,10.43712651,94.92912001,0.18517275,18.517275,48.328784
533,195.0332994,11.41631607,83.00320624,0.170837333,17.08373333,48.154211
534,195.5955686,11.95355173,82.28814468,0.163629667,16.36296667,47.985128
535,196.2070532,11.10962832,82.67459086,0.176609917,17.66099167,47.821871
536,195.2995644,10.48231351,86.18628698,0.186313417,18.63134167,47.63362
537,195.4946569,13.76502405,113.1895285,0.14202275,14.202275,47.461466
538,195.9849705,13.49794385,122.0953085,0.145196167,14.51961667,47.337649
539,197.1719857,9.799585363,100.3209994,0.201204417,20.12044167,47.158376
540,196.6948555,10.2346977,87.35512715,0.192184333,19.21843333,46.951254
541,196.9226473,13.95681591,96.23342697,0.14109425,14.109425,46.784759
542,198.8643646,13.76268423,111.3446804,0.144495333,14.44953333,46.654925
543,200.791713,9.618127326,79.74610198,0.208763833,20.87638333,46.480875
544,201.5037532,10.07263173,76.0329788,0.20005075,20.005075,46.254126
545,201.2314863,10.92736294,86.55143792,0.18415375,18.415375,46.083533
546,199.4123355,9.366145271,78.18313413,0.212907583,21.29075833,45.876798
547,200.8540669,11.242325,103.6413832,0.178658833,17.86588333,45.672096
548,202.7738631,13.53857292,144.5097849,0.149774917,14.97749167,45.517521
549,201.334817,9.89292626,91.00225602,0.203513917,20.35139167,45.353223
550,200.7728972,9.782438714,75.24725258,0.205238083,20.52380833,45.123113
551,199.7720766,14.45564512,113.8427259,0.138196583,13.81965833,44.958999
552,199.5754537,12.37698341,108.1739928,0.16124725,16.124725,44.826586
553,199.7910085,12.02207206,92.5371572,0.166186833,16.61868333,44.639366
554,201.1544962,14.36223678,90.64982157,0.140057917,14.00579167,44.501016
555,201.402884,12.69503262,76.98773289,0.158647,15.8647,44.348681
556,202.0942755,10.87755012,74.45606638,0.18579025,18.579025,44.181801
557,201.9731306,12.67153188,114.8922934,0.15939125,15.939125,43.98941
558,202.992532,12.446371,109.5035196,0.16309375,16.309375,43.856331
559,203.0669307,10.79077563,108.0968926,0.188185667,18.81856667,43.657616
560,203.3797355,10.51443866,93.5900982,0.193429,19.3429,43.484574
561,202.0053641,10.57771543,78.20833261,0.190972583,19.09725833,43.273582
562,204.2421061,11.68232604,95.24207122,0.17483,17.483,43.105207
563,203.181841,10.01322851,76.76888254,0.202913417,20.29134167,42.914351
564,204.18339,10.55771031,60.49302072,0.193397417,19.33974167,42.708686
565,203.7271609,13.75689782,116.0821479,0.148090917,14.80909167,42.536375
566,203.9798346,14.50811281,141.3635941,0.140597083,14.05970833,42.402168
567,206.0805342,10.32379678,93.56490512,0.199617,19.9617,42.239298
568,205.8046636,10.97238644,97.93760623,0.187566,18.7566,42.019235
569,205.2074945,12.86598957,117.1116028,0.159496083,15.94960833,41.868315
570,205.1593812,10.38881181,93.5184413,0.197481083,19.74810833,41.685096
571,204.9424618,10.1484338,76.89636226,0.201944917,20.19449167,41.480139
572,205.1202181,10.26007218,77.89364537,0.199920833,19.99208333,41.2836
573,205.159052,9.749859009,87.33890518,0.210422583,21.04225833,41.079686
574,203.9130287,13.93370436,117.9095804,0.146345167,14.63451667,40.880522
575,203.1816181,18.81929876,184.2015331,0.1079645,10.79645,40.780586
576,203.4090398,15.2725446,167.2885354,0.133186083,13.31860833,40.646942
577,204.1986553,11.15978382,111.626353,0.18297725,18.297725,40.50662
578,204.0092791,9.721297169,89.91406183,0.209858083,20.98580833,40.287027
579,205.0819882,10.17642783,91.77418126,0.2015265,20.15265,40.096993
580,203.8816801,11.3345,99.35421388,0.179877083,17.98770833,39.888223
581,204.1456756,12.19789362,80.16943611,0.167361417,16.73614167,39.734506
582,203.8617393,10.92107685,92.52745467,0.186668167,18.66681667,39.545656
583,201.6219709,10.59698169,103.2439223,0.190263583,19.02635833,39.364794
584,203.4758013,11.92729646,102.7706204,0.17059675,17.059675,39.170545
585,203.6577263,11.19863006,111.7152197,0.1818595,18.18595,39.016781
586,204.0401544,10.92670309,112.9434614,0.186735333,18.67353333,38.808713
587,204.4819276,13.42603147,130.6433681,0.152302583,15.23025833,38.652452
588,204.744973,13.90775415,119.2995903,0.147216417,14.72164167,38.496737
589,204.3143103,11.75807627,104.4994558,0.173765083,17.37650833,38.348604
590,204.5633667,9.173683946,75.80335955,0.222989333,22.29893333,38.144526
591,204.7850326,10.03107752,77.18896095,0.204150583,20.41505833,37.919945
592,204.7752665,12.40449514,102.2096657,0.1650815,16.50815,37.743337
593,203.3488661,16.21572707,153.3059321,0.12540225,12.540225,37.588899
594,204.5118475,14.17568145,126.7382185,0.1442695,14.42695,37.477136
595,204.0127632,11.24534475,118.0706944,0.18141975,18.141975,37.295164
596,205.4282846,11.95999047,129.8980607,0.171762917,17.17629167,37.124691
597,206.3080165,10.9328953,107.4435714,0.188703917,18.87039167,36.946376
598,206.1883091,10.17111374,94.59800026,0.2027195,20.27195,36.747987
599,206.7342978,10.33743851,100.7492986,0.199986,19.9986,36.545979
600,205.0574844,11.74816051,107.0516044,0.174544333,17.45443333,36.354149
601,205.9586881,13.13477138,116.8247986,0.156804167,15.68041667,36.195504
602,205.0874895,14.60662546,156.3789225,0.140407167,14.04071667,36.038719
603,203.885884,12.45287151,145.6662294,0.163726,16.3726,35.904189
604,204.3624253,10.09591858,89.73687149,0.202420833,20.24208333,35.708515
605,204.0891255,12.71996108,120.6947453,0.160447917,16.04479167,35.518584
606,205.103782,14.54408104,173.7233017,0.141022167,14.10221667,35.382929
607,205.9242524,12.20148461,127.8719594,0.168769833,16.87698333,35.224876
608,205.8229923,12.16014938,99.68594294,0.16926025,16.926025,35.051117
609,206.1121732,12.95824173,113.4860211,0.15905875,15.905875,34.889326
610,205.9653504,12.44894146,120.3743329,0.165448083,16.54480833,34.729652
611,206.3439556,13.31156857,114.2113398,0.155011,15.5011,34.561861
612,207.1221614,13.43205404,139.860335,0.154199917,15.41999167,34.416774
613,205.4204793,11.1418123,121.9039046,0.184369,18.4369,34.246434
614,203.2932536,11.57488932,121.7875009,0.175633,17.5633,34.056635
615,201.8222347,11.20120739,103.6001599,0.180179,18.0179,33.893177
616,201.8861888,11.47898605,104.8784831,0.175874583,17.58745833,33.698314
617,201.7862874,11.67968331,107.0749305,0.172766917,17.27669167,33.542014
618,200.2674705,13.2468677,94.50683066,0.151181,15.1181,33.357826
619,199.415163,17.7284581,149.0501128,0.112483083,11.24830833,33.242476
620,200.2868548,13.89394252,159.3649665,0.144154083,14.41540833,33.116182
621,197.660082,13.17070954,137.8718768,0.1500755,15.00755,32.958659
622,195.9541057,12.86687961,119.8718261,0.152293417,15.22934167,32.817139
623,194.804885,11.53046411,114.5719199,0.168948,16.8948,32.651038
624,193.5714043,11.08329998,98.91209736,0.174651417,17.46514167,32.482735
625,191.5292055,13.24542699,150.2173569,0.14460025,14.460025,32.310803
626,191.7198961,16.31297722,178.4322959,0.117526,11.7526,32.191076
627,190.8353688,10.29724745,84.44446604,0.185326583,18.53265833,32.052969
628,190.7224129,9.042941235,70.85135729,0.2109075,21.09075,31.830375
629,190.5602133,11.29023249,105.3358942,0.16878325,16.878325,31.649114
630,186.0939881,13.36305305,107.2807621,0.139260083,13.92600833,31.491126
631,182.6975736,14.12158796,124.1401812,0.129374667,12.93746667,31.364376
632,180.7514809,11.79354971,119.5033186,0.153263,15.3263,31.223592
633,179.2948997,11.18524435,127.197503,0.160295917,16.02959167,31.061338
634,175.6555384,11.02615352,115.159869,0.159308083,15.93080833,30.905978
635,172.3352068,11.93553543,110.7331938,0.144388333,14.43883333,30.747015
636,170.0223911,14.62628451,147.1386417,0.116244417,11.62444167,30.620705
637,167.9396039,16.69100471,142.3122172,0.100616833,10.06168333,30.511814
638,166.8376375,20.66427052,163.4511452,0.08073725,8.073725,30.419303
639,164.9668681,19.86045148,172.0844915,0.083063,8.3063,30.343201
640,162.918217,12.21662911,134.697961,0.13335775,13.335775,30.240648
641,162.1631911,9.197217396,94.47411569,0.176317667,17.63176667,30.07933
642,160.4274,11.7633291,123.5718513,0.13637925,13.637925,29.908628
643,157.7094719,13.75458268,132.0301721,0.114659583,11.46595833,29.802853
644,155.0708753,9.994502867,86.19311788,0.155156167,15.51561667,29.665383
645,152.0351989,12.81226987,113.3257899,0.11866375,11.866375,29.509285
646,151.1513605,13.36465572,108.2569521,0.113097833,11.30978333,29.421958
647,148.7180466,12.36815939,98.60134794,0.120242667,12.02426667,29.279418
648,146.4924929,13.01305306,124.5029928,0.1125735,11.25735,29.183621
649,143.5822604,9.601499277,99.42777955,0.1495415,14.95415,29.045501
650,141.2831163,12.61872326,134.9157341,0.111963083,11.19630833,28.901504
651,139.563028,14.67237587,158.6374684,0.095119583,9.511958333,28.81698
652,137.5860823,10.59955284,122.2043069,0.129803667,12.98036667,28.69901
653,134.8564533,11.18382728,108.7140476,0.120581667,12.05816667,28.566984
654,133.1262871,12.39437107,109.4001617,0.107408667,10.74086667,28.45918
655,130.6933947,10.5310777,121.1017756,0.124102583,12.41025833,28.34532
656,129.0288668,10.15363046,89.99798594,0.127076583,12.70765833,28.214602
657,126.746726,13.26816885,103.7579219,0.095526917,9.552691667,28.099591
658,124.9748858,14.67944064,140.7389314,0.085136,8.5136,28.018267
659,122.3428046,11.02389368,74.36420298,0.110979667,11.09796667,27.920963
660,118.8756337,13.88593449,96.55206109,0.085608667,8.560866667,27.80721
661,115.453837,12.77444499,114.597017,0.09037875,9.037875,27.742891
662,112.6691089,9.250963951,84.89541102,0.12179175,12.179175,27.620995
663,111.2298333,13.31337793,117.6134612,0.083547417,8.354741667,27.515788
664,109.4168229,18.68092478,180.5665903,0.058571417,5.857141667,27.451887
665,107.7985883,20.4925023,178.2504898,0.052603917,5.260391667,27.392596
666,105.4593823,13.28527295,100.4663792,0.079380667,7.938066667,27.338316
667,103.7189764,11.99334837,104.4262921,0.086480417,8.648041667,27.238467
668,102.2910024,14.75404196,107.9302753,0.069330833,6.933083333,27.171423
669,100.2024376,13.50212735,68.40519715,0.074212333,7.421233333,27.095217
670,98.62323398,13.5332982,104.366792,0.0728745,7.28745,27.024286
671,96.69906414,16.69698605,126.0357687,0.057914083,5.791408333,26.951919
672,94.94392033,11.74784386,84.94883801,0.080818167,8.081816667,26.899533
673,93.85477155,9.825247024,94.02711687,0.095524083,9.552408333,26.792162
674,91.65783711,11.60802514,129.5907888,0.07896075,7.896075,26.716048
675,89.74608083,11.06329333,101.8339918,0.081120583,8.112058333,26.630328
676,86.60114895,10.30717582,84.98936769,0.08402025,8.402025,26.55239
677,83.32185834,7.196769501,43.74085177,0.11577675,11.577675,26.456345
678,80.5781934,7.838250352,14.44459763,0.10280125,10.280125,26.332427
679,77.17255825,14.7390496,36.98382965,0.05235925,5.235925,26.259945
680,74.13717562,12.43625432,39.86541447,0.05961375,5.961375,26.214805
681,70.98076212,13.8120396,14.2751591,0.0513905,5.13905,26.14368
682,67.76233679,37.27164577,98.16832345,0.018180667,1.818066667,26.117672
683,65.3523893,32.05119632,212.8875844,0.02039,2.039,26.099567
684,62.71135405,0,360.9112964,0.007809,0.7809,26.080069
685,60.58888587,0,0,-0.03263925,-3.263925,26.087536
686,59.03938024,11.41861545,61.52627174,0.0517045,5.17045,26.115132
687,58.07074105,4.954844909,1.904472931,0.117199917,11.71999167,25.9884
688,56.92281073,8.081187993,-12.97766077,0.070438667,7.043866667,25.907435
689,55.16568686,5.249825074,11.41980849,0.105081,10.5081,25.832359
690,53.5781364,6.634940082,6.423029973,0.0807515,8.07515,25.712068
691,52.53273946,0,0,-0.013665833,-1.366583333,25.686436
692,51.5101479,24.86771113,67.29337628,0.020713667,2.071366667,25.709069
693,50.90138694,9.938684532,56.79082284,0.051215417,5.121541667,25.644377
694,49.76264804,0,188.9695102,0.005332083,0.533208333,25.62416
695,48.47807168,0,284.4033331,0.004780333,0.478033333,25.621749
696,48.61452111,4.897205794,24.4775654,0.099269917,9.926991667,25.59203
697,47.82736419,4.511309711,2.275425402,0.106016583,10.60165833,25.444701
698,46.87417153,12.38514765,-23.27779455,0.037847083,3.784708333,25.399015
699,46.11512296,7.696650517,5.64018615,0.059915833,5.991583333,25.349828
700,45.78873702,11.38947757,0.080169747,0.040202667,4.020266667,25.287211
701,45.22935519,16.88465788,-28.75403148,0.02678725,2.678725,25.269259
702,43.96701208,0,0,-0.001000833,-0.100083333,25.236895
703,44.04089836,0,0,-0.020913333,-2.091333333,25.268747
704,43.71393291,0,0,-0.012050417,-1.205041667,25.271105
705,43.40173838,0,0,-0.006194583,-0.619458333,25.291979
706,43.15130978,15.39748014,56.15578085,0.028024917,2.802491667,25.278146
707,42.49602318,0,0,-0.000349,-0.0349,25.25074
708,41.91708827,0,0,-0.024151,-2.4151,25.277492
709,41.49301383,18.75411647,-31.4607477,0.02212475,2.212475,25.282559
710,41.05001396,14.93107844,8.766960235,0.027493,2.7493,25.242886
711,41.37848019,0,0,-0.015561417,-1.556141667,25.239389
712,40.75606157,0,0,-0.008068833,-0.806883333,25.262048
713,40.25418526,15.73920032,104.2444649,0.02557575,2.557575,25.249118
714,40.62396955,71.69568411,81.22511618,0.005666167,0.566616667,25.223892
715,39.5292283,0,0,-0.032602917,-3.260291667,25.24105
716,39.35549016,13.1648663,18.67787399,0.029894333,2.989433333,25.265498
717,39.16645406,7.830771913,-11.64619185,0.050016083,5.001608333,25.190731
718,39.13103963,32.9848606,-133.8142937,0.011863333,1.186333333,25.180072
719,39.10087913,20.46041659,38.34420889,0.0191105,1.91105,25.157835
720,39.47582323,35.47963381,120.7069608,0.011126333,1.112633333,25.14469
721,39.67491751,0,0,-0.00931275,-0.931275,25.137001
722,40.16437806,11.57552709,54.33508703,0.034697667,3.469766667,25.146916
723,40.10089016,3.995628172,31.32595143,0.100361917,10.03619167,25.06389
724,39.68994043,8.972468887,-2.1296052,0.04423525,4.423525,24.976174
725,38.94041044,0,0,-0.005634167,-0.563416667,24.975408
726,38.54965994,21.55800203,35.014527,0.017881833,1.788183333,24.969883
727,37.97694481,49.03414437,-196.5881781,0.007745,0.7745,24.945952
728,38.14350769,0,0,-0.008283167,-0.828316667,24.955108
729,37.8006595,14.37310205,49.76746634,0.026299583,2.629958333,24.950148
730,37.61267506,6.707725266,37.69840779,0.056073667,5.607366667,24.904053
731,37.26430489,16.6864436,50.559469,0.022332083,2.233208333,24.853107
732,36.70490447,15.84213407,97.44483412,0.023169167,2.316916667,24.851664
733,36.66061939,5.84311352,32.5704028,0.062741583,6.274158333,24.799021
734,37.14076779,0,0,-0.002463583,-0.246358333,24.749395
735,37.44022279,0,0,-0.00207,-0.207,24.787854
736,36.83872927,4.211472115,-12.34399556,0.087472333,8.747233333,24.732765
737,36.50207601,6.626720688,-16.64539436,0.055083167,5.508316667,24.641141
738,36.27263139,17.36377251,-31.87065423,0.020889833,2.088983333,24.625359
739,36.31003918,17.03483709,80.87164071,0.021315167,2.131516667,24.589604
740,36.75241749,5.315158654,38.23686206,0.069146417,6.914641667,24.571147
741,36.83493852,5.50518813,4.291495409,0.0669095,6.69095,24.463227
742,37.27336919,8.260651874,3.263679785,0.045121583,4.512158333,24.4441
743,37.54634253,20.72055841,38.52135518,0.018120333,1.812033333,24.376142
744,37.68246374,0,0,-0.051874,-5.1874,24.415926
745,37.56669861,0,0,-0.018005333,-1.800533333,24.455279
746,37.98895673,0,0,-0.002962833,-0.296283333,24.454708
747,37.9170144,0,0,-0.02509325,-2.509325,24.470334
748,38.02530664,0,0,-0.028970833,-2.897083333,24.500812
749,38.65015391,0,0,-0.016335417,-1.633541667,24.522992
750,38.81068873,23.72569447,197.4231656,0.016358083,1.635808333,24.528322
751,38.8642515,11.76272865,16.86847893,0.033040167,3.304016667,24.494389
752,39.24031266,14.23839789,-49.11105838,0.0275595,2.75595,24.468285
753,39.4806222,18.6660783,-6.203574264,0.021151,2.1151,24.439178
754,39.61537631,7.564553261,-24.89442346,0.05236975,5.236975,24.417348
755,39.6153534,7.050688938,-44.12707397,0.0561865,5.61865,24.340705
756,39.30884142,9.676697392,5.375850189,0.040622167,4.062216667,24.308938
757,39.55737389,4.365228567,20.05323693,0.09061925,9.061925,24.246136
758,39.60611942,7.702798203,38.2223196,0.051417833,5.141783333,24.148262
759,38.87614644,23.71786272,138.4628064,0.016391083,1.639108333,24.142728
760,38.39594124,7.133002368,46.18528518,0.053828583,5.382858333,24.098688
